Text_Type,Book,Chapter,Window,LGL,GGL,LGG,GLG,LLG,GLL,G,LLL,L,GGG,LG,GL,GG,LL
SN,AH,shareera,1,63,33,21,50,18,15,39,1,4,70,0,0,0,0
SN,AH,shareera,2,62,33,22,52,19,15,38,1,4,70,0,0,0,0
SN,AH,shareera,3,62,33,24,51,20,14,38,1,4,69,0,0,0,0
SN,AH,shareera,4,62,32,23,49,19,15,39,1,4,70,0,0,0,0
SN,AH,shareera,5,61,32,25,49,19,15,39,1,4,69,0,0,0,0
SN,AH,shareera,6,59,31,27,51,19,15,38,1,4,71,0,0,0,0
SN,AH,shareera,7,59,31,28,50,19,16,38,1,4,70,0,0,0,0
SN,AH,shareera,8,59,33,30,51,18,16,37,1,4,69,0,0,0,0
SN,AH,shareera,9,60,32,31,50,18,16,37,1,4,69,0,0,0,0
SN,AH,shareera,10,60,32,31,50,16,16,37,1,4,71,0,0,0,0
SN,AH,shareera,11,60,32,31,51,16,16,36,1,5,70,0,0,0,0
SN,AH,shareera,12,59,33,34,51,16,16,35,1,5,72,1,0,0,0
SN,AH,shareera,13,58,33,35,52,15,17,35,1,5,71,1,0,0,0
SN,AH,shareera,14,57,32,36,51,15,17,35,1,5,73,1,0,0,0
SN,AH,shareera,15,57,33,35,51,15,17,35,1,5,73,1,0,0,0
SN,AH,shareera,16,58,33,34,52,14,17,35,1,5,73,1,0,0,0
SN,AH,shareera,17,58,33,35,53,14,17,36,1,4,71,1,0,0,0
SN,AH,shareera,18,57,32,36,54,14,18,35,1,5,72,1,0,0,0
SN,AH,shareera,19,56,32,36,53,14,17,34,1,6,70,1,0,0,0
SN,AH,shareera,20,58,31,36,54,13,18,33,1,6,71,1,0,0,0
SN,AH,shareera,21,57,29,36,54,13,18,32,1,6,69,1,0,0,0
SN,AH,shareera,22,57,28,34,54,13,17,32,1,6,67,1,1,0,0
SN,AH,shareera,23,56,27,34,53,13,17,31,1,6,65,1,1,0,0
SN,AH,shareera,24,57,27,34,55,13,17,31,1,6,65,1,1,0,0
SN,AH,shareera,25,57,28,35,54,13,18,31,1,6,63,1,1,0,0
SN,AH,shareera,26,56,28,36,55,12,17,31,1,6,64,1,1,0,0
SN,AH,shareera,27,55,26,36,55,12,17,31,1,6,67,1,1,0,0
SN,AH,shareera,28,54,26,37,58,12,17,31,1,5,69,2,1,0,0
SN,AH,shareera,29,53,26,37,58,11,17,31,1,5,71,2,1,0,0
SN,AH,shareera,30,53,25,39,57,13,16,30,1,5,75,3,1,0,0
SN,AH,shareera,31,53,24,39,56,14,16,30,1,5,76,3,1,0,0
SN,AH,shareera,32,53,25,38,56,15,16,30,1,5,75,3,1,0,0
SN,AH,shareera,33,52,25,37,56,16,16,30,1,5,76,3,1,0,0
SN,AH,shareera,34,54,24,35,54,17,15,31,1,5,76,3,1,0,0
SN,AH,shareera,35,54,24,36,52,18,15,31,1,5,76,3,1,0,0
SN,AH,shareera,36,53,24,36,51,18,15,32,1,4,78,3,1,0,0
SN,AH,shareera,37,54,24,36,53,16,15,32,1,4,77,3,1,0,0
SN,AH,shareera,38,55,25,36,52,16,13,33,1,4,75,3,1,0,0
SN,AH,shareera,39,55,24,37,50,16,14,33,1,4,76,3,1,0,0
SN,AH,shareera,40,55,23,37,51,15,15,33,1,4,76,3,1,0,0
SN,AH,shareera,41,53,22,37,52,16,15,33,1,4,77,3,1,0,0
SN,AH,shareera,42,53,23,36,53,14,14,34,1,4,76,3,1,0,0
SN,AH,shareera,43,52,22,36,56,14,13,34,1,4,76,3,1,0,0
SN,AH,shareera,44,53,22,36,56,15,12,34,1,4,75,3,1,0,0
SN,AH,shareera,45,53,23,36,56,17,11,34,1,4,73,3,1,0,0
SN,AH,shareera,46,53,24,36,56,17,11,34,1,4,72,3,1,0,0
SN,AH,shareera,47,55,24,35,57,16,11,34,1,4,71,3,1,0,0
SN,AH,shareera,48,59,26,34,58,17,12,34,2,4,72,4,1,0,0
SN,AH,shareera,49,59,26,34,57,18,13,34,2,4,71,4,1,0,0
SN,AH,shareera,50,57,26,34,60,19,13,33,2,4,72,4,1,0,0
SN,AH,shareera,51,56,28,34,59,20,13,33,2,4,71,4,1,0,0
SN,AH,shareera,52,56,29,34,57,20,14,33,2,4,71,4,1,0,0
SN,AH,shareera,53,56,29,32,58,19,14,33,2,4,73,4,1,0,0
SN,AH,shareera,54,56,29,32,60,19,13,32,3,4,74,4,1,0,0
SN,AH,shareera,55,56,29,30,61,20,12,32,3,4,75,4,1,0,0
SN,AH,shareera,56,58,28,28,58,20,13,33,3,4,75,4,1,0,0
SN,AH,shareera,57,59,29,28,57,20,13,33,3,4,74,4,1,0,0
SN,AH,shareera,58,59,27,26,56,20,13,34,3,4,76,4,1,0,0
SN,AH,shareera,59,58,27,25,57,21,13,34,3,4,76,4,1,0,0
SN,AH,shareera,60,57,29,25,59,22,14,33,3,4,74,4,1,0,0
SN,AH,shareera,61,57,30,25,58,22,14,34,3,3,74,4,1,0,0
SN,AH,shareera,62,58,28,22,59,21,15,35,3,3,72,3,1,0,0
SN,AH,shareera,63,58,27,22,59,21,16,35,3,3,72,3,1,0,0
SN,AH,shareera,64,57,28,22,62,20,16,34,3,3,73,3,1,0,0
SN,AH,shareera,65,56,29,22,60,21,17,34,3,3,73,3,1,0,0
SN,AH,shareera,66,55,30,25,59,22,17,33,3,3,75,4,1,0,0
SN,AH,shareera,67,55,31,24,57,23,18,33,3,3,75,4,1,0,0
SN,AH,shareera,68,55,34,24,55,23,18,33,3,2,75,4,1,0,0
SN,AH,shareera,69,56,34,25,55,24,19,34,3,1,76,4,1,0,0
SN,AH,shareera,70,54,35,26,56,26,18,34,3,1,76,5,1,0,0
SN,AH,shareera,71,56,35,26,57,26,19,35,3,1,77,5,1,0,0
SN,AH,shareera,72,55,37,28,58,26,20,35,3,1,78,5,0,0,0
SN,AH,shareera,73,57,37,28,58,27,21,36,3,1,79,5,0,0,0
SN,AH,shareera,74,56,37,28,56,27,21,36,3,1,79,5,0,0,0
SN,AH,shareera,75,54,36,27,56,27,20,36,3,1,79,5,0,0,0
SN,AH,shareera,76,53,37,26,55,27,21,36,3,1,80,5,0,0,0
SN,AH,shareera,77,52,37,26,54,27,21,35,3,1,77,5,0,0,0
SN,AH,shareera,78,52,37,24,52,27,21,35,3,2,76,4,0,0,0
SN,AH,shareera,79,51,36,24,52,27,21,35,3,2,73,4,0,0,0
SN,AH,shareera,80,51,36,22,54,26,22,36,3,2,68,3,0,0,0
SN,AH,shareera,81,51,38,22,53,26,22,36,3,2,67,3,0,0,0
SN,AH,shareera,82,51,37,22,55,25,22,36,3,2,67,3,0,0,0
SN,AH,shareera,83,52,37,22,55,24,23,36,4,2,65,3,0,0,0
SN,AH,shareera,84,51,37,22,56,23,23,36,4,2,66,3,0,0,0
SN,AH,shareera,85,52,37,22,57,22,23,36,4,2,65,3,0,0,0
SN,AH,shareera,86,52,37,22,57,23,25,36,4,2,62,3,0,0,0
SN,AH,shareera,87,51,39,22,55,24,25,36,4,2,62,3,0,0,0
SN,AH,shareera,88,51,38,23,55,24,26,35,4,3,61,3,0,0,0
SN,AH,shareera,89,51,39,23,56,24,25,35,4,3,60,3,0,0,0
SN,AH,shareera,90,51,42,24,56,26,24,34,4,3,60,4,0,0,0
SN,AH,shareera,91,51,43,24,56,26,25,34,4,3,58,4,0,0,0
SN,AH,shareera,92,51,43,25,56,28,25,33,4,3,58,4,0,0,0
SN,AH,shareera,93,51,43,26,54,28,26,33,4,3,58,4,0,0,0
SN,AH,shareera,94,51,42,25,54,27,26,34,3,3,59,4,0,0,0
SN,AH,shareera,95,51,42,25,55,25,26,34,3,3,60,4,0,0,0
SN,AH,shareera,96,49,41,26,58,25,28,34,3,2,60,4,0,0,0
SN,AH,shareera,97,47,40,27,58,25,28,34,3,2,62,4,0,0,0
SN,AH,shareera,98,45,39,27,57,24,26,34,2,2,60,3,0,0,0
SN,AH,shareera,99,45,40,26,57,23,25,34,2,2,62,3,0,0,0
SN,AH,shareera,100,46,40,25,54,22,26,35,2,2,62,3,0,0,0
SN,AH,shareera,101,46,39,25,55,21,26,35,2,2,63,3,0,0,0
SN,AH,shareera,102,47,38,24,55,20,26,36,2,2,62,3,0,0,0
SN,AH,shareera,103,47,38,24,56,20,27,36,2,2,60,3,0,0,0
SN,AH,shareera,104,47,38,23,55,20,28,37,1,2,59,3,0,0,0
SN,AH,shareera,105,47,38,24,57,19,28,37,1,2,57,3,0,0,0
SN,AH,shareera,106,46,38,24,59,19,27,37,1,2,57,3,0,0,0
SN,AH,shareera,107,45,37,24,60,19,26,37,1,2,59,3,0,0,0
SN,AH,shareera,108,44,39,24,59,20,27,37,1,2,57,3,0,0,0
SN,AH,shareera,109,44,40,24,58,19,27,36,1,3,58,3,0,0,0
SN,AH,shareera,110,44,39,27,57,18,27,36,1,3,58,3,0,0,0
SN,AH,shareera,111,44,39,27,56,19,27,36,1,3,58,3,0,0,0
SN,AH,shareera,112,43,40,27,57,20,28,35,1,3,58,3,0,0,0
SN,AH,shareera,113,43,40,28,57,20,27,35,1,3,58,3,0,0,0
SN,AH,shareera,114,45,40,27,55,21,27,35,1,4,55,3,0,0,0
SN,AH,shareera,115,46,39,27,55,21,26,35,1,4,56,3,0,0,0
SN,AH,shareera,116,46,39,25,54,21,26,36,2,4,53,2,0,0,0
SN,AH,shareera,117,46,40,26,54,20,25,36,2,4,53,2,0,0,0
SN,AH,shareera,118,47,37,27,56,20,25,36,2,4,52,2,0,0,0
SN,AH,shareera,119,47,38,26,56,19,24,36,2,4,54,2,0,0,0
SN,AH,shareera,120,47,36,27,54,17,24,37,2,4,54,1,0,0,0
SN,AH,shareera,121,46,37,27,54,17,23,37,2,4,55,1,0,0,0
SN,AH,shareera,122,47,36,25,52,18,23,37,2,5,55,1,0,0,0
SN,AH,shareera,123,46,36,25,52,18,22,37,2,5,57,1,0,0,0
SN,AH,shareera,124,45,37,27,52,19,22,36,2,5,57,1,0,0,0
SN,AH,shareera,125,46,38,27,54,20,22,36,2,5,57,1,0,0,0
SN,AH,shareera,126,47,37,30,55,20,22,35,2,5,56,1,0,0,0
SN,AH,shareera,127,48,37,30,55,21,22,36,2,5,59,1,0,0,0
SN,AH,shareera,128,48,36,30,57,21,22,37,2,4,58,1,0,0,0
SN,AH,shareera,129,50,36,31,58,21,22,37,2,4,59,1,0,0,0
SN,AH,shareera,130,51,37,31,57,20,22,36,2,5,59,1,0,0,0
SN,AH,shareera,131,51,35,31,59,19,22,36,2,5,60,1,0,0,0
SN,AH,shareera,132,51,36,32,60,19,22,35,2,5,62,2,0,0,0
SN,AH,shareera,133,50,36,33,61,19,21,35,1,5,63,2,0,0,0
SN,AH,shareera,134,50,35,33,60,20,21,35,1,5,64,2,0,0,0
SN,AH,shareera,135,50,34,33,60,20,21,35,1,5,65,2,0,0,0
SN,AH,shareera,136,49,34,36,64,19,19,34,1,5,65,2,0,0,0
SN,AH,shareera,137,49,33,37,65,18,19,34,1,5,65,2,0,0,0
SN,AH,shareera,138,49,34,36,67,18,19,34,1,4,66,2,0,0,0
SN,AH,shareera,139,50,33,36,66,18,20,34,1,4,66,2,0,0,0
SN,AH,shareera,140,50,31,35,66,16,20,35,1,4,66,1,0,0,0
SN,AH,shareera,141,50,31,35,66,16,20,35,1,4,66,1,0,0,0
SN,AH,shareera,142,50,30,35,65,15,20,35,2,4,68,1,0,0,0
SN,AH,shareera,143,50,29,34,64,16,19,35,2,4,71,1,0,0,0
SN,AH,shareera,144,50,30,34,63,17,20,35,2,4,69,1,0,0,0
SN,AH,shareera,145,50,29,34,64,17,20,35,2,4,69,1,0,0,0
SN,AH,shareera,146,51,29,34,63,17,18,36,2,4,68,1,0,0,0
SN,AH,shareera,147,52,31,33,63,17,18,36,2,4,66,1,0,0,0
SN,AH,shareera,148,51,32,32,62,16,19,37,2,4,65,1,0,0,0
SN,AH,shareera,149,51,31,32,63,17,19,37,2,4,64,1,0,0,0
SN,AH,shareera,150,51,33,31,65,17,17,37,2,4,63,1,0,0,0
SN,AH,shareera,151,51,33,32,65,18,17,37,2,4,61,1,0,0,0
SN,AH,shareera,152,51,33,32,64,19,16,36,2,5,62,1,0,0,0
SN,AH,shareera,153,52,33,33,62,20,15,36,2,5,62,1,0,0,0
SN,AH,shareera,154,51,33,36,64,20,15,35,2,5,61,1,0,0,0
SN,AH,shareera,155,52,33,36,62,20,16,35,2,5,61,1,0,0,0
SN,AH,shareera,156,52,34,36,61,20,16,35,2,5,61,1,0,0,0
SN,AH,shareera,157,52,34,36,62,20,16,35,2,5,60,1,0,0,0
SN,AH,shareera,158,55,32,36,62,19,15,35,2,5,61,1,0,0,0
SN,AH,shareera,159,55,32,37,64,19,15,36,2,4,58,1,0,0,0
SN,AH,shareera,160,55,33,36,65,20,14,36,2,4,59,2,0,0,0
SN,AH,shareera,161,54,34,36,65,20,14,36,2,4,59,2,0,0,0
SN,AH,shareera,162,54,33,38,64,20,13,36,3,4,59,2,0,0,0
SN,AH,shareera,163,54,34,36,63,20,12,36,3,4,62,2,0,0,0
SN,AH,shareera,164,53,35,36,63,20,12,37,3,3,62,2,0,0,0
SN,AH,shareera,165,52,34,36,63,19,12,36,3,3,60,2,0,1,0
SN,AH,shareera,166,52,33,36,63,19,12,36,2,3,62,2,0,1,0
SN,AH,shareera,167,52,31,35,64,19,12,36,2,3,64,2,0,1,0
SN,AH,shareera,168,52,33,35,64,19,11,36,2,3,63,2,0,1,0
SN,AH,shareera,169,52,33,35,66,19,11,36,2,3,61,2,0,1,0
SN,AH,shareera,170,52,34,34,68,19,12,35,2,3,61,2,0,1,0
SN,AH,shareera,171,53,33,34,67,20,13,35,3,3,59,2,0,1,0
SN,AH,shareera,172,53,32,34,67,20,13,36,3,2,60,2,0,1,0
SN,AH,shareera,173,53,33,35,69,19,13,36,3,2,57,2,0,1,0
SN,AH,shareera,174,56,32,33,69,18,13,37,3,2,55,2,0,1,0
SN,AH,shareera,175,56,31,33,68,18,14,37,3,2,56,2,0,1,0
SN,AH,shareera,176,55,32,31,68,18,13,38,3,2,56,2,0,1,0
SN,AH,shareera,177,55,32,32,69,17,13,38,3,2,55,2,0,1,0
SN,AH,shareera,178,54,33,34,68,17,13,37,3,2,57,2,0,1,0
SN,AH,shareera,179,53,33,33,68,18,15,37,3,2,56,2,0,1,0
SN,AH,shareera,180,54,33,33,67,19,14,38,3,1,56,2,0,1,0
SN,AH,shareera,181,54,34,34,65,21,14,38,3,1,54,2,0,1,0
SN,AH,shareera,182,53,34,34,64,23,14,38,3,1,52,1,0,1,0
SN,AH,shareera,183,53,35,33,62,24,14,38,3,1,53,1,0,1,0
SN,AH,shareera,184,54,35,33,62,24,14,37,3,2,52,1,0,1,0
SN,AH,shareera,185,53,35,32,63,25,14,37,3,2,52,1,0,1,0
SN,AH,shareera,186,54,35,30,60,25,14,38,3,2,53,1,0,1,0
SN,AH,shareera,187,54,37,29,60,25,14,38,3,2,52,1,0,1,0
SN,AH,shareera,188,54,37,28,58,26,13,39,3,2,52,1,0,1,0
SN,AH,shareera,189,54,37,29,58,26,13,39,3,2,51,1,0,1,0
SN,AH,shareera,190,54,36,32,60,27,13,38,3,2,49,1,0,1,0
SN,AH,shareera,191,55,36,32,60,26,12,38,3,2,50,1,0,1,0
SN,AH,shareera,192,55,39,30,59,26,12,39,2,2,48,1,0,1,0
SN,AH,shareera,193,55,40,30,60,25,12,39,2,2,47,1,0,1,0
SN,AH,shareera,194,55,39,32,59,25,11,39,2,2,48,1,0,1,0
SN,AH,shareera,195,55,41,33,58,25,11,39,2,2,46,1,0,1,0
SN,AH,shareera,196,55,41,32,57,25,11,39,2,2,48,1,0,1,0
SN,AH,shareera,197,55,39,32,57,26,11,39,2,2,49,1,0,1,0
SN,AH,shareera,198,55,39,33,58,26,10,38,3,2,50,1,0,1,0
SN,AH,shareera,199,55,39,35,56,26,10,38,3,2,50,1,0,1,0
SN,AH,shareera,200,55,38,36,54,27,10,38,3,2,51,1,0,1,0
SN,AH,shareera,201,55,37,35,55,26,10,38,3,2,53,1,0,1,0
SN,AH,shareera,202,54,39,36,55,26,13,38,3,1,51,1,0,1,0
SN,AH,shareera,203,53,39,35,57,25,14,38,3,1,51,1,0,1,0
SN,AH,shareera,204,55,40,33,54,25,13,39,3,1,51,1,0,1,0
SN,AH,shareera,205,54,40,32,54,26,12,39,3,1,53,1,0,1,0
SN,AH,shareera,206,54,41,33,53,26,12,39,3,1,52,1,0,1,0
SN,AH,shareera,207,54,42,33,52,26,12,39,3,1,52,1,0,1,0
SN,AH,shareera,208,52,45,33,53,26,12,39,3,1,50,1,0,1,0
SN,AH,shareera,209,53,46,32,51,26,12,39,3,1,51,1,0,1,0
SN,AH,shareera,210,54,44,31,48,26,12,40,3,1,51,0,0,1,0
SN,AH,shareera,211,55,43,31,48,25,13,40,3,1,51,0,0,1,0
SN,AH,shareera,212,56,44,30,46,26,13,40,2,1,54,1,0,1,0
SN,AH,shareera,213,56,43,30,47,26,13,40,2,1,54,1,0,1,0
SN,AH,shareera,214,57,41,31,46,25,14,40,2,1,55,1,0,1,0
SN,AH,shareera,215,59,42,32,46,25,15,41,2,1,55,1,0,0,0
SN,AH,shareera,216,59,42,32,47,24,15,41,2,1,55,1,0,0,0
SN,AH,shareera,217,58,44,33,47,24,15,41,2,1,53,1,0,0,0
SN,AH,shareera,218,57,45,32,46,26,15,41,2,1,55,2,0,0,0
SN,AH,shareera,219,57,45,32,45,26,16,41,2,1,55,2,0,0,0
SN,AH,shareera,220,56,46,35,43,27,15,41,2,1,54,2,0,0,0
SN,AH,shareera,221,55,46,35,44,27,14,41,1,1,56,2,0,0,0
SN,AH,shareera,222,55,47,36,47,26,13,40,1,1,56,2,0,0,0
SN,AH,shareera,223,55,48,35,46,26,13,40,1,1,57,2,0,0,0
SN,AH,shareera,224,53,48,35,46,26,13,40,1,1,59,2,0,0,0
SN,AH,shareera,225,53,48,36,46,26,12,40,1,1,59,2,0,0,0
SN,AH,shareera,226,54,49,35,46,26,12,40,1,1,58,2,0,0,0
SN,AH,shareera,227,54,50,35,47,26,12,40,1,1,56,2,0,0,0
SN,AH,shareera,228,56,50,33,45,26,13,41,1,1,54,2,0,0,0
SN,AH,shareera,229,56,51,35,44,26,11,41,1,1,54,2,0,0,0
SN,AH,shareera,230,55,52,35,47,25,12,40,2,1,55,2,0,0,1
SN,AH,shareera,231,55,51,34,49,23,12,39,2,2,57,2,0,0,1
SN,AH,shareera,232,57,50,33,46,21,13,39,2,3,58,2,0,0,1
SN,AH,shareera,233,57,49,35,48,20,13,39,2,3,56,2,0,0,1
SN,AH,shareera,234,56,49,35,47,20,13,40,2,2,58,2,0,0,1
SN,AH,shareera,235,56,49,35,46,19,13,40,2,2,60,2,0,0,1
SN,AH,shareera,236,55,48,35,48,19,14,39,3,2,61,2,0,0,1
SN,AH,shareera,237,54,47,35,47,20,14,39,3,2,63,2,0,0,1
SN,AH,shareera,238,55,46,35,47,19,14,39,3,2,64,2,0,0,1
SN,AH,shareera,239,55,47,33,48,19,13,39,3,2,65,2,0,0,1
SN,AH,shareera,240,55,47,30,47,19,13,40,3,2,66,2,0,0,1
SN,AH,shareera,241,54,46,31,48,19,13,40,3,2,66,2,0,0,1
SN,AH,shareera,242,55,44,33,48,18,13,40,3,2,66,2,0,0,1
SN,AH,shareera,243,55,43,33,48,19,13,40,3,2,66,2,0,0,1
SN,AH,shareera,244,55,44,31,49,18,13,40,3,2,67,2,0,0,1
SN,AH,shareera,245,55,43,30,50,18,13,39,3,3,68,2,0,0,1
SN,AH,shareera,246,55,43,30,50,19,13,39,3,3,67,2,0,0,1
SN,AH,shareera,247,54,43,30,50,18,13,39,3,3,69,2,0,0,1
SN,AH,shareera,248,55,42,30,50,18,13,39,2,3,70,2,0,0,1
SN,AH,shareera,249,56,43,28,50,17,13,38,2,4,71,2,0,0,1
SN,AH,shareera,250,56,42,27,52,16,14,37,2,4,74,2,0,0,1
SN,AH,shareera,251,55,44,27,51,16,16,37,2,4,72,2,0,0,1
SN,AH,shareera,252,57,41,26,51,16,14,38,2,4,73,2,0,0,1
SN,AH,shareera,253,58,41,27,50,16,13,38,2,4,73,2,0,0,1
SN,AH,shareera,254,57,41,27,50,17,13,38,2,4,73,2,0,0,1
SN,AH,shareera,255,59,42,28,49,16,13,38,2,4,71,2,0,0,1
SN,AH,shareera,256,59,41,27,49,17,13,38,2,4,72,2,0,0,1
SN,AH,shareera,257,60,41,26,48,17,13,37,2,5,73,2,0,0,1
SN,AH,shareera,258,60,39,27,48,18,13,37,2,5,73,2,0,0,1
SN,AH,shareera,259,59,38,28,48,20,13,37,2,5,72,2,0,0,1
SN,AH,shareera,260,59,39,27,49,19,14,37,2,5,71,2,0,0,1
SN,AH,shareera,261,59,39,28,50,19,13,37,2,5,70,2,0,0,1
SN,AH,shareera,262,59,39,29,51,18,13,37,3,5,66,1,0,0,1
SN,AH,shareera,263,59,40,29,50,18,15,37,3,5,64,1,0,0,1
SN,AH,shareera,264,58,43,29,53,18,14,36,3,5,65,2,0,0,1
SN,AH,shareera,265,57,42,29,54,18,13,36,3,5,67,2,0,0,1
SN,AH,shareera,266,58,42,28,54,18,13,36,3,5,67,2,0,0,1
SN,AH,shareera,267,59,40,27,55,18,14,36,3,5,67,2,0,0,1
SN,AH,shareera,268,60,38,30,55,16,14,36,3,5,65,1,0,0,1
SN,AH,shareera,269,60,38,32,54,16,14,36,3,5,64,1,0,0,1
SN,AH,shareera,270,61,36,28,54,15,14,36,3,6,67,1,0,0,1
SN,AH,shareera,271,61,36,29,55,14,14,36,3,6,66,1,0,0,1
SN,AH,shareera,272,61,36,28,53,15,15,36,3,7,64,1,0,0,1
SN,AH,shareera,273,61,36,30,52,15,15,36,3,7,63,1,0,0,1
SN,AH,shareera,274,60,35,32,53,18,16,35,3,7,61,1,0,0,1
SN,AH,shareera,275,60,35,32,53,17,17,35,3,7,61,1,0,0,1
SN,AH,shareera,276,62,35,35,54,19,18,34,4,7,62,1,0,0,1
SN,AH,shareera,277,62,36,34,54,19,18,34,4,7,62,1,0,0,1
SN,AH,shareera,278,62,39,35,56,21,18,34,4,7,62,1,0,0,1
SN,AH,shareera,279,62,39,33,56,21,18,34,4,7,64,1,0,0,1
SN,AH,shareera,280,61,37,34,54,22,18,35,3,7,63,1,0,0,0
SN,AH,shareera,281,63,38,34,52,22,19,36,3,6,61,1,0,0,0
