Text_Type,Book,Chapter,Window,LG,G,GGG,GLG,L,GGL,GLL,LLG,LGL,LGG,LLL,GG,LL
SN,AH,nidana,1,1,22,42,23,2,23,7,7,26,13,0,0,0
SN,AH,nidana,2,1,22,41,22,2,22,7,9,27,13,0,0,0
SN,AH,nidana,3,1,21,39,23,2,22,8,10,26,15,1,0,0
SN,AH,nidana,4,1,21,39,22,2,22,8,10,26,16,1,0,0
SN,AH,nidana,5,1,21,37,23,2,22,8,10,27,16,1,0,0
SN,AH,nidana,6,1,21,38,24,2,22,9,10,26,14,1,0,0
SN,AH,nidana,7,1,21,36,25,2,23,10,10,26,13,1,0,0
SN,AH,nidana,8,1,20,34,25,3,23,11,10,26,14,1,0,0
SN,AH,nidana,9,1,19,30,26,3,24,12,11,27,16,1,0,0
SN,AH,nidana,10,1,19,30,25,3,23,13,12,27,16,1,0,0
SN,AH,nidana,11,1,18,29,26,3,22,14,13,28,17,1,0,0
SN,AH,nidana,12,1,18,30,27,3,22,13,12,28,17,1,0,0
SN,AH,nidana,13,1,18,32,27,3,21,13,11,28,17,1,0,0
SN,AH,nidana,14,1,18,33,27,3,20,14,10,28,16,2,0,0
SN,AH,nidana,15,1,18,33,29,3,21,13,9,28,15,2,0,0
SN,AH,nidana,16,1,18,33,28,3,21,13,9,29,15,2,0,0
SN,AH,nidana,17,1,18,30,27,3,22,14,10,30,15,2,0,0
SN,AH,nidana,18,1,18,30,28,3,22,13,10,29,16,2,0,0
SN,AH,nidana,19,2,18,31,27,2,22,14,11,31,17,2,0,0
SN,AH,nidana,20,1,19,30,26,2,22,15,10,32,18,2,0,0
SN,AH,nidana,21,1,18,30,28,2,21,16,10,32,19,2,0,0
SN,AH,nidana,22,1,18,32,29,2,19,15,11,31,19,2,0,0
SN,AH,nidana,23,1,18,32,30,2,18,15,11,32,18,2,0,0
SN,AH,nidana,24,1,18,30,29,1,18,15,11,31,17,2,1,0
SN,AH,nidana,25,1,18,31,28,1,16,15,12,31,18,2,1,0
SN,AH,nidana,26,1,18,27,23,1,13,16,11,28,17,2,1,0
SN,AH,nidana,27,1,17,28,26,1,13,17,9,27,18,2,1,0
SN,AH,nidana,28,1,18,28,26,1,14,16,8,28,16,1,1,0
SN,AH,nidana,29,1,18,29,26,1,15,15,8,29,14,1,1,0
SN,AH,nidana,30,1,18,31,24,1,15,15,9,28,14,1,1,0
SN,AH,nidana,31,1,17,30,24,2,16,14,9,29,14,1,1,0
SN,AH,nidana,32,1,17,30,23,2,17,14,9,29,14,1,1,0
SN,AH,nidana,33,1,18,30,23,1,19,12,10,29,13,1,1,0
SN,AH,nidana,34,1,19,33,22,1,19,11,9,28,11,1,1,0
SN,AH,nidana,35,1,18,35,24,1,20,10,9,27,11,1,1,0
SN,AH,nidana,36,1,19,36,22,1,21,9,8,27,10,1,1,0
SN,AH,nidana,37,1,19,34,22,1,22,9,9,27,10,1,1,0
SN,AH,nidana,38,1,19,33,23,1,22,9,9,28,9,1,1,0
SN,AH,nidana,39,1,18,33,25,1,23,8,9,27,11,1,1,0
SN,AH,nidana,40,1,18,35,23,1,23,8,9,28,10,1,1,0
SN,AH,nidana,41,1,18,37,23,1,22,8,10,27,9,1,1,0
SN,AH,nidana,42,1,18,38,24,1,22,7,9,27,9,1,1,0
SN,AH,nidana,43,1,18,39,24,1,21,7,9,28,8,1,1,0
SN,AH,nidana,44,0,19,37,24,1,20,7,9,26,8,1,1,0
SN,AH,nidana,45,0,19,39,25,1,19,6,9,26,7,1,1,0
SN,AH,nidana,46,0,20,38,24,1,18,5,9,27,7,1,1,0
SN,AH,nidana,47,0,19,36,26,1,20,6,8,26,9,1,1,0
SN,AH,nidana,48,0,19,36,26,1,20,7,8,25,9,1,1,0
SN,AH,nidana,49,0,20,36,27,1,21,7,9,27,9,1,0,0
SN,AH,nidana,50,0,20,35,28,1,21,7,9,27,9,1,0,0
SN,AH,nidana,51,0,20,34,28,1,23,6,10,26,9,1,0,0
SN,AH,nidana,52,0,21,33,26,1,22,5,10,27,10,1,0,0
SN,AH,nidana,53,0,21,33,27,1,21,5,9,28,10,1,0,0
SN,AH,nidana,54,0,21,33,26,1,21,5,9,28,11,1,0,0
SN,AH,nidana,55,0,21,31,26,1,22,6,8,29,11,1,0,0
SN,AH,nidana,56,0,22,32,26,0,21,6,8,28,12,1,0,0
SN,AH,nidana,57,0,22,33,26,0,20,5,8,28,13,1,0,0
SN,AH,nidana,58,0,22,34,27,0,18,5,7,29,13,1,0,0
SN,AH,nidana,59,0,21,32,30,0,18,5,9,29,13,1,0,0
SN,AH,nidana,60,0,22,29,28,0,19,5,9,30,13,1,0,0
SN,AH,nidana,61,0,22,29,28,0,20,5,9,30,12,1,0,0
SN,AH,nidana,62,0,22,29,27,0,21,6,8,29,13,1,0,0
SN,AH,nidana,63,0,21,28,27,1,22,7,8,27,14,1,0,0
SN,AH,nidana,64,0,22,28,26,1,21,7,8,28,13,0,0,0
SN,AH,nidana,65,0,22,28,26,1,20,7,9,27,14,0,0,0
SN,AH,nidana,66,0,22,28,26,1,20,6,9,27,15,0,0,0
SN,AH,nidana,67,0,21,30,26,2,19,6,9,26,15,0,0,0
SN,AH,nidana,68,0,21,29,25,2,20,7,9,25,16,0,0,0
SN,AH,nidana,69,0,21,31,24,2,23,6,8,24,15,0,0,0
SN,AH,nidana,70,0,21,28,23,2,23,6,8,23,15,0,0,0
SN,AH,nidana,71,0,21,27,21,2,23,7,8,24,16,0,0,0
SN,AH,nidana,72,0,21,27,18,2,21,6,8,24,14,0,0,0
SN,AH,nidana,73,0,20,27,17,3,22,5,8,24,15,0,0,0
SN,AH,nidana,74,0,20,27,16,3,21,5,7,22,15,0,0,0
SN,AH,nidana,75,0,20,26,18,3,22,6,6,23,14,0,0,0
SN,AH,nidana,76,0,20,26,19,3,22,7,5,24,14,0,0,0
SN,AH,nidana,77,0,20,26,19,3,22,8,7,24,12,1,0,0
SN,AH,nidana,78,0,20,26,18,3,22,9,9,23,12,2,0,0
SN,AH,nidana,79,0,20,28,20,3,23,9,9,21,11,2,0,0
SN,AH,nidana,80,0,19,30,22,4,24,8,9,19,11,2,0,0
SN,AH,nidana,81,0,18,32,22,4,25,8,9,18,12,3,0,0
SN,AH,nidana,82,0,17,31,23,5,26,8,9,18,11,3,0,0
SN,AH,nidana,83,0,17,31,22,5,27,8,9,17,12,3,0,0
SN,AH,nidana,84,0,18,30,20,5,26,9,8,17,13,3,0,0
SN,AH,nidana,85,0,17,30,22,5,24,9,7,17,16,4,0,0
SN,AH,nidana,86,0,17,28,25,5,22,9,7,17,17,4,0,0
SN,AH,nidana,87,0,17,29,26,5,20,8,8,18,16,4,0,0
SN,AH,nidana,88,0,18,30,25,4,20,7,9,19,15,4,0,0
SN,AH,nidana,89,0,17,29,26,4,20,8,9,19,17,4,0,0
SN,AH,nidana,90,0,17,29,27,4,20,8,8,19,17,4,0,0
SN,AH,nidana,91,0,16,27,30,4,21,8,8,19,18,4,0,0
SN,AH,nidana,92,0,17,24,30,3,22,8,8,20,19,4,0,0
SN,AH,nidana,93,0,16,24,32,3,22,8,9,19,20,4,0,0
SN,AH,nidana,94,0,16,23,34,3,20,8,9,20,20,4,0,0
SN,AH,nidana,95,0,15,24,35,3,21,8,10,21,23,4,0,0
SN,AH,nidana,96,0,15,25,36,3,22,7,10,20,22,4,0,0
SN,AH,nidana,97,0,16,26,38,3,22,7,10,21,23,4,0,0
SN,AH,nidana,98,0,17,25,37,2,21,7,10,20,22,4,0,0
SN,AH,nidana,99,0,17,27,37,2,22,7,10,21,23,4,0,0
SN,AH,nidana,100,0,17,28,35,2,22,6,10,20,24,4,0,0
SN,AH,nidana,101,0,17,28,34,2,21,5,10,20,25,4,0,0
SN,AH,nidana,102,0,17,27,34,2,22,4,9,21,25,3,0,0
SN,AH,nidana,103,0,16,28,35,2,25,3,7,20,26,2,0,0
SN,AH,nidana,104,0,16,26,34,2,24,4,7,21,26,2,0,0
SN,AH,nidana,105,0,17,25,33,1,23,4,7,22,26,2,0,0
SN,AH,nidana,106,0,18,24,32,1,22,4,7,23,25,1,0,0
SN,AH,nidana,107,0,19,24,32,0,20,4,8,23,26,1,0,0
SN,AH,nidana,108,0,19,23,33,0,20,4,8,23,26,1,0,0
SN,AH,nidana,109,0,19,24,32,0,21,3,7,24,26,1,0,0
SN,AH,nidana,110,0,20,23,32,0,22,3,7,25,23,0,0,0
SN,AH,nidana,111,0,20,23,29,0,22,4,7,25,25,0,0,0
SN,AH,nidana,112,0,20,22,29,0,23,4,7,25,25,0,0,0
SN,AH,nidana,113,0,20,21,29,0,24,5,6,25,25,0,0,0
SN,AH,nidana,114,0,21,22,28,0,23,4,6,25,24,0,0,0
SN,AH,nidana,115,0,21,22,29,0,27,4,7,27,24,0,0,0
SN,AH,nidana,116,0,22,24,27,0,27,4,6,27,22,0,0,0
SN,AH,nidana,117,0,21,26,28,0,25,5,7,27,22,0,0,0
SN,AH,nidana,118,0,22,26,28,0,24,4,6,28,21,0,0,0
SN,AH,nidana,119,1,21,28,29,0,24,4,7,28,22,0,0,0
SN,AH,nidana,120,1,22,28,29,0,24,4,6,28,20,0,0,0
SN,AH,nidana,121,1,21,28,31,0,24,4,7,27,21,0,0,0
SN,AH,nidana,122,1,21,29,29,0,24,4,7,28,21,0,0,0
SN,AH,nidana,123,1,21,29,30,0,26,4,7,30,21,0,0,0
SN,AH,nidana,124,1,21,29,31,0,27,4,7,29,20,0,0,0
SN,AH,nidana,125,1,21,30,32,0,27,4,7,28,19,0,0,0
SN,AH,nidana,126,1,21,31,31,0,27,5,7,28,18,0,0,0
SN,AH,nidana,127,1,21,32,31,0,27,5,7,27,18,0,0,0
SN,AH,nidana,128,1,22,33,29,0,24,5,8,28,17,0,0,0
SN,AH,nidana,129,1,22,34,29,0,23,4,8,29,17,0,0,0
SN,AH,nidana,130,1,22,33,28,0,22,5,9,29,18,0,0,0
SN,AH,nidana,131,1,22,32,30,0,22,5,9,29,17,0,0,0
SN,AH,nidana,132,1,22,33,31,0,22,5,8,29,16,0,0,0
SN,AH,nidana,133,1,22,35,30,0,22,5,8,29,15,0,0,0
SN,AH,nidana,134,1,22,35,30,0,21,6,9,29,14,0,0,0
SN,AH,nidana,135,1,21,35,30,0,20,7,10,28,17,0,0,0
SN,AH,nidana,136,1,20,36,30,1,20,6,11,29,15,0,0,0
SN,AH,nidana,137,1,19,35,33,1,20,7,10,28,17,0,0,0
SN,AH,nidana,138,1,19,36,33,1,18,6,11,29,17,0,0,0
SN,AH,nidana,139,1,19,36,32,1,19,6,12,29,16,0,0,0
SN,AH,nidana,140,1,19,36,32,1,15,6,11,27,15,0,0,0
SN,AH,nidana,141,1,19,34,32,1,16,6,12,27,15,0,0,0
SN,AH,nidana,142,1,20,34,30,1,16,5,11,28,15,0,0,0
SN,AH,nidana,143,1,19,34,30,1,18,5,12,28,15,0,0,0
SN,AH,nidana,144,0,20,31,27,1,18,5,12,29,15,0,0,0
SN,AH,nidana,145,0,20,30,29,1,17,5,12,29,15,0,0,0
SN,AH,nidana,146,0,21,29,27,1,17,6,12,30,13,0,0,0
SN,AH,nidana,147,0,20,27,30,1,20,6,12,29,13,0,0,0
SN,AH,nidana,148,0,20,28,31,1,18,6,12,28,14,0,0,0
SN,AH,nidana,149,0,20,26,30,1,18,6,14,29,14,0,0,0
SN,AH,nidana,150,0,20,25,30,1,18,6,14,30,14,0,0,0
SN,AH,nidana,151,0,20,24,30,1,19,5,14,31,14,0,0,0
SN,AH,nidana,152,0,20,26,30,1,18,5,13,31,14,0,0,0
SN,AH,nidana,153,0,19,25,31,1,18,6,13,32,15,0,0,0
SN,AH,nidana,154,0,18,24,31,2,19,7,13,31,15,0,0,0
SN,AH,nidana,155,0,17,24,33,2,19,8,13,30,16,0,0,0
SN,AH,nidana,156,0,17,24,32,2,19,8,14,30,16,0,0,0
SN,AH,nidana,157,0,16,23,31,3,20,9,14,30,16,0,0,0
SN,AH,nidana,158,0,16,22,32,3,20,9,14,30,16,0,0,0
SN,AH,nidana,159,0,15,23,35,3,22,8,13,28,17,0,0,0
SN,AH,nidana,160,0,16,25,33,3,23,8,12,28,14,0,0,0
SN,AH,nidana,161,0,17,24,34,2,24,8,12,28,13,0,0,0
SN,AH,nidana,162,0,18,25,31,2,25,7,12,29,11,0,0,0
SN,AH,nidana,163,0,17,24,32,2,26,8,12,28,13,0,0,0
SN,AH,nidana,164,0,17,25,33,2,26,8,11,28,12,0,0,0
SN,AH,nidana,165,0,17,25,33,2,26,8,11,28,12,0,0,0
SN,AH,nidana,166,0,17,26,32,2,25,8,11,29,12,0,0,0
SN,AH,nidana,167,0,17,25,33,2,25,9,11,28,12,0,0,0
SN,AH,nidana,168,0,18,24,32,2,23,10,11,28,12,0,0,0
SN,AH,nidana,169,0,18,25,32,2,23,10,12,27,11,0,0,0
SN,AH,nidana,170,0,18,26,30,2,24,11,12,27,10,0,0,0
SN,AH,nidana,171,0,18,27,30,2,25,10,11,26,11,0,0,0
SN,AH,nidana,172,0,19,30,27,2,22,10,12,26,10,0,0,0
SN,AH,nidana,173,0,18,32,27,2,22,10,13,25,10,1,0,0
SN,AH,nidana,174,0,18,33,27,2,20,11,11,26,11,1,0,0
SN,AH,nidana,175,0,17,33,28,2,19,12,11,26,13,1,0,0
SN,AH,nidana,176,0,17,32,28,2,20,12,11,26,13,1,0,0
SN,AH,nidana,177,0,17,29,28,2,22,12,11,27,13,1,0,0
SN,AH,nidana,178,0,18,27,28,2,22,13,10,27,12,1,0,0
SN,AH,nidana,179,0,18,26,28,1,23,13,12,27,12,2,0,0
SN,AH,nidana,180,0,19,26,27,1,23,11,11,29,11,2,0,0
SN,AH,nidana,181,1,18,27,28,1,22,13,11,30,11,3,0,0
SN,AH,nidana,182,1,19,26,29,0,22,12,11,30,12,3,0,0
SN,AH,nidana,183,1,19,26,28,0,21,12,13,30,12,3,0,0
SN,AH,nidana,184,1,20,26,26,0,19,12,13,31,12,3,0,0
SN,AH,nidana,185,1,20,25,27,0,18,12,13,32,12,3,0,0
SN,AH,nidana,186,1,20,27,27,0,17,12,13,31,12,3,0,0
SN,AH,nidana,187,1,20,27,26,0,15,13,14,31,13,3,0,0
SN,AH,nidana,188,1,21,27,24,0,15,13,13,33,11,3,0,0
SN,AH,nidana,189,1,21,26,26,0,15,14,13,34,11,4,0,0
SN,AH,nidana,190,1,20,25,26,1,16,16,13,35,11,5,0,0
SN,AH,nidana,191,1,20,24,27,1,15,17,12,36,11,5,0,0
SN,AH,nidana,192,1,20,24,28,1,16,16,12,36,10,5,0,0
SN,AH,nidana,193,1,20,25,28,1,17,15,12,36,9,5,0,0
SN,AH,nidana,194,1,20,26,30,1,16,15,10,36,9,5,0,0
SN,AH,nidana,195,1,19,27,29,2,15,15,10,36,10,5,0,0
SN,AH,nidana,196,1,19,26,31,2,14,15,10,37,9,5,0,0
SN,AH,nidana,197,1,18,24,32,2,15,17,9,38,10,5,0,0
SN,AH,nidana,198,1,19,22,30,2,16,17,8,40,10,4,0,0
SN,AH,nidana,199,1,19,24,30,2,16,16,9,39,9,4,0,0
SN,AH,nidana,200,1,20,24,29,2,16,15,10,39,7,4,0,0
SN,AH,nidana,201,1,19,24,30,3,13,16,11,39,7,4,0,0
SN,AH,nidana,202,1,19,25,30,3,12,16,12,38,7,4,0,0
SN,AH,nidana,203,1,18,27,30,4,13,14,12,37,7,4,0,0
SN,AH,nidana,204,1,19,29,30,4,11,13,10,38,7,3,0,0
SN,AH,nidana,205,1,19,29,30,4,11,14,11,37,6,3,0,0
SN,AH,nidana,206,0,20,29,29,4,11,12,10,37,6,2,0,0
SN,AH,nidana,207,0,20,29,28,4,12,13,10,37,5,2,0,0
SN,AH,nidana,208,0,20,28,29,4,12,13,9,37,6,2,0,0
SN,AH,nidana,209,0,20,27,29,4,12,14,9,37,6,2,0,0
SN,AH,nidana,210,0,20,27,30,4,12,13,9,36,7,2,0,0
SN,AH,nidana,211,0,20,26,30,4,13,13,8,36,8,2,0,0
SN,AH,nidana,212,0,20,25,31,4,14,13,7,37,7,2,0,0
SN,AH,nidana,213,0,20,25,33,4,13,12,8,36,7,2,0,0
SN,AH,nidana,214,0,20,24,30,4,12,12,9,35,9,1,0,0
SN,AH,nidana,215,0,21,23,28,3,13,10,11,34,9,0,0,0
SN,AH,nidana,216,0,20,24,28,4,14,9,11,32,10,0,0,0
SN,AH,nidana,217,0,20,24,27,4,14,9,12,32,10,0,0,0
SN,AH,nidana,218,0,20,23,28,4,13,9,12,32,11,0,0,0
SN,AH,nidana,219,1,19,23,28,4,15,9,14,32,12,0,0,0
SN,AH,nidana,220,1,20,22,29,3,15,8,15,33,11,0,0,0
SN,AH,nidana,221,1,20,22,27,3,14,10,15,34,11,0,0,0
SN,AH,nidana,222,1,21,21,26,3,13,9,15,34,12,0,0,0
SN,AH,nidana,223,1,20,22,28,4,12,9,15,33,11,0,0,0
SN,AH,nidana,224,1,20,20,31,4,12,9,14,33,11,0,0,0
SN,AH,nidana,225,2,19,22,32,4,13,9,14,33,12,0,0,0
SN,AH,nidana,226,2,20,24,32,3,14,8,13,32,12,0,0,0
SN,AH,nidana,227,2,19,24,32,3,13,9,14,31,15,0,0,0
SN,AH,nidana,228,2,20,25,31,2,13,9,14,31,15,0,0,0
SN,AH,nidana,229,2,19,24,31,3,13,10,14,30,16,0,0,0
SN,AH,nidana,230,2,19,24,31,3,14,9,13,31,16,0,0,0
SN,AH,nidana,231,2,19,22,32,3,14,9,13,31,17,0,0,0
SN,AH,nidana,232,2,19,23,34,3,12,8,13,31,17,0,0,0
SN,AH,nidana,233,2,19,25,34,3,12,8,12,31,16,0,0,0
SN,AH,nidana,234,2,19,26,34,3,12,7,13,31,15,0,0,0
SN,AH,nidana,235,2,18,28,34,3,13,7,14,30,15,0,0,0
SN,AH,nidana,236,2,18,28,33,3,13,8,14,31,14,0,0,0
SN,AH,nidana,237,2,17,29,35,3,13,7,14,30,16,0,0,0
SN,AH,nidana,238,2,17,31,33,3,13,8,13,29,17,0,0,0
SN,AH,nidana,239,2,17,34,33,3,13,7,13,29,15,0,0,0
SN,AH,nidana,240,2,17,35,34,3,11,7,12,30,15,0,0,0
SN,AH,nidana,241,2,17,35,35,2,10,9,12,30,15,1,0,0
SN,AH,nidana,242,2,17,34,34,2,11,9,11,30,17,1,0,0
SN,AH,nidana,243,2,16,35,33,2,14,9,10,29,19,1,0,0
SN,AH,nidana,244,1,17,35,32,2,12,9,8,30,18,1,0,0
SN,AH,nidana,245,1,17,35,32,2,13,9,7,29,19,1,0,0
SN,AH,nidana,246,1,17,35,31,2,15,7,9,28,19,1,0,0
SN,AH,nidana,247,1,16,36,32,3,16,6,9,28,17,1,0,0
SN,AH,nidana,248,1,17,36,30,2,16,7,9,29,17,1,0,0
SN,AH,nidana,249,1,16,36,30,2,19,7,9,28,18,1,0,0
SN,AH,nidana,250,0,17,34,30,2,18,7,8,28,17,1,0,0
SN,AH,nidana,251,0,16,33,29,3,18,7,9,28,18,1,0,0
SN,AH,nidana,252,0,17,33,29,3,19,6,7,29,16,1,0,0
SN,AH,nidana,253,0,17,32,29,3,19,6,7,30,16,1,0,0
SN,AH,nidana,254,0,18,31,28,2,21,5,7,30,17,1,0,0
SN,AH,nidana,255,0,18,31,27,2,22,5,7,29,18,1,0,0
SN,AH,nidana,256,0,18,32,27,2,22,6,7,28,17,1,0,0
SN,AH,nidana,257,0,17,32,24,3,22,7,8,29,17,1,0,0
SN,AH,nidana,258,0,17,32,23,3,22,7,8,29,18,1,0,0
SN,AH,nidana,259,0,16,33,24,3,22,8,8,28,19,1,0,0
SN,AH,nidana,260,0,16,31,23,4,21,8,8,29,19,1,0,0
SN,AH,nidana,261,0,15,31,24,4,23,7,9,27,21,1,0,0
SN,AH,nidana,262,0,16,31,21,4,23,7,10,28,19,1,0,0
SN,AH,nidana,263,0,16,32,21,4,23,6,11,28,18,1,0,0
SN,AH,nidana,264,0,15,30,22,5,24,6,10,29,18,1,0,0
SN,AH,nidana,265,0,14,32,22,5,25,7,10,27,19,1,0,0
SN,AH,nidana,266,0,15,32,21,5,26,5,10,28,18,0,0,0
SN,AH,nidana,267,0,15,34,23,5,24,5,10,28,16,0,0,0
SN,AH,nidana,268,0,15,34,22,6,21,6,10,29,14,1,0,0
SN,AH,nidana,269,0,15,32,23,6,21,7,10,28,15,1,0,0
SN,AH,nidana,270,0,15,32,23,6,21,7,11,28,14,1,0,0
SN,AH,nidana,271,0,15,32,23,6,20,8,9,29,15,1,0,0
SN,AH,nidana,272,0,16,32,24,5,20,8,9,28,15,1,0,0
SN,AH,nidana,273,0,16,31,24,5,20,8,10,27,16,1,0,0
SN,AH,nidana,274,0,17,31,23,5,18,8,10,28,15,1,0,0
SN,AH,nidana,275,0,17,32,22,5,18,8,10,28,15,1,0,0
SN,AH,nidana,276,0,18,31,24,4,19,8,9,28,14,1,0,0
SN,AH,nidana,277,0,18,30,24,4,19,9,10,28,13,1,0,0
SN,AH,nidana,278,0,18,29,24,4,19,9,12,27,13,1,0,0
SN,AH,nidana,279,0,18,30,24,4,18,9,13,27,12,1,0,0
SN,AH,nidana,280,0,18,31,25,4,16,9,13,28,11,1,0,0
SN,AH,nidana,281,0,18,31,25,4,16,8,13,28,12,1,0,0
SN,AH,nidana,282,0,18,31,25,4,19,7,12,26,12,2,0,0
SN,AH,nidana,283,0,18,30,26,4,20,7,12,26,11,2,0,0
SN,AH,nidana,284,0,19,29,25,4,20,6,11,27,11,2,0,0
SN,AH,nidana,285,0,20,30,24,3,21,6,10,28,10,2,0,0
SN,AH,nidana,286,0,21,29,23,3,20,6,10,29,9,2,0,0
SN,AH,nidana,287,0,21,29,24,3,19,7,10,28,9,2,0,0
SN,AH,nidana,288,0,21,27,24,3,21,7,10,28,9,2,0,0
SN,AH,nidana,289,0,22,28,23,2,21,7,10,28,9,2,0,0
SN,AH,nidana,290,0,23,26,24,2,20,6,9,29,9,2,0,0
SN,AH,nidana,291,0,23,28,23,2,19,6,10,28,9,2,0,0
SN,AH,nidana,292,0,23,27,21,2,20,6,12,28,9,2,0,0
SN,AH,nidana,293,0,23,29,23,1,20,5,14,27,8,2,0,0
SN,AH,nidana,294,0,23,30,22,1,20,5,14,27,8,2,0,0
SN,AH,nidana,295,0,23,29,23,1,20,5,13,27,9,2,0,0
SN,AH,nidana,296,0,23,30,25,1,19,4,13,27,8,2,0,0
SN,AH,nidana,297,0,23,31,24,1,19,4,13,27,8,2,0,0
SN,AH,nidana,298,0,23,31,24,1,20,3,13,28,7,2,0,0
SN,AH,nidana,299,0,23,31,24,1,19,3,13,29,7,2,0,0
SN,AH,nidana,300,0,23,29,24,1,19,4,13,29,8,2,0,0
SN,AH,nidana,301,0,23,32,22,1,18,4,13,29,8,2,0,0
SN,AH,nidana,302,0,23,33,22,1,18,4,12,29,8,2,0,0
SN,AH,nidana,303,0,22,33,22,1,18,7,11,28,10,2,0,0
SN,AH,nidana,304,0,22,33,22,1,18,7,11,28,10,2,0,0
SN,AH,nidana,305,0,22,32,22,1,18,7,12,27,11,2,0,0
SN,AH,nidana,306,0,22,31,20,1,19,7,12,28,12,2,0,0
SN,AH,nidana,307,0,23,30,22,0,16,7,12,30,13,1,0,0
SN,AH,nidana,308,0,23,32,20,0,15,7,13,30,13,1,0,0
SN,AH,nidana,309,0,22,32,20,0,17,7,14,29,13,2,0,0
SN,AH,nidana,310,0,22,31,22,0,16,7,14,28,14,2,0,0
SN,AH,nidana,311,0,22,33,22,0,14,7,14,29,13,2,0,0
SN,AH,nidana,312,0,21,32,22,1,15,6,14,29,14,2,0,0
SN,AH,nidana,313,0,21,33,24,1,13,6,13,29,14,2,0,0
SN,AH,nidana,314,0,21,31,26,1,12,6,13,29,15,2,0,0
SN,AH,nidana,315,0,20,30,27,1,13,8,13,28,16,2,0,0
SN,AH,nidana,316,0,20,28,29,1,13,8,12,29,16,2,0,0
SN,AH,nidana,317,1,19,29,32,1,14,8,10,30,17,2,0,0
SN,AH,nidana,318,1,20,27,32,1,14,8,8,31,18,1,0,0
SN,AH,nidana,319,1,20,27,32,1,15,7,9,31,17,1,0,0
SN,AH,nidana,320,1,20,28,31,1,15,7,9,31,17,1,0,0
SN,AH,nidana,321,1,20,29,29,1,16,7,9,30,18,1,0,0
SN,AH,nidana,322,1,20,30,29,1,15,7,9,30,18,1,0,0
SN,AH,nidana,323,1,20,31,31,1,14,7,8,29,18,1,0,0
SN,AH,nidana,324,1,20,32,30,1,14,7,8,28,19,1,0,0
SN,AH,nidana,325,1,20,32,29,1,16,6,8,28,19,1,0,0
SN,AH,nidana,326,1,20,30,32,1,15,6,8,28,19,1,0,0
SN,AH,nidana,327,1,20,31,32,1,15,5,8,28,19,1,0,0
SN,AH,nidana,328,1,21,31,34,1,14,2,7,29,18,1,0,0
SN,AH,nidana,329,1,21,30,34,1,14,2,6,32,17,1,0,0
SN,AH,nidana,330,1,21,30,35,1,14,2,5,33,16,1,0,0
SN,AH,nidana,331,1,21,32,37,1,13,2,5,32,14,1,0,0
SN,AH,nidana,332,1,21,32,38,1,13,2,5,31,14,1,0,0
SN,AH,nidana,333,1,21,30,38,1,14,3,4,32,14,1,0,0
SN,AH,nidana,334,1,22,29,38,1,12,3,3,34,14,0,0,0
SN,AH,nidana,335,1,21,29,39,1,13,3,3,33,16,0,0,0
SN,AH,nidana,336,1,21,29,40,1,13,3,3,32,16,0,0,0
SN,AH,nidana,337,1,22,30,41,0,13,3,2,32,15,0,0,0
SN,AH,nidana,338,1,22,29,40,0,13,3,2,33,16,0,0,0
SN,AH,nidana,339,1,22,29,39,0,15,3,2,32,16,0,0,0
SN,AH,nidana,340,1,23,30,37,0,16,1,2,33,14,0,0,0
SN,AH,nidana,341,1,23,30,36,0,18,1,2,32,14,0,0,0
SN,AH,nidana,342,0,24,28,33,0,17,1,3,31,15,0,0,0
SN,AH,nidana,343,0,24,27,33,0,19,1,3,31,14,0,0,0
SN,AH,nidana,344,0,24,27,34,0,18,1,3,31,14,0,0,0
SN,AH,nidana,345,0,24,27,33,0,18,1,3,32,14,0,0,0
SN,AH,nidana,346,0,24,26,34,0,19,1,3,32,13,0,0,0
SN,AH,nidana,347,0,24,25,34,0,20,1,3,32,13,0,0,0
SN,AH,nidana,348,0,24,24,32,0,22,1,3,33,13,0,0,0
SN,AH,nidana,349,0,24,23,32,0,23,1,4,33,12,0,0,0
SN,AH,nidana,350,0,24,23,31,0,22,2,5,34,11,0,0,0
SN,AH,nidana,351,0,23,22,29,0,22,3,6,33,15,1,0,0
SN,AH,nidana,352,0,23,22,29,0,21,3,6,33,16,1,0,0
SN,AH,nidana,353,0,23,21,27,0,23,3,6,35,15,1,0,0
SN,AH,nidana,354,0,23,21,30,0,22,4,6,32,15,1,0,0
SN,AH,nidana,355,0,23,22,29,0,23,4,6,31,15,1,0,0
SN,AH,nidana,356,0,23,22,28,0,23,4,6,32,15,1,0,0
SN,AH,nidana,357,1,22,26,27,0,26,4,6,32,14,1,0,0
SN,AH,nidana,358,1,22,27,28,0,26,3,6,31,14,1,0,0
SN,AH,nidana,359,1,22,26,29,0,27,3,6,30,14,1,0,0
SN,AH,nidana,360,1,23,26,29,0,26,3,6,31,11,1,0,0
SN,AH,nidana,361,1,22,27,29,1,26,3,5,31,11,1,0,0
SN,AH,nidana,362,1,22,28,27,1,26,3,5,31,12,1,0,0
SN,AH,nidana,363,1,22,29,27,1,26,3,5,31,11,1,0,0
SN,AH,nidana,364,1,22,29,27,1,25,3,5,31,12,1,0,0
SN,AH,nidana,365,1,21,29,28,1,24,3,6,31,14,1,0,0
SN,AH,nidana,366,1,20,29,29,2,23,3,6,31,14,1,0,0
