Text_Type,Book,Chapter,Window,GLL,GLG,LGG,LLL,G,GGG,LGL,LLG,GGL,L,LG,LL,GG
SN,AH,sutra,1,7,40,15,1,20,25,21,7,22,2,0,0,0
SN,AH,sutra,2,7,40,15,1,19,26,21,7,19,3,0,0,0
SN,AH,sutra,3,6,37,16,1,19,27,21,7,19,3,0,0,0
SN,AH,sutra,4,7,36,17,1,19,26,21,7,19,3,0,0,0
SN,AH,sutra,5,7,36,17,1,19,27,22,7,17,3,0,0,0
SN,AH,sutra,6,7,35,17,1,19,28,22,7,17,3,0,0,0
SN,AH,sutra,7,8,33,17,1,19,28,23,7,17,3,0,0,0
SN,AH,sutra,8,8,32,17,1,19,28,23,8,17,3,0,0,0
SN,AH,sutra,9,8,32,18,1,19,28,23,9,15,3,0,0,0
SN,AH,sutra,10,8,32,16,1,19,30,24,8,15,3,0,0,0
SN,AH,sutra,11,8,29,15,1,19,31,25,10,15,3,0,0,0
SN,AH,sutra,12,9,25,14,1,20,30,28,10,14,3,0,0,0
SN,AH,sutra,13,9,25,15,1,20,29,28,10,14,3,0,0,0
SN,AH,sutra,14,9,26,14,1,21,31,28,8,14,2,0,0,0
SN,AH,sutra,15,9,26,15,1,21,31,28,8,13,2,0,0,0
SN,AH,sutra,16,9,24,16,0,22,30,29,9,11,2,0,0,0
SN,AH,sutra,17,9,23,16,0,22,30,29,9,12,2,0,0,0
SN,AH,sutra,18,10,22,18,0,23,27,30,9,12,1,0,0,0
SN,AH,sutra,19,11,25,21,0,22,27,29,9,9,1,0,0,0
SN,AH,sutra,20,10,25,19,0,22,28,30,9,10,1,0,0,0
SN,AH,sutra,21,10,27,19,0,21,28,31,8,13,1,1,0,0
SN,AH,sutra,22,10,25,17,0,22,28,32,7,14,1,1,0,0
SN,AH,sutra,23,11,24,16,0,22,28,32,7,15,1,1,0,0
SN,AH,sutra,24,11,25,17,0,22,25,32,7,16,1,1,0,0
SN,AH,sutra,25,12,24,17,0,22,25,32,8,15,1,1,0,0
SN,AH,sutra,26,13,22,15,0,22,26,33,8,16,1,1,0,0
SN,AH,sutra,27,12,20,15,0,22,26,34,8,18,1,1,0,0
SN,AH,sutra,28,12,21,14,0,22,27,34,8,17,1,1,0,0
SN,AH,sutra,29,10,22,14,0,22,28,34,7,18,1,1,0,0
SN,AH,sutra,30,9,22,14,0,22,28,35,7,18,1,1,0,0
SN,AH,sutra,31,9,22,15,0,22,28,35,7,17,1,1,0,0
SN,AH,sutra,32,9,22,15,0,22,28,33,8,18,1,1,0,0
SN,AH,sutra,33,8,22,15,0,22,28,34,8,18,1,1,0,0
SN,AH,sutra,34,8,22,15,0,21,29,34,7,18,2,1,0,0
SN,AH,sutra,35,7,22,15,0,21,28,33,8,20,2,1,0,0
SN,AH,sutra,36,7,24,16,0,21,28,32,6,20,2,1,0,0
SN,AH,sutra,37,6,25,15,0,21,30,30,6,21,2,1,0,0
SN,AH,sutra,38,6,26,15,0,21,29,31,6,20,2,1,0,0
SN,AH,sutra,39,6,26,16,0,20,26,32,6,21,3,1,0,0
SN,AH,sutra,40,6,26,16,0,20,25,33,7,20,3,1,0,0
SN,AH,sutra,41,6,26,14,0,20,26,34,6,21,3,1,0,0
SN,AH,sutra,42,6,27,14,0,20,27,34,5,20,3,1,0,0
SN,AH,sutra,43,5,28,12,0,20,27,33,6,22,3,1,0,0
SN,AH,sutra,44,4,25,11,0,21,26,34,6,24,3,1,0,0
SN,AH,sutra,45,4,25,12,0,21,27,33,6,23,3,1,0,0
SN,AH,sutra,46,4,22,13,0,22,25,32,7,22,3,0,0,0
SN,AH,sutra,47,4,21,13,0,22,27,32,7,21,3,0,0,0
SN,AH,sutra,48,3,21,14,0,22,28,32,8,19,3,0,0,0
SN,AH,sutra,49,3,19,13,0,22,31,32,9,18,3,0,0,0
SN,AH,sutra,50,2,19,13,0,22,32,32,8,19,3,0,0,0
SN,AH,sutra,51,1,21,14,0,22,32,31,8,18,3,0,0,0
SN,AH,sutra,52,1,23,14,0,23,32,30,8,17,2,0,0,0
SN,AH,sutra,53,1,25,14,0,23,30,31,8,16,2,0,0,0
SN,AH,sutra,54,1,24,14,0,23,30,32,8,16,2,0,0,0
SN,AH,sutra,55,1,24,16,0,22,31,31,8,17,2,0,0,0
SN,AH,sutra,56,1,24,15,0,22,31,32,8,17,2,0,0,0
SN,AH,sutra,57,0,25,14,0,22,31,33,8,17,2,0,0,0
SN,AH,sutra,58,1,25,15,0,22,31,32,7,17,2,0,0,0
SN,AH,sutra,59,1,25,14,0,22,31,32,7,18,2,0,0,0
SN,AH,sutra,60,1,27,14,0,21,31,32,6,17,3,0,0,0
SN,AH,sutra,61,1,26,13,0,20,32,33,6,17,4,0,0,0
SN,AH,sutra,62,2,26,13,0,20,31,34,6,16,4,0,0,0
SN,AH,sutra,63,3,25,12,0,19,31,34,7,16,5,0,0,0
SN,AH,sutra,64,3,26,11,0,20,32,33,7,16,4,0,0,0
SN,AH,sutra,65,3,26,11,0,20,33,32,6,17,4,0,0,0
SN,AH,sutra,66,3,27,11,0,20,33,31,6,17,4,0,0,0
SN,AH,sutra,67,3,27,12,0,20,32,31,6,17,4,0,0,0
SN,AH,sutra,68,3,26,13,0,20,34,31,5,16,4,0,0,0
SN,AH,sutra,69,3,27,11,0,19,36,31,5,15,5,0,0,0
SN,AH,sutra,70,3,28,10,0,19,35,31,5,16,5,0,0,0
SN,AH,sutra,71,4,29,9,0,19,36,32,4,14,5,0,0,0
SN,AH,sutra,72,4,30,10,0,19,35,32,4,13,5,0,0,0
SN,AH,sutra,73,4,31,9,0,19,34,34,3,13,5,0,0,0
SN,AH,sutra,74,4,32,9,0,19,34,34,2,13,5,0,0,0
SN,AH,sutra,75,4,33,11,0,18,34,33,2,14,5,0,0,0
SN,AH,sutra,76,4,31,10,0,18,33,32,2,14,5,0,0,0
SN,AH,sutra,77,4,30,10,0,18,34,31,2,15,5,0,0,0
SN,AH,sutra,78,5,27,10,0,18,35,32,2,15,5,0,0,0
SN,AH,sutra,79,7,27,9,1,18,35,31,2,14,5,0,0,0
SN,AH,sutra,80,8,27,7,1,19,33,31,2,14,5,0,0,0
SN,AH,sutra,81,8,26,9,1,19,31,30,3,15,5,0,0,0
SN,AH,sutra,82,9,26,11,1,19,30,30,2,14,5,0,0,0
SN,AH,sutra,83,9,28,11,2,18,29,29,2,16,5,0,0,0
SN,AH,sutra,84,10,28,11,2,19,28,29,2,16,4,0,0,0
SN,AH,sutra,85,10,27,11,2,20,29,29,2,16,3,0,0,0
SN,AH,sutra,86,11,27,11,2,21,29,28,2,16,2,0,0,0
SN,AH,sutra,87,11,28,14,2,20,29,27,2,16,2,0,0,0
SN,AH,sutra,88,11,28,14,2,20,30,26,2,16,2,0,0,0
SN,AH,sutra,89,11,28,15,2,20,30,26,2,15,2,0,0,0
SN,AH,sutra,90,11,28,16,2,20,29,26,3,14,2,0,0,0
SN,AH,sutra,91,11,29,19,3,19,28,25,3,14,2,0,0,0
SN,AH,sutra,92,11,29,18,3,18,27,25,4,15,3,0,0,0
SN,AH,sutra,93,11,30,17,3,18,26,26,4,15,3,0,0,0
SN,AH,sutra,94,11,30,18,3,19,25,26,4,15,2,0,0,0
SN,AH,sutra,95,11,29,19,3,19,24,27,5,14,2,0,0,0
SN,AH,sutra,96,11,29,20,3,19,24,26,5,14,2,0,0,0
SN,AH,sutra,97,11,29,19,3,19,25,26,5,14,2,0,0,0
SN,AH,sutra,98,11,28,19,3,19,25,25,6,15,2,0,0,0
SN,AH,sutra,99,11,29,19,3,19,24,25,6,15,2,0,0,0
SN,AH,sutra,100,12,29,18,3,20,22,26,6,13,2,0,0,0
SN,AH,sutra,101,12,32,18,3,20,22,27,6,14,2,0,0,0
SN,AH,sutra,102,12,31,18,3,20,22,29,7,12,2,0,0,0
SN,AH,sutra,103,12,31,20,3,20,21,27,7,13,2,0,0,0
SN,AH,sutra,104,10,32,21,2,20,21,27,7,14,2,0,0,0
SN,AH,sutra,105,9,32,22,2,20,21,27,7,14,2,0,0,0
SN,AH,sutra,106,10,32,21,2,19,21,27,7,14,3,0,0,0
SN,AH,sutra,107,10,34,19,3,18,21,27,8,15,3,0,0,0
SN,AH,sutra,108,9,31,19,2,19,22,30,8,13,3,0,0,0
SN,AH,sutra,109,8,31,19,2,19,24,30,8,12,3,0,0,0
SN,AH,sutra,110,8,32,19,2,19,23,30,8,12,3,0,0,0
SN,AH,sutra,111,7,34,20,3,18,23,29,8,13,3,0,0,0
SN,AH,sutra,112,7,33,18,3,19,22,29,8,14,3,0,0,0
SN,AH,sutra,113,7,35,20,3,19,23,30,9,15,3,0,0,0
SN,AH,sutra,114,7,35,19,3,19,22,31,9,16,3,0,0,0
SN,AH,sutra,115,7,35,17,3,19,23,31,8,18,3,0,0,0
SN,AH,sutra,116,7,33,14,2,20,25,32,8,18,3,0,0,0
SN,AH,sutra,117,7,33,15,2,21,25,32,7,18,2,0,0,0
SN,AH,sutra,118,7,32,15,2,21,25,32,8,18,2,0,0,0
SN,AH,sutra,119,7,33,14,2,21,25,32,8,18,2,0,0,0
SN,AH,sutra,120,7,33,13,2,21,27,31,7,19,2,0,0,0
SN,AH,sutra,121,6,32,12,2,21,29,31,7,20,2,0,0,0
SN,AH,sutra,122,7,30,14,2,21,28,31,7,20,2,0,0,0
SN,AH,sutra,123,7,31,16,2,21,27,30,6,20,2,0,0,0
SN,AH,sutra,124,7,30,16,2,21,25,31,7,21,2,0,0,0
SN,AH,sutra,125,6,31,15,2,21,25,32,7,21,2,0,0,0
SN,AH,sutra,126,6,29,16,2,21,26,32,8,20,2,0,0,0
SN,AH,sutra,127,6,30,16,2,21,24,32,8,21,2,0,0,0
SN,AH,sutra,128,5,30,15,2,20,25,32,8,22,3,0,0,0
SN,AH,sutra,129,5,30,15,2,20,24,32,8,23,3,0,0,0
SN,AH,sutra,130,5,29,14,2,20,23,33,8,25,3,0,0,0
SN,AH,sutra,131,4,31,13,2,21,23,33,7,26,2,0,0,0
SN,AH,sutra,132,3,29,14,1,22,25,33,6,25,2,0,0,0
SN,AH,sutra,133,3,29,14,1,22,24,32,6,27,2,0,0,0
SN,AH,sutra,134,3,29,16,1,21,21,33,6,27,3,0,0,0
SN,AH,sutra,135,4,28,18,1,20,21,33,7,27,3,0,0,0
SN,AH,sutra,136,5,25,17,0,21,19,35,7,28,3,0,0,0
SN,AH,sutra,137,4,24,16,0,21,21,36,7,28,3,0,0,0
SN,AH,sutra,138,4,21,16,0,22,19,35,6,27,2,0,0,0
SN,AH,sutra,139,4,20,16,0,22,20,35,7,26,2,0,0,0
SN,AH,sutra,140,5,20,16,0,22,20,36,7,24,2,0,0,0
SN,AH,sutra,141,7,21,18,0,21,18,37,7,23,2,0,0,0
SN,AH,sutra,142,7,21,17,0,21,17,38,8,23,2,0,0,0
SN,AH,sutra,143,7,21,17,0,21,18,37,9,22,2,0,0,0
SN,AH,sutra,144,7,21,17,0,21,18,37,9,22,2,0,0,0
SN,AH,sutra,145,8,21,17,0,20,17,37,9,22,3,0,0,0
SN,AH,sutra,146,8,22,17,0,20,16,38,9,21,3,0,0,0
SN,AH,sutra,147,7,23,15,0,20,17,38,9,22,3,0,0,0
SN,AH,sutra,148,7,22,13,0,20,17,39,10,23,3,0,0,0
SN,AH,sutra,149,8,22,15,0,19,19,38,10,24,3,1,0,0
SN,AH,sutra,150,9,19,16,0,19,20,37,10,25,3,1,0,0
SN,AH,sutra,151,9,19,16,0,18,21,37,11,28,3,2,0,0
SN,AH,sutra,152,9,20,16,0,18,23,36,10,27,3,2,0,0
SN,AH,sutra,153,10,20,16,0,19,22,36,11,26,2,2,0,0
SN,AH,sutra,154,10,19,15,0,18,22,37,11,27,3,2,0,0
SN,AH,sutra,155,10,19,17,0,18,23,37,11,24,3,2,0,0
SN,AH,sutra,156,11,18,17,0,18,24,38,11,22,3,2,0,0
SN,AH,sutra,157,11,19,16,0,18,22,38,11,24,3,2,0,0
SN,AH,sutra,158,11,19,15,0,17,25,37,12,22,4,2,0,0
SN,AH,sutra,159,11,20,13,0,18,26,36,13,22,3,2,0,0
SN,AH,sutra,160,12,19,12,0,19,25,37,12,21,3,2,0,0
SN,AH,sutra,161,11,21,12,0,19,26,36,13,19,3,2,0,0
SN,AH,sutra,162,11,22,12,0,19,26,36,13,18,3,2,0,0
SN,AH,sutra,163,11,22,10,0,19,27,35,13,20,3,2,0,0
SN,AH,sutra,164,12,21,10,0,19,28,34,13,20,3,2,0,0
SN,AH,sutra,165,12,21,10,0,19,27,34,14,20,3,2,0,0
SN,AH,sutra,166,10,20,9,0,20,28,33,15,20,3,2,0,0
SN,AH,sutra,167,10,21,9,0,20,29,32,14,20,3,2,0,0
SN,AH,sutra,168,10,21,9,0,20,30,32,12,21,3,2,0,0
SN,AH,sutra,169,10,21,9,0,20,30,33,12,20,3,2,0,0
SN,AH,sutra,170,9,20,10,0,21,31,33,13,19,2,2,0,0
SN,AH,sutra,171,9,21,11,0,21,30,32,13,19,2,2,0,0
SN,AH,sutra,172,9,23,11,0,21,28,32,13,19,2,2,0,0
SN,AH,sutra,173,10,24,11,0,20,29,31,12,18,3,2,0,0
SN,AH,sutra,174,9,24,9,0,21,28,31,12,17,3,1,0,0
SN,AH,sutra,175,8,24,8,0,21,30,31,13,16,3,1,0,0
SN,AH,sutra,176,9,24,7,0,22,28,30,11,16,3,0,0,0
SN,AH,sutra,177,10,24,9,0,21,28,29,12,16,3,0,0,0
SN,AH,sutra,178,9,24,8,0,21,31,29,11,16,3,0,0,0
SN,AH,sutra,179,9,24,8,0,22,32,28,11,16,2,0,0,0
SN,AH,sutra,180,9,24,6,0,22,33,27,13,16,2,0,0,0
SN,AH,sutra,181,9,25,6,0,22,32,25,14,17,2,0,0,0
SN,AH,sutra,182,10,23,7,0,22,33,25,14,16,2,0,0,0
SN,AH,sutra,183,10,25,7,0,23,32,25,13,16,1,0,0,0
SN,AH,sutra,184,10,23,7,0,23,31,26,13,18,1,0,0,0
SN,AH,sutra,185,8,23,6,0,23,31,27,13,20,1,0,0,0
SN,AH,sutra,186,8,21,7,0,23,32,27,12,21,1,0,0,0
SN,AH,sutra,187,8,22,7,0,23,30,27,12,22,1,0,0,0
SN,AH,sutra,188,8,23,8,0,23,30,28,11,20,1,0,0,0
SN,AH,sutra,189,7,24,9,0,23,29,28,11,20,1,0,0,0
SN,AH,sutra,190,7,23,9,1,23,30,28,10,20,1,0,0,0
SN,AH,sutra,191,7,23,8,1,23,31,28,9,21,1,0,0,0
SN,AH,sutra,192,7,22,8,1,23,31,28,10,21,1,0,0,0
SN,AH,sutra,193,7,23,10,1,23,28,28,10,21,1,0,0,0
SN,AH,sutra,194,8,21,10,1,23,29,28,10,21,1,0,0,0
SN,AH,sutra,195,8,21,9,1,23,29,28,9,23,1,0,0,0
SN,AH,sutra,196,9,19,8,1,22,30,29,9,23,2,0,0,0
SN,AH,sutra,197,9,16,9,1,22,32,29,9,23,2,0,0,0
SN,AH,sutra,198,8,15,10,1,23,33,29,10,22,1,0,0,0
SN,AH,sutra,199,9,17,11,1,22,32,29,9,23,1,0,0,0
SN,AH,sutra,200,9,18,11,1,22,29,29,9,25,1,0,0,0
SN,AH,sutra,201,8,18,12,1,22,30,30,9,23,1,0,0,0
SN,AH,sutra,202,8,17,10,1,23,29,31,8,24,1,0,0,0
SN,AH,sutra,203,8,18,12,1,23,27,31,8,23,1,0,0,0
SN,AH,sutra,204,8,18,12,1,23,28,31,9,21,1,0,0,0
SN,AH,sutra,205,10,20,14,1,22,26,30,8,22,1,0,0,0
SN,AH,sutra,206,9,18,14,1,22,28,31,8,22,1,0,0,0
SN,AH,sutra,207,8,20,13,1,22,27,32,8,22,1,0,0,0
SN,AH,sutra,208,8,18,13,1,22,27,34,8,22,1,0,0,0
SN,AH,sutra,209,8,20,14,1,22,27,33,7,21,1,0,0,0
SN,AH,sutra,210,9,21,14,1,22,28,32,7,19,1,0,0,0
SN,AH,sutra,211,9,21,14,1,22,26,33,8,19,1,0,0,0
SN,AH,sutra,212,9,19,15,1,22,27,33,8,19,1,0,0,0
SN,AH,sutra,213,9,18,14,1,22,27,35,8,19,1,0,0,0
SN,AH,sutra,214,9,17,13,1,22,27,35,8,21,1,0,0,0
SN,AH,sutra,215,8,17,14,0,22,26,34,9,23,1,0,0,0
SN,AH,sutra,216,8,17,14,0,22,27,33,9,23,1,0,0,0
SN,AH,sutra,217,8,17,14,0,22,27,34,8,23,1,0,0,0
SN,AH,sutra,218,8,16,12,0,22,28,36,9,22,1,0,0,0
SN,AH,sutra,219,7,16,12,0,22,27,35,11,23,1,0,0,0
SN,AH,sutra,220,8,16,12,0,22,26,37,11,21,1,0,0,0
SN,AH,sutra,221,7,17,12,0,23,24,36,12,23,0,0,0,0
SN,AH,sutra,222,7,20,12,0,23,22,36,12,22,0,0,0,0
SN,AH,sutra,223,8,23,11,0,22,20,36,11,22,1,0,0,0
SN,AH,sutra,224,8,21,10,0,22,20,37,12,20,2,0,0,0
SN,AH,sutra,225,10,21,11,1,21,20,37,12,19,2,0,0,0
SN,AH,sutra,226,10,21,11,1,20,19,37,14,18,3,0,0,0
SN,AH,sutra,227,12,22,13,1,19,18,37,14,17,3,0,0,0
SN,AH,sutra,228,12,21,11,1,19,19,37,14,19,3,0,0,0
SN,AH,sutra,229,13,21,11,1,19,18,37,15,18,3,0,0,0
SN,AH,sutra,230,11,19,9,1,20,20,38,15,18,3,0,0,0
SN,AH,sutra,231,11,21,11,1,19,20,37,14,19,3,0,0,0
SN,AH,sutra,232,11,19,12,1,19,21,36,15,19,3,0,0,0
SN,AH,sutra,233,11,19,13,1,19,20,35,15,20,3,0,0,0
SN,AH,sutra,234,11,18,12,1,19,22,36,15,19,3,0,0,0
SN,AH,sutra,235,11,17,12,1,19,23,35,15,20,3,0,0,0
SN,AH,sutra,236,11,20,12,1,19,23,34,14,19,3,0,0,0
SN,AH,sutra,237,12,24,12,1,18,23,32,14,19,3,0,0,0
SN,AH,sutra,238,11,24,12,1,18,23,32,14,20,3,0,0,0
SN,AH,sutra,239,11,28,13,1,18,23,33,14,22,3,0,0,0
SN,AH,sutra,240,11,29,12,1,18,24,33,14,21,3,0,0,0
SN,AH,sutra,241,11,31,15,1,17,21,33,15,21,3,0,0,0
SN,AH,sutra,242,11,30,15,1,17,21,33,16,21,3,0,0,0
SN,AH,sutra,243,11,31,16,1,17,21,31,16,21,3,0,0,0
SN,AH,sutra,244,11,32,17,1,16,20,31,15,21,4,0,0,0
SN,AH,sutra,245,11,33,17,1,15,20,30,15,21,5,0,0,0
SN,AH,sutra,246,11,33,17,1,15,20,32,15,19,5,0,0,0
SN,AH,sutra,247,12,32,16,1,15,20,32,15,20,5,0,0,0
SN,AH,sutra,248,13,29,16,1,16,20,32,17,20,4,0,0,0
SN,AH,sutra,249,13,30,16,1,17,20,31,16,21,3,0,0,0
SN,AH,sutra,250,11,30,15,0,18,22,31,15,21,3,0,0,0
SN,AH,sutra,251,11,29,14,0,18,24,31,14,22,3,0,0,0
SN,AH,sutra,252,8,27,13,0,18,25,32,15,22,4,0,0,0
SN,AH,sutra,253,8,30,14,0,18,23,32,15,20,4,0,0,0
SN,AH,sutra,254,9,31,14,0,18,22,33,13,20,4,0,0,0
SN,AH,sutra,255,9,33,16,0,18,20,33,12,19,4,0,0,0
SN,AH,sutra,256,9,31,14,0,19,19,35,13,18,4,0,0,0
SN,AH,sutra,257,10,32,13,0,19,19,35,12,18,4,0,0,0
SN,AH,sutra,258,10,32,13,0,19,18,35,13,18,4,0,0,0
SN,AH,sutra,259,11,31,13,0,19,17,35,14,18,4,0,0,0
SN,AH,sutra,260,11,32,13,0,19,15,35,15,18,4,0,0,0
SN,AH,sutra,261,12,29,13,0,18,17,35,15,18,5,0,0,0
SN,AH,sutra,262,11,26,13,0,19,17,36,15,18,5,0,0,0
SN,AH,sutra,263,14,26,14,1,18,17,34,15,18,5,0,0,0
SN,AH,sutra,264,15,23,13,1,18,17,34,14,14,5,0,0,0
SN,AH,sutra,265,15,24,13,1,17,17,34,14,13,6,0,0,0
SN,AH,sutra,266,15,22,12,1,18,18,35,13,12,6,0,0,0
SN,AH,sutra,267,15,22,13,1,18,18,34,12,13,6,0,0,0
SN,AH,sutra,268,15,22,13,1,18,18,34,12,13,6,0,0,0
SN,AH,sutra,269,15,23,13,1,19,19,34,11,12,5,0,0,0
SN,AH,sutra,270,14,23,13,1,20,20,34,11,12,4,0,0,0
SN,AH,sutra,271,16,24,14,1,19,22,31,10,13,4,0,0,0
SN,AH,sutra,272,15,22,15,1,19,22,33,10,13,4,0,0,0
SN,AH,sutra,273,13,25,15,1,19,22,34,8,13,4,0,0,0
SN,AH,sutra,274,12,24,15,1,19,24,35,8,12,4,0,0,0
SN,AH,sutra,275,12,24,16,1,19,23,35,8,12,4,0,0,0
SN,AH,sutra,276,13,25,16,1,19,23,35,7,11,4,0,0,0
SN,AH,sutra,277,13,26,15,1,20,23,34,7,12,3,0,0,0
SN,AH,sutra,278,13,23,15,1,19,24,34,8,13,4,0,0,0
SN,AH,sutra,279,12,23,15,1,19,24,33,9,14,4,0,0,0
SN,AH,sutra,280,13,21,14,1,19,26,33,9,14,4,0,0,0
SN,AH,sutra,281,13,22,15,1,19,25,32,8,15,4,0,0,0
SN,AH,sutra,282,12,23,15,1,19,24,33,9,14,4,0,0,0
SN,AH,sutra,283,12,23,14,1,19,26,32,9,14,4,0,0,0
SN,AH,sutra,284,11,26,14,1,19,25,31,8,15,4,0,0,0
SN,AH,sutra,285,11,25,15,1,19,25,32,7,15,4,0,0,0
SN,AH,sutra,286,11,26,15,1,20,23,33,7,15,3,0,0,0
SN,AH,sutra,287,12,26,14,1,20,23,33,8,14,3,0,0,0
SN,AH,sutra,288,9,27,13,0,21,24,33,8,14,3,0,0,0
SN,AH,sutra,289,8,26,14,0,21,23,33,8,16,3,0,0,0
SN,AH,sutra,290,8,25,14,0,22,23,34,7,17,2,0,0,0
SN,AH,sutra,291,9,26,13,0,22,22,34,7,17,2,0,0,0
SN,AH,sutra,292,9,26,12,0,22,24,34,8,15,2,0,0,0
SN,AH,sutra,293,9,26,12,0,22,24,34,7,16,2,0,0,0
SN,AH,sutra,294,9,26,12,0,22,24,34,7,16,2,0,0,0
SN,AH,sutra,295,10,28,13,0,21,23,32,7,18,2,0,0,0
SN,AH,sutra,296,8,26,12,0,22,21,32,7,17,2,0,0,0
SN,AH,sutra,297,8,28,11,0,22,21,30,7,18,2,0,0,0
SN,AH,sutra,298,8,27,11,0,22,23,29,7,18,2,0,0,0
SN,AH,sutra,299,8,28,12,0,22,22,28,7,18,2,0,0,0
SN,AH,sutra,300,9,29,11,0,22,21,28,8,17,2,0,0,0
SN,AH,sutra,301,8,29,12,0,22,20,28,9,17,2,0,0,0
SN,AH,sutra,302,8,30,12,0,22,20,28,8,17,2,0,0,0
SN,AH,sutra,303,8,31,11,0,23,19,28,8,18,1,0,0,0
SN,AH,sutra,304,7,32,12,0,23,19,28,7,18,1,0,0,0
SN,AH,sutra,305,6,35,13,0,22,18,27,7,20,1,0,0,0
SN,AH,sutra,306,6,37,12,0,22,18,28,7,18,1,0,0,0
SN,AH,sutra,307,6,35,12,0,22,21,26,6,20,1,0,0,0
SN,AH,sutra,308,6,36,13,0,21,21,26,5,19,2,0,0,0
SN,AH,sutra,309,6,36,13,0,20,22,26,5,18,3,0,0,0
SN,AH,sutra,310,5,37,12,0,20,24,25,6,17,3,0,0,0
SN,AH,sutra,311,4,39,15,0,20,24,25,7,20,3,0,0,0
SN,AH,sutra,312,3,39,17,0,20,23,25,7,20,3,0,0,0
SN,AH,sutra,313,3,39,17,0,20,22,25,7,21,3,0,0,0
SN,AH,sutra,314,3,41,16,0,20,23,24,7,20,3,0,0,0
SN,AH,sutra,315,3,41,17,0,20,23,23,8,19,3,0,0,0
SN,AH,sutra,316,2,42,16,0,20,23,24,8,19,3,0,0,0
SN,AH,sutra,317,2,43,16,0,20,22,25,7,19,3,0,0,0
SN,AH,sutra,318,2,44,15,0,20,21,25,7,20,3,0,0,0
SN,AH,sutra,319,2,44,14,0,20,22,25,7,20,3,0,0,0
SN,AH,sutra,320,1,44,14,0,21,21,26,7,18,3,0,0,0
SN,AH,sutra,321,1,47,17,0,20,22,26,7,19,3,0,0,0
SN,AH,sutra,322,1,47,18,0,20,23,26,7,17,3,0,0,0
SN,AH,sutra,323,1,47,18,0,19,25,26,7,20,3,0,1,0
SN,AH,sutra,324,2,45,17,0,19,26,25,7,22,3,0,1,0
SN,AH,sutra,325,1,45,17,0,19,27,26,6,22,3,0,1,0
SN,AH,sutra,326,1,46,16,0,20,27,26,5,23,2,0,1,0
SN,AH,sutra,327,1,46,19,0,19,26,26,5,24,2,0,1,0
SN,AH,sutra,328,1,45,19,0,19,28,26,5,23,2,0,1,0
SN,AH,sutra,329,1,44,19,0,18,31,26,6,23,2,0,1,0
SN,AH,sutra,330,1,42,18,0,19,32,27,6,21,2,0,1,0
SN,AH,sutra,331,1,41,18,0,19,33,27,6,21,2,0,1,0
SN,AH,sutra,332,2,42,19,0,19,31,28,6,19,2,0,1,0
SN,AH,sutra,333,2,41,18,0,20,32,27,6,21,1,0,1,0
SN,AH,sutra,334,2,39,19,0,21,32,27,6,22,0,0,1,0
SN,AH,sutra,335,3,41,21,0,20,38,26,5,24,0,0,1,0
SN,AH,sutra,336,3,39,17,0,20,39,26,5,21,0,0,1,0
SN,AH,sutra,337,3,40,18,0,19,40,26,4,22,0,0,1,0
SN,AH,sutra,338,3,41,18,0,19,40,26,5,20,0,0,1,0
SN,AH,sutra,339,3,40,18,0,19,40,26,6,20,0,0,1,0
SN,AH,sutra,340,3,40,18,0,19,41,26,5,20,0,0,1,0
SN,AH,sutra,341,3,38,18,0,19,43,25,5,21,0,0,1,0
SN,AH,sutra,342,3,39,18,0,18,43,24,5,21,1,0,1,0
SN,AH,sutra,343,3,38,20,0,17,43,24,5,20,2,0,1,0
SN,AH,sutra,344,3,39,20,0,17,42,24,5,20,2,0,1,0
SN,AH,sutra,345,3,37,19,0,16,43,24,6,21,3,0,1,0
SN,AH,sutra,346,3,36,16,0,17,44,25,6,20,3,0,1,0
SN,AH,sutra,347,3,34,15,0,16,44,26,7,21,4,0,1,0
SN,AH,sutra,348,3,33,15,0,17,42,26,7,19,4,0,0,0
SN,AH,sutra,349,3,33,15,0,17,41,27,7,19,4,0,0,0
SN,AH,sutra,350,3,33,15,0,17,40,25,7,22,4,0,0,0
SN,AH,sutra,351,6,35,16,0,16,40,24,7,23,4,0,0,0
SN,AH,sutra,352,6,35,14,0,17,40,25,7,21,4,0,0,0
SN,AH,sutra,353,6,37,15,0,16,40,26,6,21,4,0,0,0
SN,AH,sutra,354,6,38,14,0,17,37,27,6,20,4,0,0,0
SN,AH,sutra,355,7,39,16,0,16,35,27,7,20,4,0,0,0
SN,AH,sutra,356,8,38,16,0,16,36,26,7,20,4,0,0,0
SN,AH,sutra,357,7,38,15,0,16,35,28,8,20,4,0,0,0
SN,AH,sutra,358,7,38,16,0,16,33,28,9,20,4,0,0,0
SN,AH,sutra,359,7,37,16,0,16,32,28,10,21,4,0,0,0
SN,AH,sutra,360,6,35,14,0,17,26,29,11,19,4,0,0,0
SN,AH,sutra,361,6,35,15,0,16,28,27,11,20,4,1,0,0
SN,AH,sutra,362,6,35,12,0,17,29,27,11,19,4,1,0,0
SN,AH,sutra,363,6,33,13,0,17,28,28,11,20,4,1,0,0
SN,AH,sutra,364,6,33,13,0,17,29,28,10,20,4,1,0,0
SN,AH,sutra,365,7,33,12,0,17,29,28,10,20,4,1,0,0
SN,AH,sutra,366,7,32,13,0,17,29,28,11,19,4,1,0,0
