Text_Type,Book,Chapter,Window,GG,GLG,GGG,G,LGL,L,LLG,LGG,GLL,GGL,LLL,LL,LG,GL
SN,CS,siddi,182,0,52,18,21,31,4,1,0,26,47,0,0,0,0
SN,CS,siddi,183,0,52,18,21,31,4,1,0,26,47,0,0,0,0
SN,CS,siddi,184,0,52,19,20,31,5,1,0,25,47,0,0,0,0
SN,CS,siddi,185,0,52,20,20,31,5,1,0,25,46,0,0,0,0
SN,CS,siddi,186,0,52,20,20,31,5,1,0,25,46,0,0,0,0
SN,CS,siddi,187,0,52,21,20,31,5,1,0,24,46,0,0,0,0
SN,CS,siddi,188,0,51,22,20,31,5,1,0,24,46,0,0,0,0
SN,CS,siddi,189,0,52,21,20,31,5,1,0,24,46,0,0,0,0
SN,CS,siddi,190,0,53,20,20,30,5,1,0,24,47,0,0,0,0
SN,CS,siddi,191,0,53,20,19,30,6,1,0,24,47,0,0,0,0
SN,CS,siddi,192,0,52,21,19,30,6,1,0,24,47,0,0,0,0
SN,CS,siddi,193,0,52,21,19,31,6,1,0,24,46,0,0,0,0
SN,CS,siddi,194,0,53,20,19,30,6,1,0,24,47,0,0,0,0
SN,CS,siddi,195,0,53,19,19,29,6,1,0,25,48,0,0,0,0
SN,CS,siddi,196,0,53,20,19,30,6,1,0,25,46,0,0,0,0
SN,CS,siddi,197,0,53,19,20,30,5,1,0,25,47,0,0,0,0
SN,CS,siddi,198,0,53,19,20,31,5,1,0,25,46,0,0,0,0
SN,CS,siddi,199,0,53,18,20,31,5,1,0,25,47,0,0,0,0
SN,CS,siddi,200,0,53,18,21,30,4,1,0,25,48,0,0,0,0
SN,CS,siddi,201,0,53,18,21,31,4,1,0,25,47,0,0,0,0
SN,CS,siddi,202,0,53,18,21,31,4,1,0,26,46,0,0,0,0
SN,CS,siddi,203,0,53,18,21,31,4,1,0,26,46,0,0,0,0
SN,CS,siddi,204,0,53,19,21,31,4,0,0,26,46,0,0,0,0
SN,CS,siddi,205,0,53,18,20,32,5,0,0,26,46,0,0,0,0
SN,CS,siddi,206,0,54,17,20,32,5,0,0,26,46,0,0,0,0
SN,CS,siddi,207,0,54,17,19,32,6,0,0,26,46,0,0,0,0
SN,CS,siddi,208,0,54,16,18,32,7,0,0,26,47,0,0,0,0
SN,CS,siddi,209,0,54,15,19,32,6,0,0,26,48,0,0,0,0
SN,CS,siddi,210,0,54,14,18,32,7,0,0,26,49,0,0,0,0
SN,CS,siddi,211,0,54,14,19,32,6,0,0,26,49,0,0,0,0
SN,CS,siddi,212,0,54,14,19,33,6,0,0,26,48,0,0,0,0
SN,CS,siddi,213,0,54,13,18,33,7,0,0,26,49,0,0,0,0
SN,CS,siddi,214,0,54,13,17,33,8,0,0,26,49,0,0,0,0
SN,CS,siddi,215,0,53,14,17,33,8,0,0,26,49,0,0,0,0
SN,CS,siddi,216,0,53,14,18,34,7,0,0,26,48,0,0,0,0
SN,CS,siddi,217,0,54,13,18,35,7,0,0,26,47,0,0,0,0
SN,CS,siddi,218,0,54,13,18,35,7,0,0,26,47,0,0,0,0
SN,CS,siddi,219,0,53,14,17,35,8,0,0,26,47,0,0,0,0
SN,CS,siddi,220,0,53,15,17,36,8,0,0,25,46,0,0,0,0
SN,CS,siddi,221,0,53,15,17,35,8,0,0,25,47,0,0,0,0
SN,CS,siddi,222,0,53,15,17,35,8,0,0,25,47,0,0,0,0
SN,CS,siddi,223,0,54,14,17,34,8,0,0,25,48,0,0,0,0
SN,CS,siddi,224,0,54,14,16,34,9,0,0,26,47,0,0,0,0
SN,CS,siddi,225,0,54,14,16,35,9,0,0,26,46,0,0,0,0
SN,CS,siddi,226,0,55,13,15,35,10,0,0,26,46,0,0,0,0
SN,CS,siddi,227,0,55,12,15,36,10,0,0,25,46,1,0,0,0
SN,CS,siddi,228,0,55,11,16,35,9,0,0,26,47,1,0,0,0
SN,CS,siddi,229,0,55,11,16,35,9,0,0,26,47,1,0,0,0
SN,CS,siddi,230,0,55,11,16,35,9,0,0,26,47,1,0,0,0
SN,CS,siddi,231,0,54,12,15,35,10,0,0,26,47,1,0,0,0
SN,CS,siddi,232,0,54,11,16,35,9,0,0,26,48,1,0,0,0
SN,CS,siddi,233,0,54,12,17,35,8,0,0,26,47,1,0,0,0
SN,CS,siddi,234,0,55,12,16,35,9,0,0,26,46,1,0,0,0
SN,CS,siddi,235,0,55,13,16,36,9,0,0,26,44,1,0,0,0
SN,CS,siddi,236,0,55,12,16,35,9,0,0,26,46,1,0,0,0
SN,CS,siddi,237,0,55,11,16,35,9,0,0,26,47,1,0,0,0
SN,CS,siddi,238,0,55,12,17,35,8,0,0,26,46,1,0,0,0
SN,CS,siddi,239,0,55,12,18,35,7,0,0,26,46,1,0,0,0
SN,CS,siddi,240,0,55,12,18,35,7,0,0,26,46,1,0,0,0
SN,CS,siddi,241,0,55,12,18,34,7,0,0,26,47,1,0,0,0
SN,CS,siddi,242,0,55,12,18,33,7,0,0,26,48,1,0,0,0
SN,CS,siddi,243,0,55,11,18,32,7,0,0,26,50,1,0,0,0
SN,CS,siddi,244,0,55,11,19,32,6,0,0,26,50,1,0,0,0
SN,CS,siddi,245,0,55,11,18,32,7,0,0,26,50,1,0,0,0
SN,CS,siddi,246,0,55,11,17,32,8,0,0,26,50,1,0,0,0
SN,CS,siddi,247,0,55,11,17,33,8,0,0,26,49,1,0,0,0
SN,CS,siddi,248,0,54,11,17,34,8,0,0,26,49,1,0,0,0
SN,CS,siddi,249,0,54,11,18,35,7,0,0,25,49,1,0,0,0
SN,CS,siddi,250,0,54,10,18,35,7,0,0,25,50,1,0,0,0
SN,CS,siddi,251,0,53,11,19,34,6,0,0,25,51,1,0,0,0
SN,CS,siddi,252,0,53,12,19,33,6,0,0,26,51,0,0,0,0
SN,CS,siddi,253,0,53,13,19,33,6,0,0,25,51,0,0,0,0
SN,CS,siddi,254,0,53,13,19,33,6,0,0,25,51,0,0,0,0
SN,CS,siddi,255,0,53,13,20,32,5,0,0,25,52,0,0,0,0
SN,CS,siddi,256,0,54,12,21,33,4,0,0,25,51,0,0,0,0
SN,CS,siddi,257,0,54,13,21,34,4,0,0,25,49,0,0,0,0
SN,CS,siddi,258,0,55,12,21,34,4,0,0,25,49,0,0,0,0
SN,CS,siddi,259,0,54,12,21,35,4,0,0,26,48,0,0,0,0
SN,CS,siddi,260,0,55,11,22,35,3,0,0,26,48,0,0,0,0
SN,CS,siddi,261,0,55,12,22,36,3,0,0,26,46,0,0,0,0
SN,CS,siddi,262,0,55,12,21,35,4,0,0,27,46,0,0,0,0
SN,CS,siddi,263,0,55,12,21,36,4,0,0,27,45,0,0,0,0
SN,CS,siddi,264,0,55,12,21,37,4,0,0,27,44,0,0,0,0
SN,CS,siddi,265,0,55,12,21,37,4,0,0,27,44,0,0,0,0
SN,CS,siddi,266,0,55,11,20,37,5,0,0,28,44,0,0,0,0
SN,CS,siddi,267,0,54,11,20,37,5,0,0,28,45,0,0,0,0
SN,CS,siddi,268,0,54,12,20,37,5,0,0,28,44,0,0,0,0
SN,CS,siddi,269,0,54,11,20,38,5,0,0,28,44,0,0,0,0
SN,CS,siddi,270,0,54,11,21,38,4,0,0,28,44,0,0,0,0
SN,CS,siddi,271,0,54,11,21,39,4,0,0,28,43,0,0,0,0
SN,CS,siddi,272,0,54,12,21,39,4,0,0,28,42,0,0,0,0
SN,CS,siddi,273,0,54,12,21,38,4,0,0,29,42,0,0,0,0
SN,CS,siddi,274,0,52,15,21,36,4,0,1,28,40,0,0,0,0
SN,CS,siddi,275,1,50,15,20,34,4,1,2,28,38,0,0,0,0
SN,CS,siddi,276,1,50,15,20,35,4,1,2,27,36,0,0,0,0
SN,CS,siddi,277,1,48,15,20,36,4,2,2,26,35,0,0,0,0
SN,CS,siddi,278,1,47,15,20,36,4,3,3,25,33,0,0,0,0
SN,CS,siddi,279,1,47,14,20,36,4,3,4,25,31,0,0,0,0
SN,CS,siddi,280,1,45,14,20,37,4,3,6,25,28,0,0,0,0
SN,CS,siddi,281,1,43,14,20,36,4,4,6,25,28,0,0,0,0
SN,CS,siddi,282,1,42,14,19,35,5,4,8,24,27,0,0,0,0
SN,CS,siddi,283,1,40,15,19,35,5,4,9,23,26,0,0,0,0
SN,CS,siddi,284,1,39,15,20,35,4,6,9,21,25,0,0,0,0
SN,CS,siddi,285,1,37,17,20,34,4,6,10,20,24,0,0,0,0
SN,CS,siddi,286,1,35,18,20,33,4,7,11,19,23,0,0,0,0
SN,CS,siddi,287,1,36,18,21,33,3,7,11,17,22,0,0,0,0
SN,CS,siddi,288,1,34,19,21,33,3,8,11,16,21,0,0,0,0
SN,CS,siddi,289,1,31,20,21,32,3,9,13,15,20,0,0,0,0
SN,CS,siddi,290,1,30,20,21,32,3,9,15,14,18,0,0,0,0
SN,CS,siddi,291,1,29,22,22,32,2,9,16,12,16,0,0,0,0
SN,CS,siddi,292,1,29,22,22,32,2,9,17,11,14,0,0,0,0
SN,CS,siddi,293,1,29,21,22,32,2,9,17,11,13,0,0,0,0
SN,CS,siddi,294,1,30,21,22,31,2,9,17,10,12,0,0,0,0
SN,CS,siddi,295,1,30,21,22,30,2,9,17,10,11,0,0,0,0
SN,CS,siddi,296,1,29,20,23,29,1,10,17,9,12,0,0,0,0
SN,CS,siddi,297,1,27,21,23,29,1,11,17,8,11,0,0,0,0
SN,CS,siddi,298,1,27,21,23,29,1,11,18,6,10,0,0,0,0
SN,CS,siddi,299,1,27,19,23,30,1,12,18,6,11,0,0,0,0
SN,CS,siddi,300,0,28,21,24,31,1,11,17,5,12,0,0,0,0
SN,CS,siddi,301,0,28,21,24,30,1,11,17,5,13,0,0,0,0
SN,CS,siddi,302,0,29,22,24,29,1,10,18,5,12,0,0,0,0
SN,CS,siddi,303,0,30,21,24,29,1,9,17,6,13,0,0,0,0
SN,CS,siddi,304,0,29,22,24,29,1,10,16,5,14,0,0,0,0
SN,CS,siddi,305,0,29,23,24,28,1,11,14,5,15,0,0,0,0
SN,CS,siddi,306,0,28,23,24,29,1,10,15,5,15,0,0,0,0
SN,CS,siddi,307,0,28,22,25,29,0,10,14,5,17,0,0,0,0
SN,CS,siddi,308,0,28,21,25,29,0,11,13,7,16,0,0,0,0
SN,CS,siddi,309,0,27,22,25,28,0,9,15,8,16,0,0,0,0
SN,CS,siddi,310,0,27,22,25,28,0,10,14,8,16,0,0,0,0
SN,CS,siddi,311,0,29,20,25,28,0,10,13,8,17,0,0,0,0
SN,CS,siddi,312,0,27,20,25,28,0,10,14,9,17,0,0,0,0
SN,CS,siddi,313,0,28,20,25,27,0,9,14,9,18,0,0,0,0
SN,CS,siddi,314,0,29,20,25,27,0,9,12,9,19,0,0,0,0
SN,CS,siddi,315,0,29,20,25,27,0,10,11,9,19,0,0,0,0
SN,CS,siddi,316,0,29,20,25,27,0,10,10,10,19,0,0,0,0
SN,CS,siddi,317,0,29,21,25,27,0,10,10,10,18,0,0,0,0
SN,CS,siddi,318,0,29,21,25,27,0,10,10,10,18,0,0,0,0
SN,CS,siddi,319,0,27,22,25,27,0,11,10,10,18,0,0,0,0
SN,CS,siddi,320,0,26,22,24,27,1,12,10,10,18,0,0,0,0
SN,CS,siddi,321,0,26,23,24,27,1,11,12,10,16,0,0,0,0
SN,CS,siddi,322,0,27,24,24,26,1,10,12,10,16,0,0,0,0
SN,CS,siddi,323,0,26,25,24,27,1,11,11,10,15,0,0,0,0
SN,CS,siddi,324,0,27,25,23,27,2,10,10,11,15,0,0,0,0
SN,CS,siddi,325,0,28,24,23,27,2,10,11,11,14,0,0,0,0
SN,CS,siddi,326,0,29,24,23,27,2,10,11,11,13,0,0,0,0
SN,CS,siddi,327,0,30,24,23,27,2,10,10,11,13,0,0,0,0
SN,CS,siddi,328,0,28,26,23,27,2,11,10,10,13,0,0,0,0
SN,CS,siddi,329,0,27,25,23,27,2,11,10,12,13,0,0,0,0
SN,CS,siddi,330,0,28,25,23,27,2,10,11,11,13,0,0,0,0
SN,CS,siddi,331,0,28,28,23,26,2,11,10,10,12,0,0,0,0
SN,CS,siddi,332,0,28,28,23,27,2,12,9,11,10,0,0,0,0
SN,CS,siddi,333,0,29,30,23,27,2,11,9,9,10,0,0,0,0
SN,CS,siddi,334,0,30,30,23,27,2,11,7,8,12,0,0,0,0
SN,CS,siddi,335,0,30,30,23,27,2,10,8,8,12,0,0,0,0
SN,CS,siddi,336,0,28,31,23,28,2,10,8,8,12,0,0,0,0
SN,CS,siddi,337,0,27,32,23,28,2,12,8,7,11,0,0,0,0
SN,CS,siddi,338,0,29,30,23,28,2,12,9,7,10,0,0,0,0
SN,CS,siddi,339,0,30,30,23,28,2,11,9,7,10,0,0,0,0
SN,CS,siddi,340,0,29,31,23,28,2,11,9,7,10,0,0,0,0
SN,CS,siddi,341,0,28,29,23,28,2,12,11,7,10,0,0,0,0
SN,CS,siddi,342,0,26,30,23,28,2,13,10,8,10,0,0,0,0
SN,CS,siddi,343,0,25,32,23,28,2,13,10,7,10,0,0,0,0
SN,CS,siddi,344,0,25,33,23,28,2,12,10,8,9,0,0,0,0
SN,CS,siddi,345,0,25,32,23,28,2,12,10,8,10,0,0,0,0
SN,CS,siddi,346,0,25,33,23,28,2,12,9,8,10,0,0,0,0
SN,CS,siddi,347,0,25,33,22,28,3,12,9,8,10,0,0,0,0
SN,CS,siddi,348,0,25,33,22,28,3,11,9,8,11,0,0,0,0
SN,CS,siddi,349,0,25,33,23,28,2,11,9,8,11,0,0,0,0
SN,CS,siddi,350,0,25,33,23,28,2,11,8,9,11,0,0,0,0
SN,CS,siddi,351,0,24,33,23,28,2,11,9,9,11,0,0,0,0
SN,CS,siddi,352,0,24,32,23,29,2,11,9,9,11,0,0,0,0
SN,CS,siddi,353,0,25,31,23,29,2,10,9,9,12,0,0,0,0
SN,CS,siddi,354,0,26,32,23,29,2,9,10,8,11,0,0,0,0
SN,CS,siddi,355,0,27,31,23,29,2,9,10,9,10,0,0,0,0
SN,CS,siddi,356,0,29,29,23,29,2,9,10,9,10,0,0,0,0
SN,CS,siddi,357,0,29,30,23,28,2,10,10,8,10,0,0,0,0
SN,CS,siddi,358,0,27,30,22,28,3,10,11,9,10,0,0,0,0
SN,CS,siddi,359,0,29,30,22,28,3,10,11,9,8,0,0,0,0
SN,CS,siddi,360,0,28,29,22,28,3,12,10,10,8,0,0,0,0
SN,CS,siddi,361,0,29,31,22,27,3,11,10,10,7,0,0,0,0
SN,CS,siddi,362,0,31,32,22,27,3,9,9,10,7,0,0,0,0
SN,CS,siddi,363,0,31,33,22,27,3,9,8,10,7,0,0,0,0
SN,CS,siddi,364,0,29,34,21,27,4,10,8,11,6,0,0,0,0
SN,CS,siddi,365,0,30,33,21,27,4,9,8,12,6,0,0,0,0
SN,CS,siddi,366,0,30,35,21,27,4,9,7,11,6,0,0,0,0
SN,CS,siddi,367,0,33,34,20,27,5,8,7,10,6,0,0,0,0
SN,CS,siddi,368,0,32,33,20,28,5,9,7,10,6,0,0,0,0
SN,CS,siddi,369,0,32,32,20,28,5,10,8,9,6,0,0,0,0
SN,CS,siddi,370,0,33,33,21,28,4,9,9,8,5,0,0,0,0
SN,CS,siddi,371,0,32,32,21,28,4,10,8,8,7,0,0,0,0
SN,CS,siddi,372,0,31,31,22,28,3,10,8,8,9,0,0,0,0
SN,CS,siddi,373,0,31,31,22,27,3,11,9,8,8,0,0,0,0
SN,CS,siddi,374,0,33,32,21,26,3,11,9,7,7,0,1,0,0
SN,CS,siddi,375,0,34,32,21,26,3,11,9,6,7,0,1,0,0
SN,CS,siddi,376,0,34,31,21,26,3,11,10,6,7,0,1,0,0
SN,CS,siddi,377,0,33,33,21,25,3,11,10,6,7,0,1,0,0
SN,CS,siddi,378,0,33,32,21,25,3,11,10,7,7,0,1,0,0
SN,CS,siddi,379,0,35,31,21,25,3,11,10,6,7,0,1,0,0
SN,CS,siddi,380,0,34,34,20,24,3,12,9,5,8,0,1,1,0
SN,CS,siddi,381,0,33,35,20,25,3,11,9,5,8,0,1,1,0
SN,CS,siddi,382,0,33,38,19,25,3,10,9,6,10,0,1,2,0
SN,CS,siddi,383,0,34,39,19,24,2,10,9,5,10,0,1,2,0
SN,CS,siddi,384,1,31,38,18,23,2,11,10,6,10,0,1,2,0
SN,CS,siddi,385,1,32,37,17,23,3,10,11,6,10,0,1,2,0
SN,CS,siddi,386,1,32,36,17,24,3,10,11,6,10,0,1,2,0
SN,CS,siddi,387,1,31,36,17,24,3,10,11,7,10,0,1,2,0
SN,CS,siddi,388,1,30,37,17,24,3,10,11,7,10,0,1,2,0
SN,CS,siddi,389,1,31,35,18,25,2,10,11,6,11,0,1,2,0
SN,CS,siddi,390,1,31,36,18,25,2,11,10,5,11,0,1,2,0
SN,CS,siddi,391,1,32,35,18,26,2,10,9,5,11,1,1,2,0
SN,CS,siddi,392,1,30,36,19,26,1,10,9,5,12,1,1,2,0
SN,CS,siddi,393,1,31,36,19,25,1,10,10,5,11,1,1,2,0
SN,CS,siddi,394,1,32,37,19,25,1,9,9,5,11,1,1,2,0
SN,CS,siddi,395,1,32,36,19,25,1,9,10,5,11,1,1,2,0
SN,CS,siddi,396,1,33,35,19,25,1,10,11,5,9,1,1,2,0
SN,CS,siddi,397,1,33,35,19,25,1,11,12,5,7,1,1,2,0
SN,CS,siddi,398,1,32,35,19,27,1,11,11,5,7,1,1,2,0
SN,CS,siddi,399,1,30,35,19,28,2,11,11,5,8,1,0,2,0
SN,CS,siddi,400,1,27,35,19,29,2,11,12,5,9,1,0,2,0
SN,CS,siddi,401,1,27,36,19,29,2,12,10,5,9,1,0,2,0
SN,CS,siddi,402,1,28,35,19,29,2,12,10,5,9,1,0,2,0
SN,CS,siddi,403,1,28,37,18,29,3,12,10,4,8,1,0,2,0
SN,CS,siddi,404,1,27,37,18,29,3,13,9,4,9,1,0,2,0
SN,CS,siddi,405,1,28,34,19,30,3,12,9,5,9,1,0,1,0
SN,CS,siddi,406,1,28,32,19,31,3,12,9,6,9,1,0,1,0
SN,CS,siddi,407,1,28,30,20,31,3,11,9,6,7,1,0,0,0
SN,CS,siddi,408,1,27,29,21,33,3,12,8,6,7,1,0,0,0
SN,CS,siddi,409,0,27,30,22,35,3,12,7,5,8,1,0,0,0
SN,CS,siddi,410,0,28,30,23,35,2,12,6,4,9,1,0,0,0
SN,CS,siddi,411,0,28,28,23,34,2,12,7,5,10,1,0,0,0
SN,CS,siddi,412,0,29,28,23,34,2,12,7,4,10,1,0,0,0
SN,CS,siddi,413,0,28,26,23,35,2,13,7,4,11,1,0,0,0
SN,CS,siddi,414,0,27,28,23,34,2,13,7,4,11,1,0,0,0
SN,CS,siddi,415,0,27,28,23,35,2,12,7,4,11,1,0,0,0
SN,CS,siddi,416,0,28,27,22,34,3,12,8,5,11,0,0,0,0
SN,CS,siddi,417,0,28,28,21,33,3,12,8,5,12,0,0,1,0
SN,CS,siddi,418,0,28,27,21,33,3,11,9,6,12,0,0,1,0
SN,CS,siddi,419,0,26,27,20,33,3,11,10,6,13,1,0,1,0
SN,CS,siddi,420,0,24,27,19,32,3,12,9,7,13,1,0,1,1
SN,CS,siddi,421,0,23,27,19,32,3,12,9,7,14,1,0,1,1
SN,CS,siddi,422,0,24,26,19,33,3,12,8,7,14,1,0,1,1
SN,CS,siddi,423,0,25,26,19,31,3,11,9,7,15,1,0,1,1
SN,CS,siddi,424,0,24,26,20,32,2,11,9,7,15,1,0,1,1
SN,CS,siddi,425,0,24,25,20,32,2,12,8,7,16,1,0,1,1
SN,CS,siddi,426,0,22,25,19,32,3,12,9,8,16,1,0,1,1
SN,CS,siddi,427,0,21,25,19,32,3,12,9,8,17,1,0,1,1
SN,CS,siddi,428,0,21,24,19,32,3,13,9,8,17,1,0,1,1
SN,CS,siddi,429,0,20,25,18,32,4,13,10,8,16,1,0,1,1
SN,CS,siddi,430,0,19,28,18,32,4,13,10,7,15,1,0,1,1
SN,CS,siddi,431,0,19,28,18,31,4,14,11,6,15,1,0,1,1
SN,CS,siddi,432,0,19,27,18,31,4,16,11,5,15,1,0,1,1
SN,CS,siddi,433,0,20,26,18,30,4,16,11,5,16,1,0,1,1
SN,CS,siddi,434,0,21,27,18,29,4,16,11,5,15,1,0,1,1
SN,CS,siddi,435,0,21,29,18,29,4,15,11,5,14,1,0,1,1
SN,CS,siddi,436,0,20,31,18,29,4,16,10,4,14,1,0,1,1
SN,CS,siddi,437,0,19,31,18,29,4,16,10,5,14,1,0,1,1
SN,CS,siddi,438,0,19,33,18,29,4,15,10,5,13,1,0,1,1
SN,CS,siddi,439,0,20,33,18,29,4,14,10,6,12,1,0,1,1
SN,CS,siddi,440,0,20,33,18,28,4,14,11,6,12,1,0,1,1
SN,CS,siddi,441,0,19,35,19,28,3,14,10,6,12,1,0,1,1
SN,CS,siddi,442,0,20,33,20,29,3,14,11,6,10,1,0,0,1
SN,CS,siddi,443,0,20,34,20,29,3,14,10,5,11,1,0,0,1
SN,CS,siddi,444,0,21,33,21,29,3,14,10,6,10,0,0,0,1
SN,CS,siddi,445,0,23,33,22,31,3,13,9,5,11,0,0,0,0
SN,CS,siddi,446,0,24,34,22,31,3,12,9,5,10,0,0,0,0
SN,CS,siddi,447,0,23,34,22,30,3,12,10,5,11,0,0,0,0
SN,CS,siddi,448,0,23,35,22,30,3,13,9,5,10,0,0,0,0
SN,CS,siddi,449,0,24,34,22,30,3,13,9,5,10,0,0,0,0
SN,CS,siddi,450,0,24,36,22,29,3,13,9,5,9,0,0,0,0
SN,CS,siddi,451,0,24,36,23,29,2,13,9,5,9,0,0,0,0
SN,CS,siddi,452,0,23,35,23,29,2,15,10,5,8,0,0,0,0
SN,CS,siddi,453,0,22,37,23,29,2,15,10,5,7,0,0,0,0
SN,CS,siddi,454,0,21,36,24,29,1,14,11,6,8,0,0,0,0
SN,CS,siddi,455,0,21,34,24,29,1,14,11,6,10,0,0,0,0
SN,CS,siddi,456,0,22,35,24,28,1,14,10,6,10,0,0,0,0
SN,CS,siddi,457,0,23,34,24,28,1,13,11,6,10,0,0,0,0
SN,CS,siddi,458,0,22,35,24,28,1,13,11,7,9,0,0,0,0
SN,CS,siddi,459,0,22,34,24,28,1,12,11,8,10,0,0,0,0
SN,CS,siddi,460,0,21,33,23,28,2,13,11,8,11,0,0,0,0
SN,CS,siddi,461,0,22,32,23,28,2,13,12,8,10,0,0,0,0
SN,CS,siddi,462,0,23,31,23,28,2,13,12,7,11,0,0,0,0
SN,CS,siddi,463,0,22,30,23,27,2,13,13,8,12,0,0,0,0
SN,CS,siddi,464,0,22,30,23,27,2,13,13,7,13,0,0,0,0
SN,CS,siddi,465,0,22,29,23,27,2,14,13,7,13,0,0,0,0
SN,CS,siddi,466,0,23,29,23,27,2,14,13,6,13,0,0,0,0
SN,CS,siddi,467,0,22,30,23,27,2,15,12,6,13,0,0,0,0
SN,CS,siddi,468,0,23,30,23,28,2,15,11,6,12,0,0,0,0
SN,CS,siddi,469,0,22,30,23,29,2,15,11,6,12,0,0,0,0
SN,CS,siddi,470,0,21,30,23,28,2,17,12,6,11,0,0,0,0
SN,CS,siddi,471,0,21,29,23,28,2,16,12,7,12,0,0,0,0
SN,CS,siddi,472,0,22,30,23,28,2,15,12,7,11,0,0,0,0
SN,CS,siddi,473,0,21,31,23,28,2,15,12,7,11,0,0,0,0
SN,CS,siddi,474,0,21,33,23,27,2,15,12,7,10,0,0,0,0
SN,CS,siddi,475,0,21,32,23,27,2,15,13,8,9,0,0,0,0
SN,CS,siddi,476,0,23,33,22,27,3,14,12,7,9,0,0,0,0
SN,CS,siddi,477,0,24,33,22,27,3,12,12,7,10,0,0,0,0
SN,CS,siddi,478,0,25,31,23,27,2,11,13,8,10,0,0,0,0
SN,CS,siddi,479,0,26,32,22,27,3,11,11,9,9,0,0,0,0
SN,CS,siddi,480,0,26,31,22,28,3,12,12,9,7,0,0,0,0
SN,CS,siddi,481,0,24,31,22,29,3,12,12,9,8,0,0,0,0
SN,CS,siddi,482,0,23,32,22,29,3,11,12,9,9,0,0,0,0
SN,CS,siddi,483,0,25,30,22,29,3,10,13,8,10,0,0,0,0
SN,CS,siddi,484,0,25,30,22,30,3,10,14,7,9,0,0,0,0
SN,CS,siddi,485,0,25,31,23,30,2,9,14,7,9,0,0,0,0
SN,CS,siddi,486,0,26,30,23,30,2,8,13,7,11,0,0,0,0
SN,CS,siddi,487,0,24,29,22,30,3,9,13,7,13,0,0,0,0
SN,CS,siddi,488,0,24,29,22,30,3,10,14,6,12,0,0,0,0
SN,CS,siddi,489,0,23,28,22,30,3,12,14,6,12,0,0,0,0
SN,CS,siddi,490,0,24,29,22,30,3,11,13,6,12,0,0,0,0
SN,CS,siddi,491,0,24,28,22,30,3,11,13,6,13,0,0,0,0
SN,CS,siddi,492,0,24,27,22,30,3,10,13,7,14,0,0,0,0
SN,CS,siddi,493,0,22,27,22,29,3,11,14,7,15,0,0,0,0
SN,CS,siddi,494,0,24,28,22,28,3,11,13,6,15,0,0,0,0
SN,CS,siddi,495,0,24,31,22,28,3,9,12,6,15,0,0,0,0
SN,CS,siddi,496,0,24,34,22,28,3,9,11,5,14,0,0,0,0
SN,CS,siddi,497,0,23,33,22,28,3,10,10,5,16,0,0,0,0
SN,CS,siddi,498,0,23,31,22,28,3,10,10,6,17,0,0,0,0
SN,CS,siddi,499,0,22,29,22,28,3,11,10,6,19,0,0,0,0
SN,CS,siddi,500,0,23,29,22,28,3,11,9,5,20,0,0,0,0
SN,CS,siddi,501,0,21,28,23,28,2,12,11,5,20,0,0,0,0
SN,CS,siddi,502,0,21,27,23,28,2,14,11,5,19,0,0,0,0
SN,CS,siddi,503,0,20,28,23,28,2,15,10,4,20,0,0,0,0
SN,CS,siddi,504,0,19,27,24,30,1,15,11,2,21,0,0,0,0
SN,CS,siddi,505,0,19,27,24,29,1,15,11,3,21,0,0,0,0
SN,CS,siddi,506,0,19,27,24,28,1,14,12,3,22,0,0,0,0
SN,CS,siddi,507,0,19,27,24,29,1,14,12,3,21,0,0,0,0
SN,CS,siddi,508,0,18,27,24,30,1,15,11,3,21,0,0,0,0
SN,CS,siddi,509,0,17,26,24,29,1,17,10,3,23,0,0,0,0
SN,CS,siddi,510,0,17,25,24,29,1,18,10,3,23,0,0,0,0
SN,CS,siddi,511,0,15,26,24,30,1,19,11,3,21,0,0,0,0
SN,CS,siddi,512,0,17,27,24,30,1,18,11,4,18,0,0,0,0
SN,CS,siddi,513,0,20,27,24,30,1,17,9,4,18,0,0,0,0
SN,CS,siddi,514,0,22,26,24,31,1,15,9,5,17,0,0,0,0
SN,CS,siddi,515,0,21,27,24,31,1,15,9,5,17,0,0,0,0
SN,CS,siddi,516,0,20,29,24,31,1,15,9,5,16,0,0,0,0
SN,CS,siddi,517,0,21,30,24,31,1,15,9,4,15,0,0,0,0
SN,CS,siddi,518,0,22,30,24,31,1,16,8,4,14,0,0,0,0
SN,CS,siddi,519,0,22,28,24,31,1,17,8,5,14,0,0,0,0
SN,CS,siddi,520,0,21,25,24,32,1,18,9,5,15,0,0,0,0
SN,CS,siddi,521,0,21,25,24,32,1,18,9,5,15,0,0,0,0
SN,CS,siddi,522,0,22,25,24,33,1,18,9,5,13,0,0,0,0
SN,CS,siddi,523,0,23,25,24,33,1,18,9,4,13,0,0,0,0
SN,CS,siddi,524,0,23,25,24,33,1,18,9,4,13,0,0,0,0
SN,CS,siddi,525,0,23,25,24,33,1,17,11,4,12,0,0,0,0
SN,CS,siddi,526,0,24,25,24,33,1,17,10,4,12,0,0,0,0
SN,CS,siddi,527,0,24,25,24,33,1,16,10,5,12,0,0,0,0
SN,CS,siddi,528,0,24,25,24,33,1,16,11,5,11,0,0,0,0
SN,CS,siddi,529,0,25,25,24,31,1,18,10,5,11,0,0,0,0
