Text_Type,Book,Chapter,Window,GGG,L,GG,GLL,LLG,LGL,G,GGL,LGG,GLG,LLL,LL,LG,GL
SN,CS,siddi,108,232,14,6,111,98,203,41,210,153,251,32,1,4,1
SN,CS,siddi,109,231,14,6,112,98,203,41,210,153,251,32,1,4,1
SN,CS,siddi,110,231,14,6,112,98,202,41,212,153,250,32,1,4,1
SN,CS,siddi,111,231,15,6,112,98,203,40,211,153,250,32,1,4,1
SN,CS,siddi,112,230,14,6,113,98,203,41,211,153,250,32,1,4,1
SN,CS,siddi,113,229,14,6,113,98,203,41,211,153,251,32,1,4,1
SN,CS,siddi,114,230,14,6,113,98,203,41,210,153,251,32,1,4,1
SN,CS,siddi,115,230,13,6,113,98,204,42,209,153,251,32,1,4,1
SN,CS,siddi,116,231,13,6,113,98,204,42,209,153,250,32,1,4,1
SN,CS,siddi,117,230,13,6,113,98,204,42,209,153,251,32,1,4,1
SN,CS,siddi,118,229,13,5,114,97,204,43,209,151,253,32,1,4,1
SN,CS,siddi,119,229,13,5,114,97,204,43,209,151,253,32,1,4,1
SN,CS,siddi,120,228,13,4,115,97,206,44,210,150,254,32,1,4,1
SN,CS,siddi,121,228,13,3,115,96,207,45,213,149,256,32,1,4,1
SN,CS,siddi,122,227,14,3,116,96,206,44,214,149,258,32,1,4,1
SN,CS,siddi,123,227,14,3,117,96,206,44,215,149,258,32,1,4,1
SN,CS,siddi,124,226,13,3,118,95,206,45,216,149,260,32,1,4,1
SN,CS,siddi,125,225,14,3,119,94,207,44,216,149,262,32,1,4,1
SN,CS,siddi,126,226,14,3,119,94,207,44,216,149,263,32,1,4,1
SN,CS,siddi,127,224,14,3,119,93,207,44,219,149,265,32,1,4,1
SN,CS,siddi,128,224,15,3,120,91,208,43,220,149,266,32,1,4,1
SN,CS,siddi,129,223,15,3,121,91,208,43,220,149,268,32,1,4,1
SN,CS,siddi,130,222,15,3,122,90,208,43,221,149,270,32,1,4,1
SN,CS,siddi,131,221,15,3,123,89,208,43,223,148,272,32,1,4,1
SN,CS,siddi,132,218,15,3,123,87,200,43,220,137,265,30,1,4,1
SN,CS,siddi,133,188,15,3,113,78,194,44,209,124,248,26,1,4,1
SN,CS,siddi,134,187,16,3,112,75,195,44,208,122,250,25,0,4,1
SN,CS,siddi,135,178,16,3,111,70,185,45,202,118,242,20,0,4,1
SN,CS,siddi,136,176,17,3,107,68,181,45,203,112,240,19,0,4,1
SN,CS,siddi,137,155,17,3,101,56,169,46,192,99,221,18,0,4,1
SN,CS,siddi,138,148,17,3,98,48,163,47,184,91,210,14,0,3,1
SN,CS,siddi,139,143,17,3,97,46,160,48,176,89,203,11,0,3,1
SN,CS,siddi,140,113,17,3,96,41,148,48,162,69,196,8,0,3,1
SN,CS,siddi,141,105,18,3,88,35,137,48,151,61,184,7,0,2,1
SN,CS,siddi,142,103,18,3,83,31,135,49,149,57,180,6,0,1,1
SN,CS,siddi,143,93,18,2,82,29,132,50,146,48,176,5,0,1,1
SN,CS,siddi,144,91,18,2,82,28,129,50,143,46,176,5,0,1,1
SN,CS,siddi,145,89,17,2,84,26,120,51,141,38,172,5,0,1,1
SN,CS,siddi,146,74,17,2,76,19,108,52,123,16,158,4,0,1,1
SN,CS,siddi,147,66,17,2,70,12,95,53,121,12,147,0,0,1,1
SN,CS,siddi,148,63,17,2,70,11,96,54,119,10,145,0,0,1,1
SN,CS,siddi,149,62,17,2,69,10,97,55,121,10,146,0,0,0,1
SN,CS,siddi,150,61,17,2,70,9,97,55,123,9,148,0,0,0,1
SN,CS,siddi,151,61,17,2,70,9,98,55,124,8,149,0,0,0,1
SN,CS,siddi,152,62,17,2,71,8,98,55,125,8,149,0,0,0,1
SN,CS,siddi,153,61,17,2,72,7,98,55,126,8,151,0,0,0,1
SN,CS,siddi,154,60,17,2,73,6,98,55,128,7,153,0,0,0,1
SN,CS,siddi,155,59,18,2,74,6,99,54,129,6,154,0,0,0,1
SN,CS,siddi,156,58,17,2,75,6,99,55,131,4,156,0,0,0,1
SN,CS,siddi,157,56,18,2,76,5,99,54,133,4,158,0,0,0,1
SN,CS,siddi,158,55,19,2,77,5,99,53,135,3,159,0,0,0,1
SN,CS,siddi,159,49,19,1,76,2,100,54,135,1,158,0,0,0,1
SN,CS,siddi,160,49,20,0,76,1,101,54,138,0,160,0,0,0,1
SN,CS,siddi,161,50,20,0,76,1,101,54,137,0,160,0,0,0,1
SN,CS,siddi,162,51,20,0,76,1,101,54,136,0,160,0,0,0,1
SN,CS,siddi,163,50,21,0,76,1,101,53,137,0,160,0,0,0,1
SN,CS,siddi,164,50,22,0,76,1,101,52,137,0,160,0,0,0,1
SN,CS,siddi,165,50,22,0,76,1,100,52,138,0,160,0,0,0,1
SN,CS,siddi,166,50,22,0,76,1,101,52,137,0,160,0,0,0,1
SN,CS,siddi,167,50,21,0,76,1,101,53,137,0,160,0,0,0,1
SN,CS,siddi,168,50,20,0,76,1,102,54,136,0,160,0,0,0,1
SN,CS,siddi,169,51,21,0,76,1,101,53,137,0,159,0,0,0,1
SN,CS,siddi,170,51,21,0,77,1,100,54,137,0,159,0,0,0,0
SN,CS,siddi,171,52,21,0,77,1,100,54,137,0,158,0,0,0,0
SN,CS,siddi,172,51,20,0,77,1,100,55,138,0,158,0,0,0,0
SN,CS,siddi,173,50,19,0,77,1,99,56,139,0,159,0,0,0,0
SN,CS,siddi,174,49,19,0,78,1,98,56,140,0,159,0,0,0,0
SN,CS,siddi,175,49,19,0,78,1,99,56,139,0,159,0,0,0,0
SN,CS,siddi,176,48,19,0,78,1,100,56,138,0,160,0,0,0,0
SN,CS,siddi,177,48,19,0,77,1,100,56,138,0,160,1,0,0,0
SN,CS,siddi,178,47,19,0,78,1,99,56,139,0,160,1,0,0,0
SN,CS,siddi,179,47,19,0,78,1,99,56,139,0,160,1,0,0,0
SN,CS,siddi,180,47,20,0,78,1,100,55,138,0,160,1,0,0,0
SN,CS,siddi,181,47,20,0,78,1,99,55,139,0,160,1,0,0,0
SN,CS,siddi,182,46,19,0,78,1,98,56,141,0,160,1,0,0,0
SN,CS,siddi,183,46,19,0,78,1,98,56,141,0,160,1,0,0,0
SN,CS,siddi,184,46,20,0,77,1,98,55,141,0,161,1,0,0,0
SN,CS,siddi,185,47,21,0,77,1,99,54,139,0,161,1,0,0,0
SN,CS,siddi,186,46,20,0,77,1,98,55,141,0,161,1,0,0,0
SN,CS,siddi,187,46,20,0,76,1,99,55,141,0,161,1,0,0,0
SN,CS,siddi,188,47,20,0,76,1,99,55,141,0,160,1,0,0,0
SN,CS,siddi,189,46,20,0,76,1,99,55,141,0,161,1,0,0,0
SN,CS,siddi,190,46,20,0,76,1,98,55,142,0,161,1,0,0,0
SN,CS,siddi,191,46,20,0,76,1,98,55,142,0,161,1,0,0,0
SN,CS,siddi,192,46,20,0,76,1,98,55,142,0,161,1,0,0,0
SN,CS,siddi,193,45,20,0,76,1,98,55,143,0,161,1,0,0,0
SN,CS,siddi,194,45,20,0,76,1,97,55,144,0,161,1,0,0,0
SN,CS,siddi,195,45,21,0,76,1,97,54,144,0,161,1,0,0,0
SN,CS,siddi,196,46,22,0,76,1,97,53,143,0,161,1,0,0,0
SN,CS,siddi,197,45,21,0,76,1,98,54,143,0,161,1,0,0,0
SN,CS,siddi,198,44,21,0,76,1,99,54,143,0,161,1,0,0,0
SN,CS,siddi,199,43,21,0,76,1,100,54,143,0,161,1,0,0,0
SN,CS,siddi,200,42,20,0,76,1,100,55,144,0,161,1,0,0,0
SN,CS,siddi,201,42,20,0,76,1,100,55,144,0,161,1,0,0,0
SN,CS,siddi,202,42,20,0,77,1,100,55,143,0,161,1,0,0,0
SN,CS,siddi,203,42,19,0,77,1,99,56,144,0,161,1,0,0,0
SN,CS,siddi,204,43,19,0,77,0,99,56,144,0,161,1,0,0,0
SN,CS,siddi,205,42,19,0,77,0,99,56,145,0,161,1,0,0,0
SN,CS,siddi,206,41,19,0,77,0,100,56,144,0,162,1,0,0,0
SN,CS,siddi,207,41,19,0,77,0,101,56,143,0,162,1,0,0,0
SN,CS,siddi,208,40,19,0,77,0,101,56,143,0,163,1,0,0,0
SN,CS,siddi,209,39,19,0,78,0,102,56,142,0,163,1,0,0,0
SN,CS,siddi,210,38,19,0,78,0,103,56,141,0,164,1,0,0,0
SN,CS,siddi,211,38,18,0,78,0,103,57,141,0,164,1,0,0,0
SN,CS,siddi,212,37,19,0,79,0,103,56,141,0,164,1,0,0,0
SN,CS,siddi,213,37,19,0,79,0,104,56,140,0,164,1,0,0,0
SN,CS,siddi,214,37,19,0,79,0,105,56,139,0,164,1,0,0,0
SN,CS,siddi,215,38,19,0,79,0,105,56,139,0,163,1,0,0,0
SN,CS,siddi,216,37,19,0,80,0,105,56,139,0,163,1,0,0,0
SN,CS,siddi,217,36,19,0,80,0,105,56,140,0,163,1,0,0,0
SN,CS,siddi,218,36,19,0,80,0,104,56,141,0,163,1,0,0,0
SN,CS,siddi,219,36,19,0,80,0,105,56,141,0,162,1,0,0,0
SN,CS,siddi,220,37,19,0,79,0,106,56,140,0,162,1,0,0,0
SN,CS,siddi,221,37,20,0,79,0,106,55,140,0,162,1,0,0,0
SN,CS,siddi,222,38,20,0,79,0,107,55,138,0,162,1,0,0,0
SN,CS,siddi,223,37,20,0,80,0,106,55,139,0,162,1,0,0,0
SN,CS,siddi,224,40,20,0,79,0,105,55,136,1,160,1,0,0,0
SN,CS,siddi,225,39,20,1,79,1,104,54,134,2,158,1,0,0,0
SN,CS,siddi,226,39,20,1,78,1,104,54,133,2,158,1,0,0,0
SN,CS,siddi,227,39,20,1,77,2,105,54,132,2,156,1,0,0,0
SN,CS,siddi,228,39,19,1,76,3,104,55,131,3,155,1,0,0,0
SN,CS,siddi,229,38,19,1,76,3,104,55,129,4,155,1,0,0,0
SN,CS,siddi,230,38,18,1,76,3,104,56,127,6,153,1,0,0,0
SN,CS,siddi,231,38,18,1,76,4,104,56,126,6,151,1,0,0,0
SN,CS,siddi,232,38,18,1,75,4,104,56,124,8,150,1,0,0,0
SN,CS,siddi,233,39,17,1,74,4,104,57,122,9,149,1,0,0,0
SN,CS,siddi,234,39,17,1,73,6,105,57,119,9,148,1,0,0,0
SN,CS,siddi,235,41,16,1,72,6,105,58,116,10,147,1,0,0,0
SN,CS,siddi,236,42,16,1,71,7,104,58,115,11,145,1,0,0,0
SN,CS,siddi,237,41,16,1,70,7,103,58,115,11,146,1,0,0,0
SN,CS,siddi,238,43,15,1,69,8,104,59,112,11,144,1,0,0,0
SN,CS,siddi,239,44,14,1,68,9,104,60,110,13,141,1,0,0,0
SN,CS,siddi,240,44,14,1,67,9,104,60,108,15,140,1,0,0,0
SN,CS,siddi,241,45,14,1,66,9,103,60,107,16,139,1,0,0,0
SN,CS,siddi,242,45,14,1,65,9,102,60,107,17,138,1,0,0,0
SN,CS,siddi,243,44,14,1,65,9,101,60,107,17,138,1,0,0,0
SN,CS,siddi,244,43,13,1,64,9,101,61,106,17,139,1,0,0,0
SN,CS,siddi,245,43,13,1,64,9,100,61,105,17,139,1,0,0,0
SN,CS,siddi,246,42,13,1,63,10,100,61,105,17,138,1,0,0,0
SN,CS,siddi,247,44,13,1,62,11,101,61,102,17,136,1,0,0,0
SN,CS,siddi,248,44,13,1,61,11,101,61,101,18,135,1,0,0,0
SN,CS,siddi,249,45,12,1,59,12,101,62,100,19,133,1,0,0,0
SN,CS,siddi,250,46,12,1,58,12,100,62,100,19,132,1,0,0,0
SN,CS,siddi,251,47,11,1,57,12,99,63,100,19,131,1,0,0,0
SN,CS,siddi,252,49,11,1,57,12,98,63,98,20,130,0,0,0,0
SN,CS,siddi,253,49,11,1,56,12,98,63,97,20,130,0,0,0,0
SN,CS,siddi,254,49,11,1,55,13,98,63,96,20,129,0,0,0,0
SN,CS,siddi,255,50,10,1,55,14,97,64,95,20,127,0,0,0,0
SN,CS,siddi,256,49,9,1,55,14,98,65,94,21,125,0,0,0,0
SN,CS,siddi,257,49,9,1,54,14,98,65,93,22,124,0,0,0,0
SN,CS,siddi,258,48,9,1,55,15,98,65,91,22,123,0,0,0,0
SN,CS,siddi,259,49,8,1,55,15,98,66,89,24,120,0,0,0,0
SN,CS,siddi,260,50,7,1,54,16,97,67,88,24,119,0,0,0,0
SN,CS,siddi,261,50,7,1,53,17,97,67,86,24,119,0,0,0,0
SN,CS,siddi,262,50,7,1,53,17,96,67,85,25,118,0,0,0,0
SN,CS,siddi,263,51,7,1,52,17,96,67,84,25,117,0,0,0,0
SN,CS,siddi,264,52,7,1,51,18,96,67,83,25,115,0,0,0,0
SN,CS,siddi,265,52,7,1,50,19,96,67,81,26,114,0,0,0,0
SN,CS,siddi,266,53,7,1,50,19,96,67,79,26,113,0,0,0,0
SN,CS,siddi,267,54,7,1,49,19,96,67,77,27,112,0,0,0,0
SN,CS,siddi,268,54,7,1,49,19,96,67,75,27,112,0,0,0,0
SN,CS,siddi,269,54,7,1,48,20,96,67,74,27,111,0,0,0,0
SN,CS,siddi,270,54,7,1,48,21,95,67,73,27,110,0,0,0,0
SN,CS,siddi,271,54,6,1,47,21,95,68,71,29,109,0,0,0,0
SN,CS,siddi,272,57,6,1,46,21,94,68,69,29,108,0,0,0,0
SN,CS,siddi,273,58,6,1,45,22,94,68,67,29,107,0,0,0,0
SN,CS,siddi,274,59,7,1,45,22,93,67,66,29,106,0,0,0,0
SN,CS,siddi,275,60,7,1,44,22,92,67,64,30,106,0,0,0,0
SN,CS,siddi,276,60,7,1,43,22,92,67,62,30,107,0,0,0,0
SN,CS,siddi,277,61,7,1,42,22,92,67,60,30,107,0,0,0,0
SN,CS,siddi,278,62,7,1,41,23,92,67,59,30,105,0,0,0,0
SN,CS,siddi,279,61,7,1,42,24,92,67,58,30,103,0,0,0,0
SN,CS,siddi,280,62,7,1,41,24,92,67,56,31,102,0,0,0,0
SN,CS,siddi,281,65,7,1,40,25,91,67,55,31,99,0,0,0,0
SN,CS,siddi,282,64,7,1,40,26,91,67,54,31,98,0,0,0,0
SN,CS,siddi,283,66,7,1,39,26,91,67,52,31,97,0,0,0,0
SN,CS,siddi,284,67,6,1,37,26,90,68,53,31,96,0,0,0,0
SN,CS,siddi,285,69,6,1,36,26,89,68,52,32,94,0,0,0,0
SN,CS,siddi,286,69,6,1,35,27,89,68,52,32,92,0,0,0,0
SN,CS,siddi,287,70,5,1,33,29,89,69,50,33,90,0,0,0,0
SN,CS,siddi,288,69,5,1,32,29,88,69,49,34,91,0,0,0,0
SN,CS,siddi,289,70,5,1,31,29,87,69,49,34,90,0,0,0,0
SN,CS,siddi,290,71,5,1,30,30,87,69,47,35,88,0,0,0,0
SN,CS,siddi,291,71,4,1,29,31,87,70,45,37,86,0,0,0,0
SN,CS,siddi,292,73,4,1,29,32,87,70,42,37,84,0,0,0,0
SN,CS,siddi,293,74,4,1,28,32,87,70,41,37,83,0,0,0,0
SN,CS,siddi,294,76,4,1,28,32,86,70,39,37,82,0,0,0,0
SN,CS,siddi,295,75,5,1,28,33,85,69,39,37,81,0,0,0,0
SN,CS,siddi,296,76,4,1,27,33,84,70,38,38,80,0,0,0,0
SN,CS,siddi,297,78,5,1,26,33,83,69,37,38,79,0,0,0,0
SN,CS,siddi,298,79,5,1,24,33,84,69,36,38,78,0,0,0,0
SN,CS,siddi,299,77,5,1,25,33,85,69,37,37,79,0,0,0,0
SN,CS,siddi,300,78,5,0,25,32,86,70,37,36,81,0,0,0,0
SN,CS,siddi,301,78,5,0,25,32,85,70,37,37,81,0,0,0,0
SN,CS,siddi,302,78,5,0,25,31,85,70,36,37,83,0,0,0,0
SN,CS,siddi,303,78,5,0,25,30,85,70,38,36,83,0,0,0,0
SN,CS,siddi,304,79,5,0,25,30,85,70,38,36,82,0,0,0,0
SN,CS,siddi,305,79,5,0,25,30,84,70,38,35,84,0,0,0,0
SN,CS,siddi,306,80,5,0,24,30,84,70,37,35,85,0,0,0,0
SN,CS,siddi,307,80,4,0,24,32,84,71,37,33,85,0,0,0,0
SN,CS,siddi,308,81,5,0,25,32,84,70,36,33,84,0,0,0,0
SN,CS,siddi,309,82,5,0,25,30,83,70,36,33,86,0,0,0,0
SN,CS,siddi,310,81,5,0,26,32,83,70,36,32,85,0,0,0,0
SN,CS,siddi,311,82,5,0,26,31,83,70,36,31,86,0,0,0,0
SN,CS,siddi,312,84,5,0,26,31,83,70,35,31,85,0,0,0,0
SN,CS,siddi,313,83,5,0,26,30,82,70,35,31,88,0,0,0,0
SN,CS,siddi,314,84,6,0,27,30,82,69,35,29,88,0,0,0,0
SN,CS,siddi,315,84,6,0,28,30,82,69,35,28,88,0,0,0,0
SN,CS,siddi,316,84,6,0,28,31,82,69,35,28,87,0,0,0,0
SN,CS,siddi,317,85,7,0,28,31,82,68,34,27,88,0,0,0,0
SN,CS,siddi,318,86,7,0,27,32,83,68,34,27,86,0,0,0,0
SN,CS,siddi,319,87,7,0,27,33,83,68,33,28,84,0,0,0,0
SN,CS,siddi,320,87,7,0,26,33,83,68,33,29,84,0,0,0,0
SN,CS,siddi,321,88,7,0,26,33,83,68,33,29,83,0,0,0,0
SN,CS,siddi,322,88,7,0,26,32,82,68,35,29,83,0,0,0,0
SN,CS,siddi,323,89,7,0,26,33,82,68,34,29,82,0,0,0,0
SN,CS,siddi,324,90,7,0,26,32,81,67,33,28,85,0,1,0,0
SN,CS,siddi,325,89,7,0,26,32,81,67,32,28,87,0,1,0,0
SN,CS,siddi,326,88,7,0,26,32,81,67,31,30,87,0,1,0,0
SN,CS,siddi,327,89,7,0,26,32,81,67,31,29,87,0,1,0,0
SN,CS,siddi,328,89,7,0,26,32,81,67,32,29,86,0,1,0,0
SN,CS,siddi,329,88,7,0,26,31,81,67,31,30,88,0,1,0,0
SN,CS,siddi,330,90,7,0,25,31,80,66,31,30,89,0,1,1,0
SN,CS,siddi,331,92,7,0,24,31,80,66,30,29,90,0,1,1,0
SN,CS,siddi,332,96,7,0,25,32,80,65,30,28,90,0,1,2,0
SN,CS,siddi,333,99,7,0,23,31,79,64,30,29,90,0,1,2,0
SN,CS,siddi,334,98,7,1,23,32,78,63,30,28,90,0,1,2,0
SN,CS,siddi,335,96,8,1,24,32,78,62,30,29,90,0,1,2,0
SN,CS,siddi,336,98,8,1,24,31,79,62,29,29,89,0,1,2,0
SN,CS,siddi,337,100,8,1,24,31,79,62,28,28,89,0,1,2,0
SN,CS,siddi,338,100,8,1,24,31,79,62,27,28,90,0,1,2,0
SN,CS,siddi,339,99,8,1,24,31,80,62,27,28,90,0,1,2,0
SN,CS,siddi,340,100,8,1,24,31,80,62,27,27,90,0,1,2,0
SN,CS,siddi,341,99,8,1,23,31,81,62,27,27,90,1,1,2,0
SN,CS,siddi,342,100,8,1,23,31,81,62,28,26,89,1,1,2,0
SN,CS,siddi,343,101,8,1,22,32,81,62,27,27,88,1,1,2,0
SN,CS,siddi,344,102,8,1,22,31,81,62,26,27,89,1,1,2,0
SN,CS,siddi,345,101,7,1,21,30,81,63,26,29,90,1,1,2,0
SN,CS,siddi,346,100,7,1,21,32,81,63,26,28,90,1,1,2,0
SN,CS,siddi,347,99,7,1,21,33,81,63,26,29,89,1,1,2,0
SN,CS,siddi,348,99,7,1,21,33,82,63,26,29,88,1,1,2,0
SN,CS,siddi,349,100,7,1,20,33,82,63,26,29,88,1,1,2,0
SN,CS,siddi,350,100,7,1,20,33,83,63,27,29,86,1,1,2,0
SN,CS,siddi,351,100,7,1,20,34,83,63,27,29,85,1,1,2,0
SN,CS,siddi,352,100,7,1,20,34,83,63,27,29,85,1,1,2,0
SN,CS,siddi,353,100,8,1,20,33,83,62,27,29,86,1,1,2,0
SN,CS,siddi,354,100,8,1,18,33,83,62,27,29,88,1,1,2,0
SN,CS,siddi,355,99,8,1,19,33,83,62,27,28,89,1,1,2,0
SN,CS,siddi,356,96,8,1,20,32,85,62,27,28,90,1,1,2,0
SN,CS,siddi,357,98,8,1,20,31,84,62,27,28,90,1,1,2,0
SN,CS,siddi,358,98,8,1,20,32,85,62,27,28,88,1,1,2,0
SN,CS,siddi,359,98,8,1,20,33,86,62,26,28,87,1,1,2,0
SN,CS,siddi,360,96,8,1,20,34,86,62,27,27,88,1,1,2,0
SN,CS,siddi,361,95,8,1,21,33,85,62,27,28,89,1,1,2,0
SN,CS,siddi,362,96,8,1,21,31,85,62,27,27,91,1,1,2,0
SN,CS,siddi,363,96,8,1,21,32,86,62,28,26,89,1,1,2,0
SN,CS,siddi,364,97,8,1,21,33,86,62,28,26,87,1,1,2,0
SN,CS,siddi,365,97,8,1,21,32,87,62,28,25,88,1,1,2,0
SN,CS,siddi,366,97,9,1,21,31,87,61,28,24,90,1,1,2,0
SN,CS,siddi,367,98,9,1,20,30,86,60,30,24,91,1,1,3,0
SN,CS,siddi,368,96,9,1,21,30,86,60,29,26,91,1,1,3,0
SN,CS,siddi,369,96,9,1,20,30,86,59,30,27,90,2,1,3,0
SN,CS,siddi,370,96,8,1,20,30,85,59,29,28,89,2,1,3,1
SN,CS,siddi,371,94,8,1,20,32,85,59,30,28,88,2,1,3,1
SN,CS,siddi,372,92,7,1,20,33,86,60,30,28,88,2,1,3,1
SN,CS,siddi,373,92,7,1,20,33,85,60,30,29,88,2,1,3,1
SN,CS,siddi,374,93,7,1,19,33,86,60,30,29,87,2,1,3,1
SN,CS,siddi,375,92,7,1,18,34,87,60,32,29,85,2,1,3,1
SN,CS,siddi,376,92,8,1,19,35,87,59,32,29,83,2,1,3,1
SN,CS,siddi,377,93,8,1,19,35,86,59,33,29,82,2,1,3,1
SN,CS,siddi,378,93,9,1,19,36,86,58,32,29,82,2,1,3,1
SN,CS,siddi,379,93,10,1,18,37,86,57,32,29,82,2,1,3,1
SN,CS,siddi,380,96,10,1,17,37,86,57,32,28,81,2,1,3,1
SN,CS,siddi,381,95,10,1,17,37,87,57,32,29,80,2,1,3,1
SN,CS,siddi,382,95,10,1,17,37,87,57,32,29,80,2,1,3,1
SN,CS,siddi,383,94,9,1,16,38,87,58,33,28,81,2,1,3,1
SN,CS,siddi,384,95,9,1,16,39,87,58,33,28,79,2,1,3,1
SN,CS,siddi,385,96,9,1,15,37,87,58,33,28,81,2,1,3,1
SN,CS,siddi,386,95,9,1,15,38,87,58,34,28,80,2,1,3,1
SN,CS,siddi,387,95,9,1,16,38,87,58,34,28,79,2,1,3,1
SN,CS,siddi,388,96,9,1,16,38,88,58,34,28,77,2,1,3,1
SN,CS,siddi,389,96,8,1,16,37,88,59,34,28,78,2,1,3,1
SN,CS,siddi,390,97,8,1,15,37,88,59,34,28,78,2,1,3,1
SN,CS,siddi,391,97,8,1,16,36,88,59,34,27,79,2,1,3,1
SN,CS,siddi,392,97,7,1,16,36,88,60,34,28,78,2,1,3,1
SN,CS,siddi,393,97,7,1,16,35,87,60,34,29,79,2,1,3,1
SN,CS,siddi,394,97,7,1,17,34,87,60,34,29,79,2,1,3,1
SN,CS,siddi,395,96,7,1,17,34,88,60,35,28,79,2,1,3,1
SN,CS,siddi,396,96,7,1,17,34,88,60,33,29,80,2,1,3,1
SN,CS,siddi,397,95,7,1,17,35,88,60,32,30,80,2,1,3,1
SN,CS,siddi,398,96,7,1,17,35,88,60,32,29,80,2,1,3,1
SN,CS,siddi,399,95,7,1,17,35,90,61,33,29,78,2,0,3,1
SN,CS,siddi,400,96,7,1,17,36,90,61,34,29,75,2,0,3,1
SN,CS,siddi,401,97,7,1,18,37,90,61,34,28,73,2,0,3,1
SN,CS,siddi,402,95,7,1,18,39,90,61,34,29,72,2,0,3,1
SN,CS,siddi,403,98,8,1,17,40,90,60,32,29,71,2,0,3,1
SN,CS,siddi,404,98,8,1,18,40,90,60,33,30,68,2,0,3,1
SN,CS,siddi,405,96,8,1,18,39,91,61,34,30,68,2,0,2,1
SN,CS,siddi,406,95,8,1,18,40,90,61,34,30,69,2,0,2,1
SN,CS,siddi,407,91,8,1,17,40,90,62,32,31,70,2,0,1,1
SN,CS,siddi,408,90,8,1,18,41,91,63,32,30,69,2,0,1,1
SN,CS,siddi,409,91,8,0,18,40,92,64,33,29,70,2,0,1,1
SN,CS,siddi,410,92,8,0,17,40,92,64,34,28,70,2,0,1,1
SN,CS,siddi,411,91,8,0,17,41,91,64,34,29,70,2,0,1,1
SN,CS,siddi,412,90,8,0,16,41,91,64,35,29,71,2,0,1,1
SN,CS,siddi,413,89,8,0,17,41,91,64,36,30,69,2,0,1,1
SN,CS,siddi,414,91,8,0,17,40,90,64,36,30,69,2,0,1,1
SN,CS,siddi,415,90,8,0,17,40,90,64,36,31,69,2,0,1,1
SN,CS,siddi,416,91,8,0,17,40,89,64,36,31,70,1,0,1,1
SN,CS,siddi,417,91,8,0,17,41,89,64,35,31,70,1,0,1,1
SN,CS,siddi,418,91,8,0,17,40,90,64,35,30,71,1,0,1,1
SN,CS,siddi,419,90,8,0,18,40,91,64,35,31,69,1,0,1,1
SN,CS,siddi,420,90,8,0,18,42,91,64,35,30,68,1,0,1,1
SN,CS,siddi,421,90,8,0,19,40,91,64,36,30,68,1,0,1,1
SN,CS,siddi,422,90,8,0,19,39,91,64,36,30,69,1,0,1,1
SN,CS,siddi,423,92,8,0,19,39,89,64,36,30,69,1,0,1,1
SN,CS,siddi,424,93,7,0,19,39,89,65,35,30,69,1,0,1,1
SN,CS,siddi,425,93,7,0,20,40,88,65,34,30,69,1,0,1,1
SN,CS,siddi,426,94,8,0,20,39,88,64,34,30,69,1,0,1,1
SN,CS,siddi,427,93,8,0,20,39,88,64,35,31,68,1,0,1,1
SN,CS,siddi,428,92,7,0,21,39,88,65,34,32,68,1,0,1,1
SN,CS,siddi,429,93,8,0,23,38,88,64,33,32,67,1,0,1,1
SN,CS,siddi,430,93,8,0,22,39,89,64,32,33,66,1,0,1,1
SN,CS,siddi,431,94,8,0,21,40,88,64,33,33,65,1,0,1,1
SN,CS,siddi,432,93,8,0,20,40,88,64,34,34,65,1,0,1,1
SN,CS,siddi,433,91,8,0,20,39,87,64,35,35,67,1,0,1,1
SN,CS,siddi,434,91,8,0,20,38,87,64,34,36,68,1,0,1,1
SN,CS,siddi,435,93,8,0,20,37,87,64,34,36,67,1,0,1,1
SN,CS,siddi,436,93,8,0,19,37,87,64,35,35,68,1,0,1,1
SN,CS,siddi,437,91,9,0,19,38,87,63,38,35,66,1,0,1,1
SN,CS,siddi,438,92,9,0,19,38,86,63,37,37,65,1,0,1,1
SN,CS,siddi,439,91,9,0,19,39,86,63,37,37,65,1,0,1,1
SN,CS,siddi,440,91,9,0,19,39,85,63,37,37,66,1,0,1,1
SN,CS,siddi,441,92,8,0,18,39,85,64,38,36,66,1,0,1,1
SN,CS,siddi,442,90,8,0,19,39,86,65,37,36,66,1,0,0,1
SN,CS,siddi,443,91,8,0,18,40,86,65,38,35,65,1,0,0,1
SN,CS,siddi,444,91,8,0,18,40,86,66,37,34,67,0,0,0,1
SN,CS,siddi,445,94,8,0,17,39,87,67,37,33,68,0,0,0,0
SN,CS,siddi,446,97,8,0,17,37,87,67,36,32,69,0,0,0,0
SN,CS,siddi,447,97,8,0,17,37,86,67,38,32,68,0,0,0,0
SN,CS,siddi,448,97,8,0,18,38,86,67,38,31,67,0,0,0,0
SN,CS,siddi,449,96,8,0,18,39,85,67,39,31,67,0,0,0,0
SN,CS,siddi,450,97,8,0,18,39,84,67,38,31,68,0,0,0,0
SN,CS,siddi,451,97,7,0,17,39,84,68,38,32,68,0,0,0,0
SN,CS,siddi,452,95,7,0,17,41,84,68,37,33,68,0,0,0,0
SN,CS,siddi,453,96,6,0,17,41,84,69,37,33,67,0,0,0,0
SN,CS,siddi,454,95,5,0,17,40,86,70,38,33,66,0,0,0,0
SN,CS,siddi,455,92,5,0,18,41,86,70,38,34,66,0,0,0,0
