Text_Type,Book,Chapter,Window,GGL,L,GLL,LGG,GG,GLG,GGG,G,LGL,LLG,LL,LLL,LG,GL
SN,CS,shareera,1,22,7,17,26,2,50,54,41,59,20,0,0,0,0
SN,CS,shareera,2,22,7,17,27,1,52,52,42,60,18,0,0,0,0
SN,CS,shareera,3,22,7,17,26,0,53,54,43,61,17,0,0,0,0
SN,CS,shareera,4,23,7,17,26,0,53,54,43,61,16,0,0,0,0
SN,CS,shareera,5,23,7,17,26,0,52,55,43,61,16,0,0,0,0
SN,CS,shareera,6,22,7,17,24,0,51,56,43,63,17,0,0,0,0
SN,CS,shareera,7,21,6,17,24,0,51,58,44,63,16,0,0,0,0
SN,CS,shareera,8,21,6,16,23,0,51,59,44,64,16,0,0,0,0
SN,CS,shareera,9,21,6,17,22,0,51,58,44,64,17,0,0,0,0
SN,CS,shareera,10,22,7,16,22,0,49,59,43,65,17,0,0,0,0
SN,CS,shareera,11,21,7,15,21,0,49,61,43,66,17,0,0,0,0
SN,CS,shareera,12,21,7,15,20,0,51,60,43,66,17,0,0,0,0
SN,CS,shareera,13,22,7,15,19,0,52,59,43,67,16,0,0,0,0
SN,CS,shareera,14,22,7,15,19,0,53,61,43,65,15,0,0,0,0
SN,CS,shareera,15,23,7,13,18,0,53,62,43,65,16,0,0,0,0
SN,CS,shareera,16,22,7,14,19,0,52,62,43,65,16,0,0,0,0
SN,CS,shareera,17,21,7,14,19,0,53,63,43,65,15,0,0,0,0
SN,CS,shareera,18,23,7,14,19,0,51,62,43,65,16,0,0,0,0
SN,CS,shareera,19,23,7,14,20,0,50,61,43,65,17,0,0,0,0
SN,CS,shareera,20,24,6,13,19,0,51,62,44,65,16,0,0,0,0
SN,CS,shareera,21,25,6,13,18,0,52,61,44,65,16,0,0,0,0
SN,CS,shareera,22,25,6,12,17,0,52,62,44,65,17,0,0,0,0
SN,CS,shareera,23,25,6,12,17,0,52,61,44,66,17,0,0,0,0
SN,CS,shareera,24,25,6,13,16,0,51,62,44,66,17,0,0,0,0
SN,CS,shareera,25,24,7,13,15,0,51,64,43,66,17,0,0,0,0
SN,CS,shareera,26,25,7,14,15,0,50,63,43,66,17,0,0,0,0
SN,CS,shareera,27,23,8,15,15,0,51,62,42,67,17,0,0,0,0
SN,CS,shareera,28,22,8,14,15,0,52,62,42,67,18,0,0,0,0
SN,CS,shareera,29,20,9,16,16,0,53,60,41,67,18,0,0,0,0
SN,CS,shareera,30,21,10,16,17,0,51,59,40,67,19,0,0,0,0
SN,CS,shareera,31,20,10,15,18,0,50,60,40,67,20,0,0,0,0
SN,CS,shareera,32,19,10,14,19,0,49,61,40,67,21,0,0,0,0
SN,CS,shareera,33,19,10,14,19,0,49,61,40,67,21,0,0,0,0
SN,CS,shareera,34,19,9,14,21,0,50,59,41,67,20,0,0,0,0
SN,CS,shareera,35,19,9,15,21,0,49,58,41,67,21,0,0,0,0
SN,CS,shareera,36,19,9,16,21,0,50,56,41,67,21,0,0,0,0
SN,CS,shareera,37,19,9,17,22,0,51,56,41,65,20,0,0,0,0
SN,CS,shareera,38,20,8,17,22,0,51,54,42,65,21,0,0,0,0
SN,CS,shareera,39,21,8,17,23,0,52,52,42,65,20,0,0,0,0
SN,CS,shareera,40,22,8,16,23,0,50,53,42,65,21,0,0,0,0
SN,CS,shareera,41,20,8,16,23,0,52,54,42,64,21,0,0,0,0
SN,CS,shareera,42,20,8,16,22,0,50,56,42,65,21,0,0,0,0
SN,CS,shareera,43,19,8,17,22,0,49,57,42,66,20,0,0,0,0
SN,CS,shareera,44,19,8,17,22,0,48,59,42,66,19,0,0,0,0
SN,CS,shareera,45,19,8,17,22,0,49,59,42,65,19,0,0,0,0
SN,CS,shareera,46,19,8,17,22,0,49,59,42,65,19,0,0,0,0
SN,CS,shareera,47,20,8,17,23,0,46,59,42,65,20,0,0,0,0
SN,CS,shareera,48,21,7,16,23,0,45,59,43,66,20,0,0,0,0
SN,CS,shareera,49,22,7,15,23,0,43,60,43,66,21,0,0,0,0
SN,CS,shareera,50,22,7,14,24,0,42,60,43,66,22,0,0,0,0
SN,CS,shareera,51,22,7,15,24,0,40,60,43,67,22,0,0,0,0
SN,CS,shareera,52,22,7,16,23,0,40,60,43,67,22,0,0,0,0
SN,CS,shareera,53,22,7,15,24,0,40,59,43,67,23,0,0,0,0
SN,CS,shareera,54,21,7,15,23,0,41,59,43,68,23,0,0,0,0
SN,CS,shareera,55,20,7,15,23,0,43,59,43,67,23,0,0,0,0
SN,CS,shareera,56,20,7,15,23,0,43,61,43,65,23,0,0,0,0
SN,CS,shareera,57,21,7,15,23,0,43,59,43,65,24,0,0,0,0
SN,CS,shareera,58,21,7,15,23,0,42,60,43,64,25,0,0,0,0
SN,CS,shareera,59,23,7,15,24,0,41,59,43,64,24,0,0,0,0
SN,CS,shareera,60,22,7,15,24,0,41,59,43,63,26,0,0,0,0
SN,CS,shareera,61,22,8,15,25,0,42,58,42,62,26,0,0,0,0
SN,CS,shareera,62,23,8,15,25,0,41,59,42,62,25,0,0,0,0
SN,CS,shareera,63,23,9,15,26,0,40,60,41,61,25,0,0,0,0
SN,CS,shareera,64,23,9,15,27,0,40,59,41,61,25,0,0,0,0
SN,CS,shareera,65,23,9,15,27,0,43,57,41,61,24,0,0,0,0
SN,CS,shareera,66,24,9,14,28,0,43,55,41,61,25,0,0,0,0
SN,CS,shareera,67,25,9,14,28,0,42,53,41,61,27,0,0,0,0
SN,CS,shareera,68,23,10,15,28,0,42,54,40,62,26,0,0,0,0
SN,CS,shareera,69,23,10,15,27,0,42,56,40,62,25,0,0,0,0
SN,CS,shareera,70,23,10,15,27,0,41,57,40,62,25,0,0,0,0
SN,CS,shareera,71,23,10,15,27,0,39,59,40,62,25,0,0,0,0
SN,CS,shareera,72,23,10,15,28,0,40,57,40,62,25,0,0,0,0
SN,CS,shareera,73,24,10,15,29,0,38,57,40,61,26,0,0,0,0
SN,CS,shareera,74,24,10,15,29,0,38,57,40,61,26,0,0,0,0
SN,CS,shareera,75,26,10,15,29,0,37,55,40,61,27,0,0,0,0
SN,CS,shareera,76,26,11,14,29,0,38,55,39,61,27,0,0,0,0
SN,CS,shareera,77,28,10,13,29,0,38,54,40,60,28,0,0,0,0
SN,CS,shareera,78,27,10,13,30,0,38,55,40,60,27,0,0,0,0
SN,CS,shareera,79,28,9,12,29,0,37,57,41,60,27,0,0,0,0
SN,CS,shareera,80,27,8,13,28,0,39,58,42,59,26,0,0,0,0
SN,CS,shareera,81,27,8,13,28,0,39,59,42,59,25,0,0,0,0
SN,CS,shareera,82,27,8,14,28,0,40,59,42,58,24,0,0,0,0
SN,CS,shareera,83,27,8,14,27,0,39,60,42,57,26,0,0,0,0
SN,CS,shareera,84,27,8,14,25,0,38,63,42,57,26,0,0,0,0
SN,CS,shareera,85,27,8,13,23,0,38,65,42,59,25,0,0,0,0
SN,CS,shareera,86,28,8,13,23,0,38,65,42,59,24,0,0,0,0
SN,CS,shareera,87,29,8,12,22,0,37,65,42,59,26,0,0,0,0
SN,CS,shareera,88,27,8,12,22,0,37,67,42,60,25,0,0,0,0
SN,CS,shareera,89,26,8,12,22,0,37,67,42,60,26,0,0,0,0
SN,CS,shareera,90,27,8,12,21,0,37,67,42,60,26,0,0,0,0
SN,CS,shareera,91,29,8,12,21,0,36,66,42,60,26,0,0,0,0
SN,CS,shareera,92,30,8,11,21,0,37,66,42,59,26,0,0,0,0
SN,CS,shareera,93,31,8,11,20,0,37,66,42,58,27,0,0,0,0
SN,CS,shareera,94,32,8,11,20,0,36,65,42,58,28,0,0,0,0
SN,CS,shareera,95,32,8,11,20,0,37,64,42,58,28,0,0,0,0
SN,CS,shareera,96,33,7,11,21,0,36,63,43,58,28,0,0,0,0
SN,CS,shareera,97,33,7,11,20,0,38,63,43,58,27,0,0,0,0
SN,CS,shareera,98,33,7,12,20,0,39,61,43,58,27,0,0,0,0
SN,CS,shareera,99,32,6,12,20,0,40,61,44,58,27,0,0,0,0
SN,CS,shareera,100,33,6,12,19,0,42,60,44,58,26,0,0,0,0
SN,CS,shareera,101,34,6,12,19,0,42,58,44,59,26,0,0,0,0
SN,CS,shareera,102,35,6,12,19,0,40,60,43,58,26,0,0,0,0
SN,CS,shareera,103,35,6,12,18,0,39,62,43,58,26,0,0,0,0
SN,CS,shareera,104,36,6,12,19,0,39,61,43,57,26,0,0,0,0
SN,CS,shareera,105,37,7,12,20,0,38,61,42,57,25,0,0,0,0
SN,CS,shareera,106,37,7,12,20,0,38,61,42,57,25,0,0,0,0
SN,CS,shareera,107,36,7,12,20,0,39,62,42,57,24,0,0,0,0
SN,CS,shareera,108,37,7,12,20,0,39,60,42,58,24,0,0,0,0
SN,CS,shareera,109,35,7,11,19,0,39,62,42,58,26,0,0,0,0
SN,CS,shareera,110,37,6,11,20,0,39,61,43,58,24,0,0,0,0
SN,CS,shareera,111,37,5,11,20,0,38,61,44,58,25,0,0,0,0
SN,CS,shareera,112,37,5,11,20,0,39,60,44,58,25,0,0,0,0
SN,CS,shareera,113,36,4,12,19,0,39,60,45,59,25,0,0,0,0
SN,CS,shareera,114,36,4,12,18,0,39,61,45,59,25,0,0,0,0
SN,CS,shareera,115,35,4,12,18,0,37,64,45,59,25,0,0,0,0
SN,CS,shareera,116,35,4,12,16,0,37,66,45,60,24,0,0,0,0
SN,CS,shareera,117,34,4,12,18,0,38,65,45,60,23,0,0,0,0
SN,CS,shareera,118,36,3,11,18,0,38,64,46,59,24,0,0,0,0
SN,CS,shareera,119,36,3,11,18,0,38,63,46,60,24,0,0,0,0
SN,CS,shareera,120,36,4,11,18,0,38,62,45,60,25,0,0,0,0
SN,CS,shareera,121,35,4,12,18,0,39,61,45,60,25,0,0,0,0
SN,CS,shareera,122,36,4,13,18,0,37,61,45,60,25,0,0,0,0
SN,CS,shareera,123,37,4,13,18,0,37,60,45,61,24,0,0,0,0
SN,CS,shareera,124,38,4,13,18,0,36,59,45,62,24,0,0,0,0
SN,CS,shareera,125,37,3,13,18,0,36,60,46,62,24,0,0,0,0
SN,CS,shareera,126,36,2,13,18,0,36,60,47,63,24,0,0,0,0
SN,CS,shareera,127,34,2,14,21,0,35,60,47,63,23,0,0,0,0
SN,CS,shareera,128,34,2,14,19,0,34,62,47,63,24,0,0,0,0
SN,CS,shareera,129,34,2,13,20,0,34,60,47,64,25,0,0,0,0
SN,CS,shareera,130,34,2,12,20,0,34,61,47,64,25,0,0,0,0
SN,CS,shareera,131,34,2,12,20,0,35,59,47,64,26,0,0,0,0
SN,CS,shareera,132,35,2,11,19,0,36,59,47,64,26,0,0,0,0
SN,CS,shareera,133,34,2,12,19,0,37,59,47,64,25,0,0,0,0
SN,CS,shareera,134,35,3,12,19,0,37,56,46,65,26,0,0,0,0
SN,CS,shareera,135,35,3,12,19,0,38,56,46,63,27,0,0,0,0
SN,CS,shareera,136,35,3,11,19,0,39,56,46,63,27,0,0,0,0
SN,CS,shareera,137,34,3,11,20,0,41,56,46,63,25,0,0,0,0
SN,CS,shareera,138,34,3,11,21,0,40,55,46,62,27,0,0,0,0
SN,CS,shareera,139,34,3,11,21,0,41,55,46,62,26,0,0,0,0
SN,CS,shareera,140,33,3,11,21,0,43,55,46,62,25,0,0,0,0
SN,CS,shareera,141,31,3,11,22,0,43,56,46,62,25,0,0,0,0
SN,CS,shareera,142,31,3,11,22,0,42,57,46,62,25,0,0,0,0
SN,CS,shareera,143,30,3,10,23,0,43,58,46,62,24,0,0,0,0
SN,CS,shareera,144,29,3,10,23,0,44,58,46,62,24,0,0,0,0
SN,CS,shareera,145,29,3,10,24,0,43,59,46,62,23,0,0,0,0
SN,CS,shareera,146,28,3,10,23,0,43,60,46,62,24,0,0,0,0
SN,CS,shareera,147,29,4,10,23,0,42,60,45,62,24,0,0,0,0
SN,CS,shareera,148,29,4,9,23,0,41,61,45,61,26,0,0,0,0
SN,CS,shareera,149,29,4,10,23,0,40,60,45,62,26,0,0,0,0
SN,CS,shareera,150,28,4,11,23,0,39,61,45,62,26,0,0,0,0
SN,CS,shareera,151,27,4,10,23,0,41,63,45,60,26,0,0,0,0
SN,CS,shareera,152,26,4,9,22,0,42,62,46,62,27,0,0,0,0
SN,CS,shareera,153,27,4,9,23,0,42,61,46,62,26,0,0,0,0
SN,CS,shareera,154,26,4,10,22,0,41,62,46,64,25,0,0,0,0
SN,CS,shareera,155,25,3,10,21,0,43,62,47,64,25,0,0,0,0
SN,CS,shareera,156,25,3,10,21,0,46,60,47,64,24,0,0,0,0
SN,CS,shareera,157,25,3,10,21,0,46,59,47,64,25,0,0,0,0
SN,CS,shareera,158,25,3,10,22,0,45,60,47,63,25,0,0,0,0
SN,CS,shareera,159,25,3,10,23,0,46,59,47,63,24,0,0,0,0
SN,CS,shareera,160,23,3,10,22,0,47,61,47,63,24,0,0,0,0
SN,CS,shareera,161,24,3,10,21,0,49,60,47,63,23,0,0,0,0
SN,CS,shareera,162,23,3,10,21,0,48,60,47,64,24,0,0,0,0
SN,CS,shareera,163,23,4,9,21,0,48,62,46,63,24,0,0,0,0
SN,CS,shareera,164,25,4,10,21,0,48,59,46,63,24,0,0,0,0
SN,CS,shareera,165,27,4,10,22,0,47,57,46,63,24,0,0,0,0
SN,CS,shareera,166,28,4,10,23,0,47,55,46,62,25,0,0,0,0
SN,CS,shareera,167,30,4,10,22,0,46,56,46,62,24,0,0,0,0
SN,CS,shareera,168,28,4,10,22,0,47,58,46,62,23,0,0,0,0
SN,CS,shareera,169,29,4,9,23,0,46,58,46,62,23,0,0,0,0
SN,CS,shareera,170,29,3,9,23,0,48,58,47,61,22,0,0,0,0
SN,CS,shareera,171,29,3,8,22,0,50,58,47,61,22,0,0,0,0
SN,CS,shareera,172,28,3,7,21,0,53,59,47,61,21,0,0,0,0
SN,CS,shareera,173,26,3,8,21,0,54,60,47,60,21,0,0,0,0
SN,CS,shareera,174,25,3,8,21,0,55,61,47,59,21,0,0,0,0
SN,CS,shareera,175,24,3,8,21,0,56,62,47,59,20,0,0,0,0
SN,CS,shareera,176,24,3,8,20,0,55,64,47,59,20,0,0,0,0
SN,CS,shareera,177,25,3,7,18,0,56,64,47,60,20,0,0,0,0
SN,CS,shareera,178,27,3,8,18,0,56,61,47,60,20,0,0,0,0
SN,CS,shareera,179,27,3,8,17,0,57,63,47,59,19,0,0,0,0
SN,CS,shareera,180,27,3,8,18,0,57,62,47,59,19,0,0,0,0
SN,CS,shareera,181,29,3,8,17,0,56,62,47,59,19,0,0,0,0
SN,CS,shareera,182,30,3,8,17,0,54,61,47,59,21,0,0,0,0
SN,CS,shareera,183,31,3,7,19,0,54,60,47,59,20,0,0,0,0
SN,CS,shareera,184,32,3,7,20,0,53,60,47,59,19,0,0,0,0
SN,CS,shareera,185,34,3,7,20,0,53,59,47,59,18,0,0,0,0
SN,CS,shareera,186,34,3,8,20,0,52,58,47,59,19,0,0,0,0
SN,CS,shareera,187,35,3,8,19,0,50,59,47,59,20,0,0,0,0
SN,CS,shareera,188,35,4,8,20,0,51,59,46,59,18,0,0,0,0
SN,CS,shareera,189,35,4,8,19,0,50,60,46,60,18,0,0,0,0
SN,CS,shareera,190,36,4,8,19,0,48,60,46,60,19,0,0,0,0
SN,CS,shareera,191,37,4,8,18,0,49,59,46,60,19,0,0,0,0
SN,CS,shareera,192,38,4,8,18,0,50,57,46,60,19,0,0,0,0
SN,CS,shareera,193,38,4,8,18,0,51,56,46,60,19,0,0,0,0
SN,CS,shareera,194,38,4,8,18,0,52,55,46,60,19,0,0,0,0
SN,CS,shareera,195,38,4,8,17,0,53,55,46,60,19,0,0,0,0
SN,CS,shareera,196,38,4,8,18,0,54,54,46,60,18,0,0,0,0
SN,CS,shareera,197,36,3,8,19,0,54,54,47,60,19,0,0,0,0
SN,CS,shareera,198,36,3,8,19,0,54,54,47,60,19,0,0,0,0
SN,CS,shareera,199,36,3,8,19,0,54,55,47,60,18,0,0,0,0
SN,CS,shareera,200,36,3,7,19,0,54,55,47,60,19,0,0,0,0
SN,CS,shareera,201,36,3,7,19,0,53,56,47,60,19,0,0,0,0
SN,CS,shareera,202,37,3,7,20,0,54,55,47,59,18,0,0,0,0
SN,CS,shareera,203,36,3,7,19,0,54,54,47,61,19,0,0,0,0
SN,CS,shareera,204,37,3,7,19,0,55,54,47,59,19,0,0,0,0
SN,CS,shareera,205,37,3,7,19,0,53,55,47,60,19,0,0,0,0
SN,CS,shareera,206,37,3,7,19,0,52,56,47,60,19,0,0,0,0
SN,CS,shareera,207,38,3,7,20,0,51,55,47,60,19,0,0,0,0
SN,CS,shareera,208,38,3,7,20,0,52,54,47,60,19,0,0,0,0
SN,CS,shareera,209,39,3,7,19,0,52,54,47,60,19,0,0,0,0
SN,CS,shareera,210,40,3,8,18,0,52,53,47,60,19,0,0,0,0
SN,CS,shareera,211,39,3,8,18,0,50,54,47,61,20,0,0,0,0
SN,CS,shareera,212,40,3,8,19,0,50,54,47,60,19,0,0,0,0
SN,CS,shareera,213,40,2,8,19,0,51,52,48,60,20,0,0,0,0
SN,CS,shareera,214,39,3,7,19,0,51,53,47,60,21,0,0,0,0
SN,CS,shareera,215,37,3,7,19,0,51,53,47,60,23,0,0,0,0
SN,CS,shareera,216,36,3,7,19,0,52,54,47,60,22,0,0,0,0
SN,CS,shareera,217,35,3,7,18,0,52,54,47,61,23,0,0,0,0
SN,CS,shareera,218,35,3,7,19,0,52,52,47,62,23,0,0,0,0
SN,CS,shareera,219,34,3,7,18,0,54,53,47,61,23,0,0,0,0
SN,CS,shareera,220,34,3,7,18,0,54,53,47,61,23,0,0,0,0
SN,CS,shareera,221,34,3,9,18,0,52,52,47,61,24,0,0,0,0
SN,CS,shareera,222,34,3,9,19,0,50,53,47,61,24,0,0,0,0
SN,CS,shareera,223,35,3,8,18,0,49,55,47,61,24,0,0,0,0
SN,CS,shareera,224,35,3,7,19,0,48,55,47,61,25,0,0,0,0
SN,CS,shareera,225,36,3,7,19,0,47,53,47,61,27,0,0,0,0
SN,CS,shareera,226,36,3,8,19,0,46,52,47,62,27,0,0,0,0
SN,CS,shareera,227,35,3,9,18,0,46,53,47,61,28,0,0,0,0
SN,CS,shareera,228,33,3,8,18,0,48,55,47,61,27,0,0,0,0
SN,CS,shareera,229,32,3,8,19,0,49,54,47,61,27,0,0,0,0
SN,CS,shareera,230,33,3,8,18,0,47,54,47,62,28,0,0,0,0
SN,CS,shareera,231,31,3,9,18,0,47,55,47,62,28,0,0,0,0
SN,CS,shareera,232,31,3,9,19,0,48,55,47,62,26,0,0,0,0
SN,CS,shareera,233,31,3,9,18,0,48,55,47,63,26,0,0,0,0
SN,CS,shareera,234,29,2,10,17,0,49,55,48,64,26,0,0,0,0
SN,CS,shareera,235,27,2,11,17,0,49,54,48,65,27,0,0,0,0
SN,CS,shareera,236,27,2,10,17,0,50,55,48,65,26,0,0,0,0
SN,CS,shareera,237,27,2,10,18,0,50,53,48,65,27,0,0,0,0
SN,CS,shareera,238,29,1,10,16,0,50,52,49,65,28,0,0,0,0
SN,CS,shareera,239,31,1,10,16,0,49,51,49,64,29,0,0,0,0
SN,CS,shareera,240,29,1,10,17,0,50,50,49,65,29,0,0,0,0
SN,CS,shareera,241,29,1,10,18,0,49,50,49,65,29,0,0,0,0
SN,CS,shareera,242,28,1,10,19,0,50,49,49,65,29,0,0,0,0
SN,CS,shareera,243,30,1,10,18,0,48,50,49,65,29,0,0,0,0
SN,CS,shareera,244,32,1,10,18,0,47,50,49,65,28,0,0,0,0
SN,CS,shareera,245,34,1,10,19,0,45,48,49,66,28,0,0,0,0
SN,CS,shareera,246,35,1,10,19,0,44,49,49,66,27,0,0,0,0
SN,CS,shareera,247,36,1,10,18,0,44,49,49,67,26,0,0,0,0
SN,CS,shareera,248,36,1,11,19,0,44,49,49,67,24,0,0,0,0
SN,CS,shareera,249,36,1,12,19,0,44,48,49,66,25,0,0,0,0
SN,CS,shareera,250,36,1,12,19,0,44,47,49,66,26,0,0,0,0
SN,CS,shareera,251,37,1,12,19,0,44,46,49,66,26,0,0,0,0
SN,CS,shareera,252,36,2,12,18,0,43,48,48,66,27,0,0,0,0
SN,CS,shareera,253,36,2,12,19,0,44,47,48,65,27,0,0,0,0
SN,CS,shareera,254,36,2,11,19,0,44,48,48,65,27,0,0,0,0
SN,CS,shareera,255,37,2,12,19,0,44,47,48,64,27,0,0,0,0
SN,CS,shareera,256,39,2,12,19,0,42,46,48,64,28,0,0,0,0
SN,CS,shareera,257,39,2,12,19,0,42,47,48,64,27,0,0,0,0
SN,CS,shareera,258,39,2,12,18,0,41,49,48,65,26,0,0,0,0
SN,CS,shareera,259,39,2,12,18,0,42,49,48,65,25,0,0,0,0
SN,CS,shareera,260,39,2,13,19,0,43,50,47,65,26,1,0,0,0
SN,CS,shareera,261,39,2,13,20,0,42,52,46,63,26,1,1,1,0
SN,CS,shareera,262,38,2,13,19,0,41,53,46,63,28,1,1,1,0
SN,CS,shareera,263,38,2,13,20,0,40,55,45,62,27,1,1,1,0
SN,CS,shareera,264,37,1,14,21,1,39,54,45,61,27,1,1,1,0
SN,CS,shareera,265,39,2,15,20,1,41,53,44,62,25,1,1,1,0
SN,CS,shareera,266,40,2,16,19,1,42,53,44,62,25,1,1,1,0
SN,CS,shareera,267,41,3,17,19,1,44,53,43,61,24,1,1,1,0
SN,CS,shareera,268,43,4,18,18,1,45,53,42,60,24,1,1,1,0
SN,CS,shareera,269,45,4,19,18,1,46,51,42,60,24,1,1,1,0
SN,CS,shareera,270,46,4,20,18,1,47,50,42,60,24,1,1,1,0
SN,CS,shareera,271,48,4,19,18,1,48,51,42,60,23,1,1,1,0
SN,CS,shareera,272,50,4,20,17,1,50,49,42,60,23,1,1,1,0
SN,CS,shareera,273,51,4,21,17,1,52,47,42,60,23,1,1,1,0
SN,CS,shareera,274,51,5,22,16,1,55,46,41,61,22,1,1,1,0
SN,CS,shareera,275,51,5,23,16,1,57,46,41,62,20,1,1,1,0
SN,CS,shareera,276,54,5,22,16,1,58,45,41,60,21,1,2,1,0
SN,CS,shareera,277,55,5,22,16,1,59,45,41,61,20,1,2,1,0
