Text_Type,Book,Chapter,Window,G,LGL,LLG,LGG,GLG,GGG,L,GLL,GGL,LG,LLL,LL,GG,GL
SN,AH,chikitsa,3187,59,81,35,62,75,78,6,21,59,1,1,0,0,0
SN,AH,chikitsa,3188,59,81,35,63,74,78,6,21,59,1,1,0,0,0
SN,AH,chikitsa,3189,60,82,35,62,72,78,6,21,58,1,1,0,0,0
SN,AH,chikitsa,3190,59,82,35,64,71,78,6,23,58,1,1,0,0,0
SN,AH,chikitsa,3191,59,83,35,64,70,77,6,24,58,1,1,0,0,0
SN,AH,chikitsa,3192,59,83,34,63,72,77,6,24,58,1,1,0,0,0
SN,AH,chikitsa,3193,59,83,35,63,71,77,6,24,58,1,1,0,0,0
SN,AH,chikitsa,3194,59,82,36,64,70,77,6,25,57,1,1,0,0,0
SN,AH,chikitsa,3195,59,83,36,63,71,78,6,24,56,1,1,0,0,0
SN,AH,chikitsa,3196,58,82,36,64,70,78,7,25,56,1,1,0,0,0
SN,AH,chikitsa,3197,58,82,37,66,70,77,7,24,55,1,1,0,0,0
SN,AH,chikitsa,3198,57,81,37,69,69,78,7,25,54,1,2,0,0,0
SN,AH,chikitsa,3199,58,81,36,68,67,79,7,26,53,1,2,0,0,0
SN,AH,chikitsa,3200,58,81,38,66,66,80,7,26,53,1,2,0,0,0
SN,AH,chikitsa,3201,58,81,38,66,67,80,7,26,52,1,2,0,0,0
SN,AH,chikitsa,3202,58,82,36,67,68,78,7,26,52,1,2,0,0,0
SN,AH,chikitsa,3203,58,82,37,66,67,78,7,25,53,1,2,0,0,0
SN,AH,chikitsa,3204,57,82,39,67,68,77,7,25,55,2,2,0,0,0
SN,AH,chikitsa,3205,57,83,38,67,68,77,7,25,55,2,2,0,0,0
SN,AH,chikitsa,3206,57,84,38,66,69,77,7,25,54,2,2,0,0,0
SN,AH,chikitsa,3207,58,85,38,66,65,77,7,25,54,2,2,0,0,0
SN,AH,chikitsa,3208,58,85,38,67,65,77,7,25,53,2,2,0,0,0
SN,AH,chikitsa,3209,58,85,38,66,64,79,7,25,53,2,2,0,0,0
SN,AH,chikitsa,3210,58,85,39,66,64,80,7,25,51,2,2,0,0,0
SN,AH,chikitsa,3211,57,84,39,65,64,79,7,25,49,2,2,0,1,0
SN,AH,chikitsa,3212,58,84,38,64,65,80,6,25,49,2,2,0,1,0
SN,AH,chikitsa,3213,59,84,37,61,67,79,6,25,44,1,2,0,1,0
SN,AH,chikitsa,3214,59,84,37,59,70,80,5,25,45,1,2,0,1,0
SN,AH,chikitsa,3215,59,83,37,58,73,80,5,25,44,1,2,0,1,0
SN,AH,chikitsa,3216,59,84,37,58,71,79,5,27,44,1,2,0,1,0
SN,AH,chikitsa,3217,59,85,37,57,72,79,5,27,43,1,2,0,1,0
SN,AH,chikitsa,3218,59,84,36,58,72,80,5,27,43,1,2,0,1,0
SN,AH,chikitsa,3219,59,84,37,56,73,81,5,27,42,1,2,0,1,0
SN,AH,chikitsa,3220,59,83,36,56,75,81,5,27,42,1,2,0,1,0
SN,AH,chikitsa,3221,59,83,37,56,74,80,5,28,42,1,2,0,1,0
SN,AH,chikitsa,3222,59,82,37,55,73,80,5,28,45,1,2,0,1,0
SN,AH,chikitsa,3223,59,83,37,57,72,79,5,27,45,1,2,0,1,0
SN,AH,chikitsa,3224,58,82,38,57,73,79,5,27,47,1,2,0,1,0
SN,AH,chikitsa,3225,58,82,37,56,74,80,5,27,47,1,2,0,1,0
SN,AH,chikitsa,3226,59,82,38,55,72,82,4,26,48,1,2,0,1,0
SN,AH,chikitsa,3227,59,82,38,55,70,83,4,26,49,1,2,0,1,0
SN,AH,chikitsa,3228,59,82,37,56,70,82,4,26,50,1,2,0,1,0
SN,AH,chikitsa,3229,59,81,36,56,70,82,4,28,50,1,2,0,1,0
SN,AH,chikitsa,3230,59,81,37,56,68,83,4,28,50,1,2,0,1,0
SN,AH,chikitsa,3231,59,81,38,56,68,83,4,28,49,1,2,0,1,0
SN,AH,chikitsa,3232,59,81,40,57,67,86,4,29,51,1,2,0,1,0
SN,AH,chikitsa,3233,58,81,39,57,67,87,5,29,51,1,2,0,1,0
SN,AH,chikitsa,3234,58,80,38,57,69,88,5,29,50,1,2,0,1,0
SN,AH,chikitsa,3235,59,81,37,56,70,89,5,26,49,1,2,0,1,0
SN,AH,chikitsa,3236,59,80,36,56,70,89,5,26,51,1,2,0,1,0
SN,AH,chikitsa,3237,59,80,36,57,71,88,5,26,50,1,2,0,1,0
SN,AH,chikitsa,3238,59,80,35,58,70,88,5,26,51,1,2,0,1,0
SN,AH,chikitsa,3239,60,80,34,57,72,88,4,26,51,1,2,0,1,0
SN,AH,chikitsa,3240,60,80,33,55,75,89,4,25,51,1,2,0,1,0
SN,AH,chikitsa,3241,60,80,35,55,75,89,4,25,49,1,2,0,1,0
SN,AH,chikitsa,3242,60,80,36,55,75,87,4,25,50,1,2,0,1,0
SN,AH,chikitsa,3243,60,81,35,53,74,88,5,25,49,1,2,0,1,0
SN,AH,chikitsa,3244,60,82,35,52,74,89,5,25,48,1,2,0,1,0
SN,AH,chikitsa,3245,61,83,35,50,72,90,5,26,46,1,2,0,1,0
SN,AH,chikitsa,3246,60,82,36,49,73,89,5,29,47,1,2,0,1,0
SN,AH,chikitsa,3247,60,82,35,49,73,89,5,29,48,1,2,0,1,0
SN,AH,chikitsa,3248,60,82,35,50,72,89,5,30,47,1,2,0,1,0
SN,AH,chikitsa,3249,61,83,34,48,71,89,5,29,48,1,2,0,1,0
SN,AH,chikitsa,3250,60,83,34,47,72,88,6,29,49,1,2,0,1,0
SN,AH,chikitsa,3251,61,82,35,47,71,87,5,28,52,1,2,0,1,0
SN,AH,chikitsa,3252,60,82,36,45,70,88,6,29,52,1,2,0,1,0
SN,AH,chikitsa,3253,60,83,36,44,71,87,6,29,52,1,2,0,1,0
SN,AH,chikitsa,3254,59,84,38,44,70,88,6,29,54,2,2,0,1,0
SN,AH,chikitsa,3255,60,85,38,44,68,89,6,27,54,2,1,0,1,0
SN,AH,chikitsa,3256,59,86,38,45,67,89,7,26,54,2,1,0,1,0
SN,AH,chikitsa,3257,60,87,38,44,65,87,7,27,54,2,1,0,1,0
SN,AH,chikitsa,3258,60,87,38,44,66,86,7,28,53,2,1,0,1,0
SN,AH,chikitsa,3259,60,89,39,43,65,86,7,27,53,2,1,0,1,0
SN,AH,chikitsa,3260,60,88,38,44,65,88,7,27,52,2,1,0,1,0
SN,AH,chikitsa,3261,60,88,39,44,64,88,7,27,52,2,1,0,1,0
SN,AH,chikitsa,3262,59,87,40,45,64,87,7,29,53,2,1,0,1,0
SN,AH,chikitsa,3263,59,87,41,44,65,86,7,29,53,2,1,0,1,0
SN,AH,chikitsa,3264,58,87,42,44,66,85,7,30,54,2,1,0,1,0
SN,AH,chikitsa,3265,59,87,42,42,67,84,7,29,54,2,1,0,1,0
SN,AH,chikitsa,3266,60,87,42,42,69,83,6,28,54,2,1,0,1,0
SN,AH,chikitsa,3267,60,88,43,41,67,84,6,28,54,2,1,0,1,0
SN,AH,chikitsa,3268,60,89,42,40,69,84,6,28,53,2,1,0,1,0
SN,AH,chikitsa,3269,60,90,41,38,70,86,6,27,53,2,1,0,1,0
SN,AH,chikitsa,3270,60,89,43,38,69,85,6,27,54,2,1,0,1,0
SN,AH,chikitsa,3271,61,89,44,37,69,86,5,26,54,2,1,0,1,0
SN,AH,chikitsa,3272,61,89,43,36,69,85,5,26,57,2,1,0,1,0
SN,AH,chikitsa,3273,61,92,43,33,68,85,6,25,57,2,0,0,1,0
SN,AH,chikitsa,3274,61,92,43,34,70,84,6,24,56,2,0,0,1,0
SN,AH,chikitsa,3275,61,92,41,34,71,85,6,24,56,2,0,0,1,0
SN,AH,chikitsa,3276,61,92,42,34,71,85,6,24,55,2,0,0,1,0
SN,AH,chikitsa,3277,60,93,42,33,70,85,7,23,57,2,0,0,1,0
SN,AH,chikitsa,3278,59,92,41,34,72,85,7,23,58,2,1,0,1,0
SN,AH,chikitsa,3279,60,92,39,32,72,86,7,23,56,1,1,0,1,0
SN,AH,chikitsa,3280,59,91,40,31,74,88,7,23,58,2,1,0,1,0
SN,AH,chikitsa,3281,59,90,40,32,73,89,7,23,58,2,1,0,1,0
SN,AH,chikitsa,3282,58,90,42,32,74,90,7,23,59,3,1,0,1,0
SN,AH,chikitsa,3283,57,90,42,31,74,90,8,23,60,3,1,0,1,0
SN,AH,chikitsa,3284,57,90,42,31,75,89,8,23,60,3,1,0,1,0
SN,AH,chikitsa,3285,57,90,42,31,74,88,8,24,61,3,1,0,1,0
SN,AH,chikitsa,3286,58,91,43,32,75,89,8,24,61,3,1,0,0,0
SN,AH,chikitsa,3287,58,91,43,33,75,87,8,24,62,3,1,0,0,0
SN,AH,chikitsa,3288,58,91,43,35,73,86,8,24,63,3,1,0,0,0
SN,AH,chikitsa,3289,59,91,43,34,71,86,8,24,63,3,1,0,0,0
SN,AH,chikitsa,3290,59,91,43,35,70,87,8,24,62,3,1,0,0,0
SN,AH,chikitsa,3291,59,90,44,35,69,88,8,23,63,3,1,0,0,0
SN,AH,chikitsa,3292,59,89,44,36,70,87,8,23,63,3,1,0,0,0
SN,AH,chikitsa,3293,59,89,44,35,69,86,8,23,66,3,1,0,0,0
SN,AH,chikitsa,3294,59,89,43,36,68,86,8,23,67,3,1,0,0,0
SN,AH,chikitsa,3295,59,90,43,37,67,85,8,23,67,3,1,0,0,0
SN,AH,chikitsa,3296,58,89,43,37,69,86,8,23,68,3,1,0,0,0
SN,AH,chikitsa,3297,58,90,43,37,70,87,8,23,65,3,1,0,0,0
SN,AH,chikitsa,3298,58,90,43,37,70,88,8,24,63,3,1,0,0,0
SN,AH,chikitsa,3299,59,91,43,38,68,86,8,24,62,3,1,0,0,0
SN,AH,chikitsa,3300,58,91,44,40,68,84,8,24,64,3,1,0,0,0
SN,AH,chikitsa,3301,58,91,45,40,69,82,8,25,63,3,1,0,0,0
SN,AH,chikitsa,3302,58,91,46,40,69,81,8,26,62,3,1,0,0,0
SN,AH,chikitsa,3303,58,91,47,39,70,81,8,26,61,3,1,0,0,0
SN,AH,chikitsa,3304,58,91,47,40,70,81,8,24,62,3,1,0,0,0
SN,AH,chikitsa,3305,57,92,46,41,71,79,9,23,63,3,1,0,0,0
SN,AH,chikitsa,3306,57,91,45,40,73,80,9,23,63,3,1,0,0,0
SN,AH,chikitsa,3307,57,90,43,40,74,77,9,22,61,3,1,0,0,0
SN,AH,chikitsa,3308,58,91,43,41,75,74,8,22,61,3,1,0,0,0
SN,AH,chikitsa,3309,58,91,44,41,74,73,8,22,62,3,1,0,0,0
SN,AH,chikitsa,3310,58,92,44,41,72,72,8,23,62,3,2,0,0,0
SN,AH,chikitsa,3311,58,93,44,41,72,72,8,24,60,3,2,0,0,0
SN,AH,chikitsa,3312,58,93,43,40,72,72,8,25,61,3,2,0,0,0
SN,AH,chikitsa,3313,58,94,43,39,72,72,8,25,61,3,2,0,0,0
SN,AH,chikitsa,3314,58,94,43,40,71,71,8,25,62,3,2,0,0,0
SN,AH,chikitsa,3315,57,94,44,41,69,71,9,25,62,3,2,0,0,0
SN,AH,chikitsa,3316,57,94,43,41,69,72,9,24,63,3,2,0,0,0
SN,AH,chikitsa,3317,57,95,43,41,69,72,9,24,62,3,2,0,0,0
SN,AH,chikitsa,3318,57,95,45,40,68,71,9,24,63,3,2,0,0,0
SN,AH,chikitsa,3319,57,94,45,41,69,71,9,24,62,3,2,0,0,0
SN,AH,chikitsa,3320,56,93,45,40,70,72,10,24,62,3,2,0,0,0
SN,AH,chikitsa,3321,57,94,44,41,71,71,10,21,61,3,2,0,0,0
SN,AH,chikitsa,3322,57,94,43,41,72,71,10,22,60,3,2,0,0,0
SN,AH,chikitsa,3323,57,95,43,39,74,71,10,21,60,3,2,0,0,0
SN,AH,chikitsa,3324,56,94,43,41,77,69,10,21,61,3,2,0,0,0
SN,AH,chikitsa,3325,57,94,43,42,77,69,9,22,59,3,2,0,0,0
SN,AH,chikitsa,3326,57,95,42,42,79,70,9,23,57,3,2,0,0,0
SN,AH,chikitsa,3327,58,95,41,42,80,70,8,23,59,3,2,0,0,0
SN,AH,chikitsa,3328,58,95,40,43,79,69,8,23,61,3,2,0,0,0
SN,AH,chikitsa,3329,59,94,38,43,79,67,8,23,61,2,2,0,0,0
SN,AH,chikitsa,3330,59,94,38,43,80,65,8,24,61,2,2,0,0,0
SN,AH,chikitsa,3331,60,94,40,42,79,65,7,24,61,2,2,0,0,0
SN,AH,chikitsa,3332,60,95,39,42,78,67,7,22,62,2,2,0,0,0
SN,AH,chikitsa,3333,59,95,38,44,77,68,8,22,61,2,2,0,0,0
SN,AH,chikitsa,3334,58,93,38,46,78,68,8,23,62,2,2,0,0,0
SN,AH,chikitsa,3335,58,94,38,45,78,67,8,24,62,2,2,0,0,0
SN,AH,chikitsa,3336,58,94,37,45,79,68,8,24,61,2,2,0,0,0
SN,AH,chikitsa,3337,59,95,36,44,78,67,8,22,63,2,2,0,0,0
SN,AH,chikitsa,3338,59,95,35,44,78,67,8,22,64,2,2,0,0,0
SN,AH,chikitsa,3339,60,95,35,45,76,66,8,21,64,2,2,0,0,0
SN,AH,chikitsa,3340,60,95,35,44,76,67,8,21,66,2,2,0,0,0
SN,AH,chikitsa,3341,60,95,35,44,76,68,8,22,66,2,2,0,0,0
SN,AH,chikitsa,3342,59,95,36,46,76,66,8,22,67,2,2,0,1,0
SN,AH,chikitsa,3343,58,95,39,47,74,65,8,22,68,2,2,0,2,0
SN,AH,chikitsa,3344,58,95,39,47,75,64,8,23,69,2,2,0,2,0
SN,AH,chikitsa,3345,57,96,37,47,78,63,9,24,69,2,2,0,2,0
SN,AH,chikitsa,3346,57,97,36,47,80,62,9,25,69,2,2,0,2,0
SN,AH,chikitsa,3347,56,97,36,46,82,63,10,26,68,2,2,0,2,0
SN,AH,chikitsa,3348,57,96,36,46,82,63,9,28,67,2,2,0,2,0
SN,AH,chikitsa,3349,57,96,38,45,80,64,9,28,67,2,2,0,2,0
SN,AH,chikitsa,3350,57,96,38,45,80,65,9,28,66,2,2,0,2,0
SN,AH,chikitsa,3351,57,96,37,45,79,66,9,28,67,2,2,0,2,0
SN,AH,chikitsa,3352,57,94,37,46,83,67,8,28,66,2,2,0,2,0
SN,AH,chikitsa,3353,58,95,37,46,82,67,8,28,64,2,1,0,2,0
SN,AH,chikitsa,3354,58,96,36,46,83,67,8,28,63,2,1,0,2,0
SN,AH,chikitsa,3355,59,96,35,46,82,66,8,28,61,1,1,0,2,0
SN,AH,chikitsa,3356,59,96,36,45,80,67,8,28,62,1,1,0,2,0
SN,AH,chikitsa,3357,60,96,33,44,80,66,8,28,62,0,1,0,2,0
SN,AH,chikitsa,3358,61,96,33,44,80,66,7,28,62,0,1,0,2,0
SN,AH,chikitsa,3359,61,96,35,44,78,66,7,28,62,0,1,0,2,0
SN,AH,chikitsa,3360,61,96,35,44,78,67,7,27,62,0,1,0,2,0
SN,AH,chikitsa,3361,61,97,34,44,77,66,7,29,62,0,1,0,2,0
SN,AH,chikitsa,3362,61,98,35,43,76,68,7,29,60,0,1,0,2,0
SN,AH,chikitsa,3363,61,97,35,41,76,68,7,29,58,0,1,0,2,0
SN,AH,chikitsa,3364,61,98,35,41,78,67,7,29,58,0,1,0,2,0
SN,AH,chikitsa,3365,60,97,35,40,76,66,7,29,58,0,1,0,2,0
SN,AH,chikitsa,3366,59,97,34,40,78,66,8,29,59,0,1,0,2,0
SN,AH,chikitsa,3367,59,96,34,39,76,65,8,29,59,0,1,0,2,0
SN,AH,chikitsa,3368,59,97,35,40,75,65,8,29,57,0,1,0,2,0
SN,AH,chikitsa,3369,59,96,35,39,75,64,8,29,55,0,1,0,2,0
SN,AH,chikitsa,3370,59,96,36,38,74,66,8,29,54,0,1,0,2,0
SN,AH,chikitsa,3371,60,97,35,37,72,67,8,28,54,0,1,0,2,0
SN,AH,chikitsa,3372,59,97,35,39,72,65,8,30,55,0,1,0,2,0
SN,AH,chikitsa,3373,58,97,36,37,72,66,9,29,56,0,1,0,2,0
SN,AH,chikitsa,3374,58,98,35,38,72,66,9,29,55,0,1,0,2,0
SN,AH,chikitsa,3375,59,97,35,36,73,66,9,29,54,0,1,0,2,0
SN,AH,chikitsa,3376,59,97,33,38,73,67,9,28,54,0,1,0,2,0
SN,AH,chikitsa,3377,59,97,32,38,74,68,9,27,54,0,1,0,2,0
SN,AH,chikitsa,3378,59,97,31,40,74,68,9,27,53,0,1,0,2,0
SN,AH,chikitsa,3379,59,98,31,39,74,68,9,27,53,0,1,0,2,0
SN,AH,chikitsa,3380,60,97,32,39,73,69,8,27,53,0,1,0,2,0
SN,AH,chikitsa,3381,60,97,33,39,72,68,8,27,54,0,1,0,2,0
SN,AH,chikitsa,3382,60,97,34,39,71,67,8,27,55,0,1,0,2,0
SN,AH,chikitsa,3383,60,96,34,38,71,70,8,27,54,0,1,0,2,0
SN,AH,chikitsa,3384,60,96,33,39,71,71,8,27,53,0,1,0,2,0
SN,AH,chikitsa,3385,60,96,33,38,71,72,8,26,55,0,0,0,2,0
SN,AH,chikitsa,3386,60,95,34,39,71,71,8,26,55,0,0,0,2,0
SN,AH,chikitsa,3387,60,95,34,40,71,72,8,25,54,0,0,0,2,0
SN,AH,chikitsa,3388,60,95,34,40,74,71,8,25,52,0,0,0,2,0
SN,AH,chikitsa,3389,60,95,34,39,73,72,8,26,52,0,0,0,2,0
SN,AH,chikitsa,3390,61,96,33,39,72,71,7,26,54,0,0,0,2,0
SN,AH,chikitsa,3391,60,95,32,40,74,70,8,26,54,0,0,0,2,0
SN,AH,chikitsa,3392,60,94,32,39,73,72,8,26,55,0,0,0,2,0
SN,AH,chikitsa,3393,61,94,30,39,74,74,7,26,54,0,0,0,2,0
SN,AH,chikitsa,3394,61,94,29,38,76,74,7,26,54,0,0,0,2,0
SN,AH,chikitsa,3395,62,94,29,38,76,75,6,25,54,0,0,0,2,0
SN,AH,chikitsa,3396,62,94,29,37,75,77,6,25,54,0,0,0,2,0
SN,AH,chikitsa,3397,62,95,29,37,74,77,6,25,54,0,0,0,2,0
SN,AH,chikitsa,3398,61,94,29,39,74,78,6,26,54,0,0,0,2,0
SN,AH,chikitsa,3399,62,95,29,37,71,81,6,26,52,0,0,0,2,0
SN,AH,chikitsa,3400,61,95,30,37,72,81,6,26,53,0,0,0,2,0
SN,AH,chikitsa,3401,61,94,30,37,71,82,6,25,53,0,0,0,2,0
SN,AH,chikitsa,3402,60,93,31,38,72,82,6,26,51,0,0,0,2,0
SN,AH,chikitsa,3403,60,92,31,38,75,82,6,26,49,0,0,0,2,0
SN,AH,chikitsa,3404,60,92,31,37,76,82,6,26,49,0,0,0,2,0
SN,AH,chikitsa,3405,60,92,30,38,76,83,6,25,49,0,0,0,2,0
SN,AH,chikitsa,3406,60,91,28,39,77,84,6,25,49,0,0,0,2,0
SN,AH,chikitsa,3407,60,91,28,39,78,83,6,26,48,0,0,0,2,0
SN,AH,chikitsa,3408,61,91,29,38,78,82,5,25,50,0,0,0,2,0
SN,AH,chikitsa,3409,62,91,28,37,78,82,5,24,50,0,0,0,2,0
SN,AH,chikitsa,3410,62,90,29,38,77,82,5,23,51,0,0,0,2,0
SN,AH,chikitsa,3411,62,90,29,37,78,81,5,23,52,0,0,0,2,0
SN,AH,chikitsa,3412,62,90,29,37,79,83,5,23,49,0,0,0,2,0
SN,AH,chikitsa,3413,62,89,29,37,80,83,5,22,50,0,0,0,2,0
SN,AH,chikitsa,3414,62,90,28,36,82,83,5,23,50,0,0,0,2,0
SN,AH,chikitsa,3415,61,90,28,36,82,83,6,23,50,0,0,0,2,0
SN,AH,chikitsa,3416,60,90,30,36,81,82,6,23,50,0,0,0,2,0
SN,AH,chikitsa,3417,60,90,30,34,82,82,6,24,50,0,0,0,1,0
SN,AH,chikitsa,3418,61,90,27,33,84,83,6,25,49,0,2,0,0,0
SN,AH,chikitsa,3419,61,90,27,34,84,82,6,24,48,0,5,0,0,0
SN,AH,chikitsa,3420,61,89,27,37,81,83,5,23,48,0,5,0,0,0
SN,AH,chikitsa,3421,60,87,27,37,79,82,6,22,47,0,5,0,0,0
SN,AH,chikitsa,3422,60,86,27,39,77,83,5,21,46,0,6,0,0,0
SN,AH,chikitsa,3423,59,84,27,39,77,82,5,19,46,0,6,0,0,0
SN,AH,chikitsa,3424,58,84,26,42,77,84,5,19,48,0,7,0,0,0
SN,AH,chikitsa,3425,57,83,26,42,76,81,5,19,48,0,7,0,0,0
SN,AH,chikitsa,3426,56,83,26,43,76,80,5,19,48,0,8,0,0,0
SN,AH,chikitsa,3427,56,82,26,42,72,79,5,19,47,0,8,0,0,0
SN,AH,chikitsa,3428,56,82,26,41,71,79,5,20,48,0,8,0,0,0
SN,AH,chikitsa,3429,55,82,26,41,69,79,6,20,50,0,8,0,0,0
SN,AH,chikitsa,3430,55,82,26,41,68,77,6,20,53,0,8,0,0,0
SN,AH,chikitsa,3431,55,83,25,42,70,75,6,20,52,0,8,0,0,0
SN,AH,chikitsa,3432,55,84,25,42,69,77,6,20,50,0,8,0,0,0
SN,AH,chikitsa,3433,55,85,25,43,69,76,6,20,49,0,8,0,0,0
SN,AH,chikitsa,3434,55,85,24,43,68,76,6,20,51,0,8,0,0,0
SN,AH,chikitsa,3435,55,85,24,44,69,74,6,20,51,0,8,0,0,0
SN,AH,chikitsa,3436,55,83,25,43,70,74,6,18,54,0,8,0,0,0
SN,AH,chikitsa,3437,55,82,25,43,72,72,6,18,55,0,8,0,0,0
SN,AH,chikitsa,3438,55,85,25,43,72,73,6,18,56,0,8,0,0,0
SN,AH,chikitsa,3439,55,84,26,43,70,75,6,17,55,0,8,0,0,0
SN,AH,chikitsa,3440,56,86,26,43,70,75,6,18,57,0,8,0,0,0
SN,AH,chikitsa,3441,57,88,26,43,68,75,5,17,56,0,8,0,0,0
SN,AH,chikitsa,3442,56,88,26,45,68,76,5,17,56,0,10,0,0,0
SN,AH,chikitsa,3443,55,86,25,44,68,76,6,17,55,0,10,0,0,0
SN,AH,chikitsa,3444,54,86,26,46,68,77,6,17,55,0,11,0,0,0
SN,AH,chikitsa,3445,53,84,25,46,68,75,6,17,55,0,11,0,0,0
SN,AH,chikitsa,3446,52,83,25,48,67,74,6,17,54,0,13,0,0,0
SN,AH,chikitsa,3447,52,82,24,46,66,74,6,15,53,0,13,0,0,0
SN,AH,chikitsa,3448,52,82,23,47,66,73,5,15,52,0,15,0,0,0
SN,AH,chikitsa,3449,51,80,23,45,66,72,5,15,52,0,15,0,0,0
SN,AH,chikitsa,3450,51,80,22,46,64,74,5,16,51,0,15,0,0,0
SN,AH,chikitsa,3451,51,80,22,44,64,76,5,16,51,0,15,0,0,0
SN,AH,chikitsa,3452,51,80,22,45,63,76,5,16,51,0,15,0,0,0
SN,AH,chikitsa,3453,51,80,22,44,63,76,5,16,52,0,15,0,0,0
SN,AH,chikitsa,3454,51,79,22,44,64,77,5,16,51,0,15,0,0,0
SN,AH,chikitsa,3455,51,80,21,43,66,77,5,16,50,0,15,0,0,0
SN,AH,chikitsa,3456,51,80,20,44,66,77,5,17,49,0,15,0,0,0
SN,AH,chikitsa,3457,51,80,19,44,67,78,5,17,48,0,15,0,0,0
SN,AH,chikitsa,3458,50,79,19,46,69,76,5,17,50,0,15,0,0,0
SN,AH,chikitsa,3459,50,80,19,46,68,74,5,17,52,0,15,0,0,0
SN,AH,chikitsa,3460,50,80,19,47,69,73,5,17,51,0,15,0,0,0
SN,AH,chikitsa,3461,50,79,18,45,71,74,5,16,53,0,15,0,0,0
SN,AH,chikitsa,3462,50,79,18,45,70,74,5,16,54,0,15,0,0,0
SN,AH,chikitsa,3463,50,78,19,45,68,74,5,17,55,0,15,0,0,0
SN,AH,chikitsa,3464,49,78,20,49,68,73,5,17,54,0,15,0,0,0
SN,AH,chikitsa,3465,49,78,22,48,68,73,5,18,52,0,15,0,0,0
SN,AH,chikitsa,3466,50,79,22,48,67,73,4,18,52,0,15,0,0,0
SN,AH,chikitsa,3467,50,79,21,48,68,72,4,18,53,0,15,0,0,0
SN,AH,chikitsa,3468,49,79,21,48,67,70,5,19,55,0,15,0,0,0
SN,AH,chikitsa,3469,49,79,21,50,64,69,5,19,57,0,15,0,0,0
SN,AH,chikitsa,3470,48,79,21,51,65,68,5,20,60,1,15,0,0,0
SN,AH,chikitsa,3471,48,79,22,52,63,67,5,20,61,1,15,0,0,0
SN,AH,chikitsa,3472,48,78,22,54,64,66,5,19,61,1,15,0,0,0
SN,AH,chikitsa,3473,49,79,22,53,62,64,5,18,63,1,15,0,0,0
SN,AH,chikitsa,3474,48,78,22,55,64,61,5,19,65,1,15,0,0,0
SN,AH,chikitsa,3475,49,78,21,54,62,63,5,18,65,1,15,0,0,0
SN,AH,chikitsa,3476,49,78,23,54,61,62,5,18,65,1,15,0,0,0
SN,AH,chikitsa,3477,50,79,23,53,60,61,5,17,65,1,15,0,0,0
SN,AH,chikitsa,3478,50,80,23,53,57,61,5,17,67,1,15,0,0,0
SN,AH,chikitsa,3479,50,80,24,53,56,62,5,18,65,1,15,0,0,0
SN,AH,chikitsa,3480,49,80,24,54,56,63,5,18,66,1,15,0,0,0
SN,AH,chikitsa,3481,49,81,24,53,55,64,5,18,66,1,15,0,0,0
SN,AH,chikitsa,3482,49,80,24,53,56,64,5,18,66,1,15,0,0,0
SN,AH,chikitsa,3483,49,80,25,52,57,65,5,18,64,1,15,0,0,0
SN,AH,chikitsa,3484,49,81,25,52,57,65,5,18,63,1,15,0,0,0
SN,AH,chikitsa,3485,49,82,24,51,60,64,5,18,62,1,15,0,0,0
SN,AH,chikitsa,3486,49,82,25,51,58,65,5,19,61,1,15,0,0,0
SN,AH,chikitsa,3487,48,82,25,50,58,65,6,19,62,1,15,0,0,0
SN,AH,chikitsa,3488,47,82,26,51,57,66,6,20,62,1,15,0,0,0
SN,AH,chikitsa,3489,47,81,26,51,57,67,6,19,61,1,15,0,0,0
SN,AH,chikitsa,3490,48,81,26,51,57,68,5,18,59,1,15,0,0,0
SN,AH,chikitsa,3491,49,80,24,51,57,69,5,18,59,1,15,0,0,0
SN,AH,chikitsa,3492,49,79,23,51,58,72,5,19,59,2,15,0,0,0
SN,AH,chikitsa,3493,49,78,24,51,58,72,5,18,59,2,13,0,0,0
SN,AH,chikitsa,3494,48,77,24,52,59,72,5,20,59,2,10,0,0,0
SN,AH,chikitsa,3495,48,77,24,49,61,72,6,20,59,2,10,0,0,0
SN,AH,chikitsa,3496,49,78,24,50,61,73,5,20,61,2,10,0,0,0
SN,AH,chikitsa,3497,50,79,25,48,61,73,5,21,60,2,9,0,0,0
SN,AH,chikitsa,3498,51,80,25,49,61,74,5,21,62,2,9,0,0,0
SN,AH,chikitsa,3499,51,81,24,46,61,72,6,22,60,2,8,0,0,0
SN,AH,chikitsa,3500,52,83,24,46,61,74,6,23,60,2,8,0,0,0
SN,AH,chikitsa,3501,53,82,24,45,63,74,6,23,60,2,7,0,0,0
SN,AH,chikitsa,3502,53,83,24,47,67,75,6,23,60,2,7,0,0,0
SN,AH,chikitsa,3503,53,82,24,48,67,75,6,22,61,2,7,0,0,0
SN,AH,chikitsa,3504,54,81,24,48,68,76,5,22,60,2,7,0,0,0
SN,AH,chikitsa,3505,54,81,24,48,68,78,5,22,58,2,7,0,0,0
SN,AH,chikitsa,3506,54,80,25,48,66,78,5,23,59,2,7,0,0,0
SN,AH,chikitsa,3507,54,79,25,48,69,75,5,23,60,2,7,0,0,0
SN,AH,chikitsa,3508,54,78,25,49,69,75,5,23,60,2,7,0,0,0
SN,AH,chikitsa,3509,54,78,24,50,70,75,5,24,58,2,7,0,0,0
SN,AH,chikitsa,3510,54,78,25,49,70,75,5,24,58,2,7,0,0,0
